Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 17_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Unnamed: 23_level_0,Unnamed: 24_level_0,Player_URL
Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,
1,Tony Adams,26,NYJ,S,1,1,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,
2,Paulson Adebo,26,NYG,CB,1,1,0,0,0,0,1,0,0,0,0,0,0.0,7,6,1,0,0,0,,
3,Azeez Al-Shaair,28,HOU,LB,1,1,0,0,0,0,0,1,0,0,0,0,0.0,7,3,4,0,0,0,,
4,Jonathan Allen,30,MIN,DL,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,1,2,0,0,0,,
5,Zach Allen,28,DEN,DL,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,1,3,0,,
6,Will Anderson,24,HOU,DE,1,1,0,0,0,0,0,0,0,0,0,0,1.0,4,4,0,3,2,0,,
7,Alex Anzalone,31,DET,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,
8,Arik Armstead,32,JAX,DT,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,,
9,Terrion Arnold,22,DET,CB,1,1,0,0,0,0,1,0,0,0,0,0,0.0,6,3,3,0,0,0,,
10,Alex Austin,24,NWE,CB,1,1,0,0,0,0,1,0,0,0,0,0,0.0,5,3,2,1,0,0,,
11,Chidobe Awuzie,30,BAL,CB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,
12,Joe Bachie,27,IND,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,6,1,5,0,0,0,,
13,Budda Baker,29,ARI,S,1,1,0,0,0,0,1,0,0,0,0,0,0.0,10,5,5,1,0,0,,
14,Jerome Baker,29,CLE,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,
15,Christian Barmore,26,NWE,DT,1,1,0,0,0,0,0,0,0,0,0,0,0.0,5,1,4,0,0,0,,
16,AJ Barner,23,SEA,TE,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,
17,Derrick Barnes,26,DET,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,6,4,2,1,0,0,,
18,Cody Barton,29,TEN,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,9,5,4,0,0,0,,
19,Jessie Bates III,28,ATL,S,1,1,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,
20,Jordan Battle,25,CIN,S,1,1,1,2,0,2,1,0,0,0,0,0,0.0,12,5,7,0,0,0,,
21,Zack Baun,29,PHI,LB,1,1,0,0,0,0,1,0,0,0,0,0,0.0,9,6,3,1,0,0,,
22,Christian Benford,25,BUF,CB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,
23,Keeanu Benton,24,PIT,DL,1,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,
24,Terrel Bernard,26,BUF,LB,1,1,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,1,0,0,,
25,Cole Bishop,23,BUF,S,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,,
26,Julian Blackmon,27,NOR,S,1,1,0,0,0,0,1,0,0,0,0,0,0.0,7,4,3,0,0,0,,
27,DaRon Bland,26,DAL,CB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,
28,Reed Blankenship,26,PHI,S,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,3,0,0,0,0,,
29,Nick Bolton,25,KAN,LB,1,1,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,,
30,Nik Bonitto,26,DEN,OLB,1,1,0,0,0,0,0,0,0,0,0,0,1.0,3,3,0,2,3,0,,
31,Thomas Booker,26,LVR,DT,1,1,0,0,0,0,1,0,0,0,0,0,0.0,3,1,2,0,1,0,,
