No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
95.0,Adetomiwa Adebawore,22.0,DE,10,0.0,282.0,6-2,Northwestern,3/4/2001,Rook,1.0,Indianapolis Colts / 4th / 110th pick / 2023
98.0,McTelvin Agim,26.0,DT,1,0.0,300.0,6-3,Arkansas,9/25/1997,3,0.0,Denver Broncos / 3rd / 95th pick / 2020
81.0,Mo Alie-Cox,30.0,TE,17,7.0,267.0,6-5,Virginia Commonwealth,9/19/1993,5,1.0,
67.0,Jack Anderson,25.0,G,1,0.0,314.0,6-4,Texas Tech,10/12/1998,2,0.0,Buffalo Bills / 7th / 236th pick / 2021
47.0,Liam Anderson,23.0,LB,1,0.0,226.0,6-3,Holy Cross,4/30/2000,Rook,0.0,
39.0,Darrell Baker,25.0,CB,14,6.0,190.0,6-1,Georgia Southern,3/27/1998,1,2.0,
32.0,Julian Blackmon,25.0,S,15,15.0,187.0,6-0,Utah,8/24/1998,3,6.0,Indianapolis Colts / 3rd / 85th pick / 2020
68.0,Ike Boettger,29.0,G,2,0.0,313.0,6-6,Iowa,10/5/1994,5,0.0,
29.0,Julius Brents,23.0,CB,9,8.0,198.0,6-3,"Iowa,Kansas St.",1/18/2000,Rook,3.0,Indianapolis Colts / 2nd / 44th pick / 2023
38.0,Tony Brown,28.0,CB,12,1.0,200.0,6-0,Alabama,7/13/1995,5,1.0,
96.0,Taven Bryan,27.0,DT,17,7.0,291.0,6-4,Florida,3/11/1996,5,4.0,Jacksonville Jaguars / 1st / 29th pick / 2018
99.0,DeForest Buckner,29.0,DT,17,16.0,295.0,6-7,Oregon,3/17/1994,7,10.0,San Francisco 49ers / 1st / 7th pick / 2016
20.0,Nick Cross,22.0,S,17,2.0,212.0,6-0,Maryland,9/10/2001,1,2.0,Indianapolis Colts / 3rd / 96th pick / 2022
43.0,Trevor Denbow,25.0,S,17,0.0,208.0,5-10,"Navarro,SMU",8/26/1998,1,1.0,
1.0,Josh Downs,22.0,WR,17,9.0,171.0,5-9,North Carolina,8/12/2001,Rook,7.0,Indianapolis Colts / 3rd / 79th pick / 2023
52.0,Samson Ebukam,28.0,DE,17,17.0,245.0,6-3,Eastern Washington,5/9/1995,6,7.0,Los Angeles Rams / 4th / 125th pick / 2017
4.0,Sam Ehlinger,25.0,QB,1,0.0,222.0,6-1,Texas,9/30/1998,2,0.0,Indianapolis Colts / 6th / 218th pick / 2021
3.0,Ethan Fernea,25.0,WR,3,0.0,195.0,6-0,UCLA,3/2/1998,1,0.0,
33.0,Dallis Flowers,26.0,CB,4,4.0,196.0,6-1,"Grand View,Pittsburg St.",6/4/1997,1,1.0,
