No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
3.0,Jordan Addison,21.0,WR,17,14.0,175.0,5-11,"Pittsburgh,USC",1/27/2002,Rook,7.0,Minnesota Vikings / 1st / 23rd pick / 2023
78.0,Hakeem Adeniji,26.0,OL,4,0.0,302.0,6-4,Kansas,12/8/1997,3,0.0,Cincinnati Bengals / 6th / 180th pick / 2020
31.0,Cam Akers,24.0,RB,6,0.0,217.0,5-10,Florida St.,6/22/1999,3,1.0,Los Angeles Rams / 2nd / 52nd pick / 2020
33.0,Brian Asamoah,23.0,LB,13,0.0,226.0,6-0,Oklahoma,3/29/2000,1,1.0,Minnesota Vikings / 3rd / 66th pick / 2022
54.0,Anthony Barr,31.0,LB,4,0.0,257.0,6-5,UCLA,3/18/1992,9,1.0,Minnesota Vikings / 1st / 9th pick / 2014
11.0,Mekhi Blackmon,24.0,CB,15,3.0,178.0,5-11,"San Mateo,Colorado,USC",3/18/1999,Rook,2.0,Minnesota Vikings / 3rd / 102nd pick / 2023
23.0,Andrew Booth,23.0,CB,17,1.0,194.0,6-0,Clemson,9/28/2000,1,1.0,Minnesota Vikings / 2nd / 42nd pick / 2022
56.0,Garrett Bradbury,28.0,C,14,14.0,300.0,6-3,North Carolina St.,6/20/1995,4,6.0,Minnesota Vikings / 1st / 18th pick / 2019
64.0,Blake Brandel,26.0,T,17,2.0,315.0,6-6,Oregon St.,1/23/1997,2,2.0,Minnesota Vikings / 6th / 203rd pick / 2020
90.0,Jonathan Bullard,30.0,DL,17,14.0,290.0,6-3,Florida,10/22/1993,7,7.0,Chicago Bears / 3rd / 72nd pick / 2016
24.0,Camryn Bynum,25.0,S,17,17.0,200.0,6-0,California,7/19/1998,2,6.0,Minnesota Vikings / 4th / 125th pick / 2021
55.0,Andre Carter II,23.0,OLB,12,0.0,257.0,6-6,Army,6/2/2000,Rook,1.0,
32.0,Ty Chandler,25.0,RB,17,4.0,204.0,5-11,"Tennessee,North Carolina",5/12/1998,1,4.0,Minnesota Vikings / 5th / 169th pick / 2022
6.0,Lewis Cine,24.0,S,7,0.0,199.0,6-2,Georgia,10/5/1999,1,0.0,Minnesota Vikings / 1st / 32nd pick / 2022
72.0,Ezra Cleveland,25.0,LG,6,6.0,312.0,6-6,Boise St.,5/8/1998,3,2.0,Minnesota Vikings / 2nd / 58th pick / 2020
8.0,Kirk Cousins,35.0,QB,8,8.0,205.0,6-3,Michigan St.,8/19/1988,11,7.0,Washington Redskins / 4th / 102nd pick / 2012
71.0,Christian Darrisaw,24.0,T,15,15.0,315.0,6-5,Virginia Tech,6/2/1999,2,7.0,Minnesota Vikings / 1st / 23rd pick / 2021
0.0,Marcus Davenport,27.0,DL,4,3.0,285.0,6-6,Texas-San Antonio,9/4/1996,5,2.0,New Orleans Saints / 1st / 14th pick / 2018
52.0,Sheldon Day,29.0,DL,6,1.0,285.0,6-1,Notre Dame,7/1/1994,7,1.0,Jacksonville Jaguars / 4th / 103rd pick / 2016
42.0,Andrew DePaola,36.0,LS,17,0.0,229.0,6-1,Rutgers,7/28/1987,9,2.0,
15.0,Joshua Dobbs,28.0,QB,5,4.0,220.0,6-3,Tennessee,1/26/1995,5,1.0,Pittsburgh Steelers / 4th / 135th pick / 2017
45.0,Troy Dye,27.0,LB,15,2.0,225.0,6-3,Oregon,9/18/1996,3,2.0,Minnesota Vikings / 4th / 132nd pick / 2020
21.0,Akayleb Evans,24.0,CB,15,15.0,198.0,6-2,"Tulsa,Missouri",6/22/1999,1,5.0,Minnesota Vikings / 4th / 118th pick / 2022
37.0,Myles Gaskin,26.0,RB,2,0.0,199.0,5-9,Washington,2/15/1997,4,0.0,Miami Dolphins / 7th / 234th pick / 2019
16.0,Jaren Hall,25.0,QB,3,2.0,207.0,6-0,BYU,3/24/1998,Rook,1.0,Minnesota Vikings / 5th / 164th pick / 2023
30.0,C.J. Ham,30.0,FB,17,5.0,250.0,5-11,Augustana (SD),7/22/1993,6,0.0,
13.0,N'Keal Harry,26.0,WR,9,0.0,225.0,6-4,Arizona St.,12/17/1997,4,0.0,New England Patriots / 1st / 32nd pick / 2019
58.0,Jordan Hicks,31.0,LB,13,13.0,235.0,6-1,Texas,6/27/1992,8,7.0,Philadelphia Eagles / 3rd / 84th pick / 2015
87.0,T.J. Hockenson,26.0,TE,15,11.0,248.0,6-5,Iowa,7/3/1997,4,7.0,Detroit Lions / 1st / 8th pick / 2019
99.0,Danielle Hunter,29.0,OLB,17,17.0,263.0,6-5,LSU,10/29/1994,8,12.0,Minnesota Vikings / 3rd / 88th pick / 2015
67.0,Ed Ingram,24.0,G,15,15.0,307.0,6-3,LSU,2/11/1999,1,6.0,Minnesota Vikings / 2nd / 59th pick / 2022
81.0,Lucky Jackson,26.0,WR,3,0.0,186.0,6-0,Western Kentucky,7/17/1997,1,0.0,
25.0,Theo Jackson,25.0,S,15,0.0,198.0,6-1,Tennessee,10/2/1998,1,1.0,Tennessee Titans / 6th / 204th pick / 2022
9.0,Trishton Jackson,25.0,WR,7,0.0,200.0,6-1,"Michigan St.,Syracuse",3/9/1998,1,0.0,
18.0,Justin Jefferson,24.0,WR,10,9.0,195.0,6-1,LSU,6/16/1999,3,8.0,Minnesota Vikings / 1st / 22nd pick / 2020
91.0,Patrick Jones II,25.0,OLB,17,4.0,264.0,6-4,Pittsburgh,9/29/1998,2,3.0,Minnesota Vikings / 3rd / 90th pick / 2021
1.0,Greg Joseph,29.0,K,17,0.0,206.0,6-0,Florida Atlantic,8/4/1994,5,2.0,
94.0,Dean Lowry,29.0,DL,9,4.0,296.0,6-6,Northwestern,6/9/1994,7,3.0,Green Bay Packers / 4th / 137th pick / 2016
2.0,Alexander Mattison,25.0,RB,16,13.0,220.0,5-11,Boise St.,6/19/1998,4,5.0,Minnesota Vikings / 3rd / 102nd pick / 2019
44.0,Josh Metellus,25.0,S,17,17.0,207.0,5-11,Michigan,1/21/1998,3,6.0,Minnesota Vikings / 6th / 205th pick / 2020
12.0,Nick Mullens,28.0,QB,5,3.0,210.0,6-0,Southern Miss,3/21/1995,5,4.0,
86.0,Johnny Mundt,29.0,TE,17,0.0,243.0,6-4,Oregon,11/23/1994,6,1.0,
7.0,Byron Murphy,25.0,CB,14,14.0,190.0,5-11,Washington,1/18/1998,4,5.0,Arizona Cardinals / 2nd / 33rd pick / 2019
34.0,Nick Muse,25.0,TE,2,0.0,252.0,6-5,"William & Mary,South Carolina",11/25/1998,1,0.0,Minnesota Vikings / 7th / 227th pick / 2022
83.0,Jalen Nailor,24.0,WR,6,1.0,190.0,5-11,Michigan St.,3/2/1999,1,0.0,Minnesota Vikings / 6th / 191st pick / 2022
26.0,Kene Nwangwu,25.0,RB,9,0.0,210.0,6-1,Iowa St.,2/9/1998,2,0.0,Minnesota Vikings / 4th / 119th pick / 2021
75.0,Brian O'Neill,28.0,T,14,14.0,310.0,6-7,Pittsburgh,9/15/1995,5,7.0,Minnesota Vikings / 2nd / 62nd pick / 2018
84.0,Josh Oliver,26.0,TE,17,14.0,259.0,6-5,San Jose St.,3/21/1997,4,2.0,Jacksonville Jaguars / 3rd / 69th pick / 2019
17.0,K.J. Osborn,26.0,WR,16,12.0,203.0,5-11,"Buffalo,Miami (FL)",6/10/1997,3,4.0,Minnesota Vikings / 5th / 176th pick / 2020
40.0,Ivan Pace,23.0,LB,17,11.0,231.0,5-10,"Miami (OH),Cincinnati",12/16/2000,Rook,6.0,
97.0,Harrison Phillips,27.0,DL,17,17.0,307.0,6-3,Stanford,1/25/1996,5,8.0,Buffalo Bills / 3rd / 96th pick / 2018
19.0,Brandon Powell,28.0,WR,17,2.0,181.0,5-8,Florida,9/12/1995,5,3.0,
76.0,David Quessenberry,33.0,T,16,4.0,306.0,6-5,San Jose St.,8/24/1990,6,3.0,Houston Texans / 6th / 176th pick / 2013
62.0,Chris Reed,31.0,OL,2,0.0,314.0,6-3,Minnesota St.,7/22/1992,7,0.0,
66.0,Dalton Risner,28.0,G,15,11.0,312.0,6-5,Kansas St.,7/13/1995,4,5.0,Denver Broncos / 2nd / 41st pick / 2019
78.0,Jaquelin Roy,23.0,DL,12,1.0,305.0,6-3,LSU,10/22/2000,Rook,1.0,Minnesota Vikings / 5th / 141st pick / 2023
65.0,Austin Schlottmann,28.0,OL,9,3.0,300.0,6-6,TCU,9/18/1995,4,2.0,
22.0,Harrison Smith,34.0,S,17,17.0,211.0,6-2,Notre Dame,2/2/1989,11,5.0,Minnesota Vikings / 1st / 29th pick / 2012
50.0,T.J. Smith,26.0,DL,2,0.0,300.0,6-3,Arkansas,4/19/1997,2,0.0,
11.0,NaJee Thompson,23.0,CB,15,0.0,205.0,5-11,Georgia Southern,7/7/2000,Rook,1.0,
95.0,Khyiris Tonga,27.0,DL,14,2.0,335.0,6-2,BYU,7/7/1996,2,2.0,Chicago Bears / 7th / 250th pick / 2021
74.0,Oli Udoh,26.0,T,2,1.0,320.0,6-6,Elon,2/14/1997,4,0.0,Minnesota Vikings / 6th / 193rd pick / 2019
59.0,Nick Vigil,30.0,LB,8,0.0,239.0,6-2,Utah St.,8/20/1993,7,1.0,Cincinnati Bengals / 3rd / 87th pick / 2016
43.0,Luiji Vilain,25.0,LB,1,0.0,252.0,6-4,"Michigan,Wake Forest",3/10/1998,1,0.0,
20.0,Jay Ward,23.0,S,17,0.0,188.0,6-1,LSU,7/13/2000,Rook,1.0,Minnesota Vikings / 4th / 134th pick / 2023
51.0,Benton Whitley,24.0,LB,1,0.0,255.0,6-4,Holy Cross,2/12/1999,1,0.0,
38.0,Jaylin Williams,23.0,CB,3,0.0,195.0,5-10,Indiana,2/26/2000,Rook,0.0,
29.0,Joejuan Williams,26.0,CB,2,0.0,212.0,6-3,Vanderbilt,12/6/1997,4,0.0,New England Patriots / 2nd / 45th pick / 2019
98.0,D.J. Wonnum,26.0,OLB,15,14.0,258.0,6-5,South Carolina,10/31/1997,3,8.0,Minnesota Vikings / 4th / 117th pick / 2020
14.0,Ryan Wright,23.0,P,17,0.0,245.0,6-3,Tulane,6/1/2000,1,2.0,
,Team Total,26.4,,17,,243.3,6-2.1,,,3.4,,
