No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
25.0,Deonte Banks,22.0,CB,15,15.0,200.0,6-2,Maryland,3/3/2001,Rook,5.0,New York Giants / 1st / 24th pick / 2023
26.0,Saquon Barkley,26.0,RB,14,14.0,233.0,6-0,Penn St.,2/9/1997,5,6.0,New York Giants / 1st / 2nd pick / 2018
45.0,Boogie Basham,26.0,OLB,13,0.0,274.0,6-3,Wake Forest,12/16/1997,2,1.0,Buffalo Bills / 2nd / 61st pick / 2021
43.0,Darrian Beavers,24.0,LB,2,0.0,255.0,6-4,"Connecticut,Cincinnati",7/5/1999,1,0.0,New York Giants / 6th / 182nd pick / 2022
82.0,Daniel Bellinger,23.0,TE,17,13.0,255.0,6-6,San Diego St.,9/22/2000,1,2.0,New York Giants / 4th / 112th pick / 2022
24.0,Dane Belton,23.0,S,17,2.0,190.0,6-1,Iowa,12/7/2000,1,2.0,New York Giants / 4th / 114th pick / 2022
68.0,Ben Bredeson,25.0,G,16,16.0,315.0,6-5,Michigan,2/20/1998,3,5.0,Baltimore Ravens / 4th / 143rd pick / 2020
31.0,Matt Breida,28.0,RB,17,4.0,195.0,5-10,Georgia Southern,2/28/1995,6,1.0,
23.0,Gary Brightwell,24.0,RB,7,0.0,218.0,6-1,Arizona,2/28/1999,2,0.0,New York Giants / 6th / 196th pick / 2021
47.0,Cam Brown,25.0,LB,16,0.0,230.0,6-5,Penn St.,4/1/1998,3,1.0,New York Giants / 6th / 183rd pick / 2020
46.0,Randy Bullock,34.0,K,6,0.0,210.0,5-9,Texas A&M,12/16/1989,10,1.0,Houston Texans / 5th / 161st pick / 2012
83.0,Lawrence Cager,26.0,TE,11,0.0,220.0,6-5,Georgia,8/20/1997,3,0.0,
0.0,Parris Campbell,26.0,WR,12,3.0,208.0,6-0,Ohio St.,7/16/1997,4,1.0,Indianapolis Colts / 2nd / 59th pick / 2019
35.0,Jashaun Corbin,23.0,RB,6,0.0,200.0,5-11,"Texas A&M,Florida St.",8/20/2000,1,0.0,
52.0,Carter Coughlin,26.0,LB,17,0.0,240.0,6-3,Minnesota,7/20/1997,3,1.0,New York Giants / 7th / 218th pick / 2020
21.0,Mason Crosby,39.0,K,3,0.0,207.0,6-1,Colorado,9/3/1984,16,0.0,Green Bay Packers / 6th / 193rd pick / 2007
98.0,D.J. Davidson,24.0,DL,15,2.0,320.0,6-5,Arizona St.,12/16/1999,1,2.0,New York Giants / 5th / 147th pick / 2022
15.0,Tommy DeVito,25.0,QB,9,6.0,210.0,6-2,"Syracuse,Illinois",8/7/1998,Rook,4.0,
75.0,Joshua Ezeudu,24.0,OL,6,5.0,310.0,6-4,North Carolina,9/19/1999,1,2.0,New York Giants / 3rd / 67th pick / 2022
28.0,Cordale Flott,22.0,CB,14,7.0,175.0,6-2,LSU,8/24/2001,1,3.0,New York Giants / 3rd / 81st pick / 2022
49.0,Tomon Fox,25.0,OLB,1,0.0,245.0,6-2,North Carolina,3/16/1998,1,0.0,
9.0,Graham Gano,36.0,K,8,0.0,202.0,6-2,Florida St.,4/9/1987,14,0.0,
6.0,Jamie Gillan,26.0,P,17,0.0,207.0,6-1,Ark-Pine Bluff,7/4/1997,4,2.0,
64.0,Mark Glowinski,31.0,RG,13,6.0,310.0,6-4,"Lackawanna,West Virginia",5/3/1992,8,2.0,Seattle Seahawks / 4th / 134th pick / 2015
20.0,Eric Gray,24.0,RB,13,0.0,211.0,5-10,"Tennessee,Oklahoma",11/4/1999,Rook,0.0,New York Giants / 5th / 172nd pick / 2023
65.0,Sean Harlow,28.0,OL,7,0.0,284.0,6-4,Oregon St.,3/28/1995,4,0.0,Atlanta Falcons / 4th / 136th pick / 2017
37.0,Tre Hawkins,23.0,CB,17,3.0,195.0,6-3,"Trinity Valley CC (TX),Old Dominion",8/1/2000,Rook,2.0,New York Giants / 6th / 209th pick / 2023
18.0,Isaiah Hodgins,25.0,WR,17,9.0,200.0,6-3,Oregon St.,10/21/1998,2,2.0,Buffalo Bills / 6th / 207th pick / 2020
48.0,Justin Hollins,27.0,LB,1,0.0,248.0,6-5,Oregon,1/15/1996,4,0.0,Denver Broncos / 5th / 156th pick / 2019
30.0,Darnay Holmes,25.0,CB,16,0.0,198.0,5-10,UCLA,6/23/1998,3,1.0,New York Giants / 4th / 110th pick / 2020
96.0,Timmy Horne,26.0,DL,1,0.0,323.0,6-4,"Charlotte,Kansas St.",10/25/1997,1,0.0,
13.0,Jalin Hyatt,22.0,WR,17,7.0,185.0,6-0,Tennessee,9/25/2001,Rook,3.0,New York Giants / 3rd / 73rd pick / 2023
22.0,Adoree' Jackson,28.0,CB,14,14.0,185.0,5-11,USC,9/18/1995,6,5.0,Tennessee Titans / 1st / 18th pick / 2017
34.0,Deon Jackson,24.0,RB,1,0.0,218.0,6-0,Duke,2/18/1999,2,0.0,
84.0,Tyree Jackson,26.0,TE,2,1.0,249.0,6-7,Buffalo,11/7/1997,2,0.0,
8.0,Daniel Jones,26.0,QB,6,6.0,230.0,6-5,Duke,5/27/1997,4,0.0,New York Giants / 1st / 6th pick / 2019
36.0,Taiwan Jones,35.0,RB,2,0.0,195.0,6-0,Eastern Washington,7/26/1988,12,0.0,Oakland Raiders / 4th / 125th pick / 2011
59.0,Casey Kreiter,33.0,LS,17,0.0,250.0,6-1,Iowa,8/13/1990,7,1.0,
97.0,Dexter Lawrence,26.0,DL,16,16.0,340.0,6-4,Clemson,11/12/1997,4,13.0,New York Giants / 1st / 17th pick / 2019
66.0,Shane Lemieux,26.0,G,4,1.0,310.0,6-4,Oregon,5/12/1997,3,0.0,New York Giants / 5th / 150th pick / 2020
62.0,Jalen Mayfield,23.0,G,3,0.0,319.0,6-5,Michigan,5/23/2000,2,0.0,Atlanta Falcons / 3rd / 68th pick / 2021
21.0,Bobby McCain,30.0,S,10,0.0,196.0,5-9,Memphis,8/18/1993,8,0.0,Miami Dolphins / 5th / 145th pick / 2015
44.0,Nick McCloud,25.0,CB,17,3.0,191.0,6-1,"North Carolina St.,Notre Dame",7/9/1998,2,2.0,
41.0,Micah McFadden,23.0,LB,16,14.0,232.0,6-2,Indiana,1/3/2000,1,8.0,New York Giants / 5th / 146th pick / 2022
60.0,Marcus McKethan,24.0,OL,16,5.0,335.0,6-7,North Carolina,5/19/1999,1,2.0,New York Giants / 5th / 173rd pick / 2022
29.0,Xavier McKinney,25.0,FS,17,17.0,201.0,6-0,Alabama,8/8/1998,3,6.0,New York Giants / 2nd / 36th pick / 2020
73.0,Evan Neal,23.0,T,7,7.0,340.0,6-7,Alabama,9/19/2000,1,2.0,New York Giants / 1st / 7th pick / 2022
93.0,Rakeem Nunez-Roches,30.0,DL,16,4.0,305.0,6-2,Southern Miss,7/3/1993,8,3.0,Kansas City Chiefs / 6th / 217th pick / 2015
