No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
37.0,Andrew Adams,31.0,S,3,0.0,205.0,5-11,Connecticut,10/28/1992,7,0.0,
15.0,Nelson Agholor,30.0,WR,17,3.0,200.0,6-0,USC,5/24/1993,8,4.0,Philadelphia Eagles / 1st / 20th pick / 2015
89.0,Mark Andrews,28.0,TE,10,9.0,250.0,6-5,Oklahoma,9/6/1995,5,6.0,Baltimore Ravens / 3rd / 86th pick / 2018
5.0,Jalyn Armour-Davis,24.0,CB,8,0.0,200.0,6-1,Alabama,9/3/1999,1,0.0,Baltimore Ravens / 4th / 119th pick / 2022
7.0,Rashod Bateman,24.0,WR,16,12.0,193.0,6-1,Minnesota,11/29/1999,2,4.0,Baltimore Ravens / 1st / 27th pick / 2021
3.0,Odell Beckham Jr.,31.0,WR,14,6.0,200.0,5-11,LSU,11/5/1992,9,6.0,New York Giants / 1st / 12th pick / 2014
83.0,Dan Chisena,26.0,WR,0,0.0,203.0,6-3,Penn St.,2/25/1997,3,0.0,
66.0,Ben Cleveland,25.0,G,16,2.0,355.0,6-6,Georgia,8/25/1998,2,2.0,Baltimore Ravens / 3rd / 94th pick / 2021
24.0,Jadeveon Clowney,30.0,OLB,17,15.0,266.0,6-5,South Carolina,2/14/1993,9,8.0,Houston Texans / 1st / 1st pick / 2014
31.0,Dalvin Cook,28.0,RB,0,0.0,210.0,5-10,Florida St.,8/10/1995,6,0.0,Minnesota Vikings / 2nd / 41st pick / 2017
12.0,Malik Cunningham,25.0,QB,1,0.0,190.0,6-1,Louisville,10/6/1998,Rook,0.0,
28.0,Ronald Darby,29.0,LCB,16,7.0,193.0,5-11,Florida St.,1/2/1994,8,3.0,Buffalo Bills / 2nd / 50th pick / 2015
27.0,J.K. Dobbins,25.0,RB,1,1.0,212.0,5-10,Ohio St.,12/17/1998,3,0.0,Baltimore Ravens / 2nd / 55th pick / 2020
37.0,Kenyan Drake,29.0,RB,2,0.0,216.0,6-1,Alabama,1/26/1994,7,0.0,Miami Dolphins / 3rd / 73rd pick / 2016
