No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
5.0,Bryan Anger,35.0,P,17,0.0,202.0,6-3,California,10/6/1988,11,2.0,Jacksonville Jaguars / 3rd / 70th pick / 2012
92.0,Dorance Armstrong Jr.,26.0,DE,17,1.0,255.0,6-4,Kansas,6/10/1997,5,2.0,Dallas Cowboys / 4th / 116th pick / 2018
17.0,Brandon Aubrey,28.0,K,17,0.0,218.0,6-3,Notre Dame,3/14/1995,1,5.0,
66.0,T.J. Bass,24.0,G,17,2.0,325.0,6-4,"Butte JC (CA),Oregon",3/31/1999,Rook,2.0,
14.0,Markquese Bell,24.0,S,17,8.0,205.0,6-3,Florida A&M,1/6/1999,1,2.0,
63.0,Tyler Biadasz,26.0,C,16,16.0,318.0,6-4,Wisconsin,11/20/1997,3,8.0,Dallas Cowboys / 4th / 146th pick / 2020
26.0,DaRon Bland,24.0,CB,17,15.0,197.0,6-0,"Sacramento St.,Fresno St.",7/12/1999,1,13.0,Dallas Cowboys / 5th / 167th pick / 2022
83.0,Jalen Brooks,23.0,WR,7,0.0,205.0,6-2,South Carolina,5/7/2000,Rook,1.0,Dallas Cowboys / 7th / 244th pick / 2023
33.0,Damone Clark,23.0,LB,17,17.0,240.0,6-3,LSU,6/28/2000,1,8.0,Dallas Cowboys / 5th / 176th pick / 2022
3.0,Brandin Cooks,30.0,WR,16,15.0,193.0,5-10,Oregon St.,9/25/1993,9,8.0,New Orleans Saints / 1st / 20th pick / 2014
98.0,Carl Davis,31.0,NT,3,0.0,320.0,6-5,Iowa,3/2/1992,8,0.0,Baltimore Ravens / 3rd / 90th pick / 2015
34.0,Malik Davis,25.0,RB,3,0.0,202.0,5-11,Florida,11/26/1998,1,0.0,
7.0,Trevon Diggs,25.0,CB,2,2.0,195.0,6-2,Alabama,9/20/1998,3,1.0,Dallas Cowboys / 2nd / 51st pick / 2020
23.0,Rico Dowdle,25.0,RB,16,0.0,215.0,5-11,South Carolina,6/14/1998,3,4.0,
71.0,Chuma Edoga,26.0,G,17,6.0,315.0,6-4,USC,5/25/1997,4,4.0,New York Jets / 3rd / 92nd pick / 2019
32.0,Rashaan Evans,28.0,LB,9,1.0,232.0,6-2,Alabama,11/8/1995,5,1.0,Tennessee Titans / 1st / 22nd pick / 2018
48.0,Princeton Fant,24.0,TE,2,0.0,235.0,6-2,Tennessee,3/11/1999,Rook,0.0,
87.0,Jake Ferguson,24.0,TE,17,16.0,244.0,6-5,Wisconsin,1/18/1999,1,9.0,Dallas Cowboys / 4th / 129th pick / 2022
56.0,Dante Fowler,29.0,DE,17,0.0,261.0,6-3,Florida,8/3/1994,7,2.0,Jacksonville Jaguars / 1st / 3rd pick / 2015
96.0,Neville Gallimore,26.0,DT,17,0.0,307.0,6-2,Oklahoma,1/17/1997,3,1.0,Dallas Cowboys / 3rd / 82nd pick / 2020
13.0,Michael Gallup,27.0,WR,17,13.0,205.0,6-1,Colorado St.,3/4/1996,5,5.0,Dallas Cowboys / 3rd / 81st pick / 2018
21.0,Stephon Gilmore,33.0,CB,17,17.0,190.0,6-0,South Carolina,9/19/1990,11,4.0,Buffalo Bills / 1st / 10th pick / 2012
99.0,Chauncey Golston,25.0,DE,17,3.0,277.0,6-5,Iowa,2/10/1998,2,3.0,Dallas Cowboys / 3rd / 84th pick / 2021
29.0,C.J. Goodwin,33.0,CB,5,0.0,190.0,6-3,California (PA),2/4/1990,7,0.0,
95.0,Johnathan Hankins,31.0,DT,14,14.0,335.0,6-3,Ohio St.,3/30/1992,10,7.0,New York Giants / 2nd / 49th pick / 2013
,Sean Harlow,28.0,C,1,0.0,284.0,6-4,Oregon St.,3/28/1995,4,0.0,Atlanta Falcons / 4th / 136th pick / 2017
50.0,Devin Harper,25.0,LB,3,0.0,234.0,6-0,Oklahoma St.,5/13/1998,1,0.0,Dallas Cowboys / 6th / 193rd pick / 2022
89.0,Peyton Hendershot,24.0,TE,8,1.0,254.0,6-4,Indiana,4/23/1999,1,0.0,
67.0,Brock Hoffman,24.0,C,17,2.0,302.0,6-4,"Coastal Carolina,Virginia Tech",7/2/1999,1,2.0,
28.0,Malik Hooker,27.0,S,16,15.0,212.0,6-2,Ohio St.,4/2/1996,6,4.0,Indianapolis Colts / 1st / 15th pick / 2017
19.0,Noah Igbinoghene,24.0,CB,5,0.0,197.0,5-11,Auburn,11/27/1999,3,0.0,Miami Dolphins / 1st / 30th pick / 2020
46.0,Malik Jefferson,27.0,LB,3,0.0,241.0,6-2,Texas,11/15/1996,5,0.0,Cincinnati Bengals / 3rd / 78th pick / 2018
57.0,Buddy Johnson,24.0,LB,2,0.0,240.0,6-2,Texas A&M,2/27/1999,2,0.0,Pittsburgh Steelers / 4th / 140th pick / 2021
1.0,Jayron Kearse,29.0,S,16,13.0,215.0,6-4,Clemson,2/11/1994,7,3.0,Minnesota Vikings / 7th / 244th pick / 2016
88.0,CeeDee Lamb,24.0,WR,17,17.0,200.0,6-2,Oklahoma,4/8/1999,3,20.0,Dallas Cowboys / 1st / 17th pick / 2020
90.0,DeMarcus Lawrence,31.0,DE,17,17.0,254.0,6-3,"Butler (KS),Boise St.",4/28/1992,9,11.0,Dallas Cowboys / 2nd / 34th pick / 2014
2.0,Jourdan Lewis,28.0,CB,16,8.0,190.0,5-10,Michigan,8/31/1995,6,3.0,Dallas Cowboys / 3rd / 92nd pick / 2017
40.0,Hunter Luepke,23.0,RB,17,0.0,238.0,6-1,North Dakota St.,2/28/2000,Rook,0.0,
70.0,Zack Martin,33.0,G,15,15.0,315.0,6-4,Notre Dame,11/20/1990,9,14.0,Dallas Cowboys / 1st / 16th pick / 2014
84.0,Sean McKeon,26.0,TE,9,0.0,255.0,6-5,Michigan,12/28/1997,3,0.0,
24.0,Israel Mukuamu,24.0,S,14,0.0,205.0,6-4,South Carolina,11/28/1999,2,1.0,Dallas Cowboys / 6th / 227th pick / 2021
97.0,Osa Odighizuwa,25.0,DT,17,17.0,280.0,6-2,UCLA,8/13/1998,2,8.0,Dallas Cowboys / 3rd / 75th pick / 2021
11.0,Micah Parsons,24.0,LB,17,17.0,245.0,6-3,Penn St.,5/26/1999,2,15.0,Dallas Cowboys / 1st / 12th pick / 2021
20.0,Tony Pollard,26.0,RB,17,17.0,209.0,6-0,Memphis,4/30/1997,4,11.0,Dallas Cowboys / 4th / 128th pick / 2019
4.0,Dak Prescott,30.0,QB,17,17.0,238.0,6-2,Mississippi St.,7/29/1993,7,19.0,Dallas Cowboys / 4th / 135th pick / 2016
36.0,Sheldrick Redwine,27.0,DB,1,0.0,196.0,6-0,Miami (FL),11/6/1996,4,0.0,Cleveland Browns / 4th / 119th pick / 2019
76.0,Asim Richards,23.0,OL,8,0.0,307.0,6-4,North Carolina,10/2/2000,Rook,1.0,Dallas Cowboys / 5th / 169th pick / 2023
10.0,Cooper Rush,30.0,QB,7,0.0,225.0,6-3,Central Michigan,11/21/1993,6,0.0,
47.0,Eric Saubert,29.0,TE,1,0.0,253.0,6-5,Drake,5/1/1994,6,0.0,Atlanta Falcons / 5th / 174th pick / 2017
86.0,Luke Schoonmaker,25.0,TE,17,0.0,250.0,6-5,Michigan,9/28/1998,Rook,1.0,Dallas Cowboys / 2nd / 58th pick / 2023
44.0,Trent Sieg,28.0,LS,17,0.0,240.0,6-3,Colorado St.,5/19/1995,5,1.0,
58.0,Mazi Smith,22.0,DT,17,3.0,337.0,6-3,Michigan,6/16/2001,Rook,2.0,Dallas Cowboys / 1st / 26th pick / 2023
73.0,Tyler Smith,22.0,OL,14,14.0,332.0,6-6,Tulsa,4/3/2001,1,11.0,Dallas Cowboys / 1st / 24th pick / 2022
77.0,Tyron Smith,33.0,T,13,13.0,320.0,6-5,USC,12/12/1990,12,12.0,Dallas Cowboys / 1st / 9th pick / 2011
78.0,Terence Steele,26.0,T,17,17.0,310.0,6-6,Texas Tech,6/4/1997,3,10.0,
30.0,Juanyeh Thomas,23.0,S,16,1.0,217.0,6-3,Georgia Tech,6/24/2000,1,1.0,
18.0,Jalen Tolbert,24.0,WR,17,6.0,195.0,6-1,South Alabama,2/27/1999,1,3.0,Dallas Cowboys / 3rd / 88th pick / 2022
9.0,KaVontae Turpin,27.0,WR,16,0.0,153.0,5-9,TCU,8/2/1996,1,2.0,
55.0,Leighton Vander Esch,26.0,LB,5,5.0,256.0,6-4,Boise St.,2/9/1997,5,3.0,Dallas Cowboys / 1st / 19th pick / 2018
42.0,Deuce Vaughn,22.0,RB,7,0.0,176.0,5-6,Kansas St.,11/2/2001,Rook,1.0,Dallas Cowboys / 6th / 212th pick / 2023
79.0,Matt Waletzko,24.0,T,1,0.0,305.0,6-6,North Dakota,12/15/1999,1,0.0,Dallas Cowboys / 5th / 155th pick / 2022
91.0,Tyrus Wheat,24.0,DE,12,0.0,260.0,6-2,"Copiah-Lincoln CC,Mississippi St.",12/8/1999,Rook,1.0,
54.0,Sam Williams,24.0,DE,17,0.0,261.0,6-4,"Northeast Mississippi CC,Mississippi",3/31/1999,1,2.0,Dallas Cowboys / 2nd / 56th pick / 2022
6.0,Donovan Wilson,28.0,S,15,13.0,204.0,6-0,Texas A&M,2/21/1995,4,4.0,Dallas Cowboys / 6th / 213th pick / 2019
25.0,Nahshon Wright,25.0,CB,12,0.0,199.0,6-4,"Laney,Oregon St.",9/23/1998,2,0.0,Dallas Cowboys / 3rd / 99th pick / 2021
,Team Total,26.4,,17,,244.4,6-2.5,,,3.5,,
