No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
82.0,Devon Allen,29.0,WR,2,0.0,190.0,6-1,Oregon,12/12/1994,1,0.0,
96.0,Derek Barnett,27.0,DE,8,0.0,259.0,6-3,Tennessee,6/25/1996,6,0.0,Philadelphia Eagles / 1st / 14th pick / 2017
32.0,Reed Blankenship,24.0,S,15,15.0,203.0,6-1,Middle Tenn. St.,3/2/1999,1,4.0,
24.0,James Bradberry,30.0,CB,16,16.0,210.0,6-1,"Arkansas St.,Samford",8/4/1993,7,4.0,Carolina Panthers / 2nd / 62nd pick / 2016
11.0,A.J. Brown,26.0,WR,17,17.0,226.0,6-1,Mississippi,6/30/1997,4,15.0,Tennessee Titans / 2nd / 51st pick / 2019
21.0,Sydney Brown,23.0,S,14,6.0,211.0,5-10,Illinois,3/21/2000,Rook,2.0,Philadelphia Eagles / 3rd / 66th pick / 2023
31.0,Kevin Byard,30.0,SS,10,10.0,218.0,5-11,Middle Tenn. St.,8/17/1993,7,3.0,Tennessee Titans / 3rd / 64th pick / 2016
81.0,Grant Calcaterra,25.0,TE,15,1.0,240.0,6-4,"Oklahoma,SMU",12/4/1998,1,0.0,Philadelphia Eagles / 6th / 198th pick / 2022
98.0,Jalen Carter,22.0,DT,16,1.0,314.0,6-3,Georgia,4/4/2001,Rook,2.0,Philadelphia Eagles / 1st / 9th pick / 2023
18.0,Britain Covey,26.0,WR,16,0.0,173.0,5-8,Utah,3/18/1997,1,0.0,
91.0,Fletcher Cox,33.0,LDT,15,15.0,310.0,6-4,Mississippi St.,12/13/1990,11,6.0,Philadelphia Eagles / 1st / 12th pick / 2012
52.0,Zach Cunningham,29.0,LB,13,10.0,230.0,6-3,Vanderbilt,12/12/1994,6,4.0,Houston Texans / 2nd / 57th pick / 2017
90.0,Jordan Davis,23.0,DT,17,17.0,336.0,6-6,Georgia,1/12/2000,1,6.0,Philadelphia Eagles / 1st / 13th pick / 2022
17.0,Nakobe Dean,23.0,LB,5,4.0,231.0,5-11,Georgia,12/13/2000,1,1.0,Philadelphia Eagles / 3rd / 83rd pick / 2022
69.0,Landon Dickerson,25.0,G,16,16.0,332.0,6-6,"Florida St.,Alabama",9/30/1998,2,8.0,Philadelphia Eagles / 2nd / 37th pick / 2021
63.0,Jack Driscoll,26.0,T,17,1.0,312.0,6-5,"Massachusetts,Auburn",4/1/1997,3,2.0,Philadelphia Eagles / 4th / 145th pick / 2020
26.0,Terrell Edmunds,26.0,S,7,3.0,217.0,6-1,Virginia Tech,1/20/1997,5,1.0,Pittsburgh Steelers / 1st / 28th pick / 2018
4.0,Jake Elliott,28.0,K,17,0.0,167.0,5-9,Memphis,1/21/1995,6,5.0,Cincinnati Bengals / 5th / 153rd pick / 2017
53.0,Christian Elliss,24.0,LB,12,1.0,231.0,6-2,Idaho,1/2/1999,2,1.0,
30.0,Justin Evans,28.0,S,4,4.0,199.0,6-0,"Mississippi Gulf Coast CC,Texas A&M",8/26/1995,6,1.0,Tampa Bay Buccaneers / 2nd / 50th pick / 2017
14.0,Kenneth Gainwell,24.0,RB,16,2.0,200.0,5-9,Memphis,3/14/1999,2,5.0,Philadelphia Eagles / 5th / 150th pick / 2021
43.0,Mekhi Garner,23.0,CB,3,0.0,212.0,6-2,"Navarro,Louisiana,LSU",1/11/2000,Rook,0.0,
88.0,Dallas Goedert,28.0,TE,14,14.0,256.0,6-5,South Dakota St.,1/3/1995,5,6.0,Philadelphia Eagles / 2nd / 49th pick / 2018
31.0,Mario Goodrich,23.0,CB,4,1.0,186.0,6-0,Clemson,1/12/2000,1,0.0,
55.0,Brandon Graham,35.0,DE,17,0.0,265.0,6-2,Michigan,4/3/1988,13,1.0,Philadelphia Eagles / 1st / 13th pick / 2010
1.0,Jalen Hurts,25.0,QB,17,17.0,223.0,6-1,"Alabama,Oklahoma",8/7/1998,3,18.0,Philadelphia Eagles / 2nd / 53rd pick / 2020
28.0,Josh Jobe,25.0,CB,17,3.0,190.0,5-11,Alabama,4/9/1998,1,1.0,
74.0,Fred Johnson,26.0,T,17,0.0,326.0,6-7,Florida,6/5/1997,4,1.0,
65.0,Lane Johnson,33.0,T,16,16.0,325.0,6-6,"Kilgore College,Oklahoma",5/8/1990,10,13.0,Philadelphia Eagles / 1st / 4th pick / 2013
48.0,Patrick Johnson,25.0,LB,15,0.0,248.0,6-2,Tulane,1/10/1998,2,1.0,Philadelphia Eagles / 7th / 234th pick / 2021
80.0,Julio Jones,34.0,WR,11,4.0,220.0,6-3,Alabama,2/3/1989,12,1.0,Atlanta Falcons / 1st / 6th pick / 2011
51.0,Cam Jurgens,24.0,OL,11,11.0,303.0,6-3,Nebraska,8/21/1999,1,4.0,Philadelphia Eagles / 2nd / 51st pick / 2022
62.0,Jason Kelce,36.0,C,17,17.0,295.0,6-3,Cincinnati,11/5/1987,12,13.0,Philadelphia Eagles / 6th / 191st pick / 2011
50.0,Shaquille Leonard,28.0,LB,5,3.0,230.0,6-2,South Carolina St.,7/27/1995,5,1.0,Indianapolis Colts / 2nd / 36th pick / 2018
45.0,Rick Lovato,31.0,LS,17,0.0,249.0,6-2,Old Dominion,9/9/1992,8,1.0,
29.0,Avonte Maddox,27.0,CB,4,2.0,191.0,5-9,Pittsburgh,3/31/1996,5,1.0,Philadelphia Eagles / 4th / 125th pick / 2018
68.0,Jordan Mailata,26.0,T,17,17.0,365.0,6-8,,3/31/1997,3,8.0,Philadelphia Eagles / 7th / 233rd pick / 2018
10.0,Braden Mann,26.0,P,15,0.0,198.0,5-11,Texas A&M,11/24/1997,3,2.0,New York Jets / 6th / 191st pick / 2020
8.0,Marcus Mariota,30.0,QB,3,0.0,222.0,6-4,Oregon,10/30/1993,8,1.0,Tennessee Titans / 1st / 2nd pick / 2015
36.0,Tristin McCollum,24.0,DB,3,0.0,195.0,6-3,Sam Houston St.,5/3/1999,1,0.0,
41.0,Nicholas Morrow,28.0,LB,15,12.0,216.0,6-0,Greenville,7/10/1995,6,5.0,
72.0,Moro Ojomo,22.0,DT,8,0.0,292.0,6-3,Texas,8/15/2001,Rook,0.0,Philadelphia Eagles / 7th / 249th pick / 2023
85.0,Albert Okwuegbunam,25.0,TE,4,0.0,258.0,6-5,Missouri,4/25/1998,3,0.0,Denver Broncos / 4th / 118th pick / 2020
78.0,Sua Opeta,27.0,G,13,6.0,305.0,6-4,Weber St.,8/15/1996,3,3.0,
23.0,Rashaad Penny,27.0,RB,3,0.0,220.0,5-11,San Diego St.,2/2/1996,5,0.0,Seattle Seahawks / 1st / 27th pick / 2018
7.0,Haason Reddick,29.0,OLB,17,17.0,240.0,6-1,Temple,9/22/1994,6,8.0,Arizona Cardinals / 1st / 13th pick / 2017
39.0,Eli Ricks,22.0,CB,16,0.0,188.0,6-2,"LSU,Alabama",9/26/2001,Rook,1.0,
22.0,Kelee Ringo,21.0,CB,17,4.0,207.0,6-2,Georgia,6/27/2002,Rook,2.0,Philadelphia Eagles / 4th / 105th pick / 2023
33.0,Bradley Roby,31.0,CB,9,2.0,194.0,5-11,Ohio St.,5/1/1992,9,1.0,Denver Broncos / 1st / 31st pick / 2014
35.0,Boston Scott,28.0,RB,15,0.0,204.0,5-6,Louisiana Tech,4/27/1995,5,1.0,New Orleans Saints / 6th / 201st pick / 2018
34.0,Josiah Scott,24.0,DB,4,0.0,185.0,5-9,Michigan St.,4/5/1999,3,0.0,Jacksonville Jaguars / 4th / 137th pick / 2020
10.0,Arryn Siposs,31.0,P,2,0.0,212.0,6-2,Auburn,11/25/1992,2,0.0,
2.0,Darius Slay,32.0,CB,12,12.0,192.0,6-0,Mississippi St.,1/1/1991,10,6.0,Detroit Lions / 2nd / 36th pick / 2013
47.0,Brandon Smith,22.0,LB,2,0.0,241.0,6-3,Penn St.,4/12/2001,1,0.0,Carolina Panthers / 4th / 120th pick / 2022
6.0,DeVonta Smith,25.0,WR,16,16.0,170.0,6-0,Alabama,11/14/1998,2,11.0,Philadelphia Eagles / 1st / 10th pick / 2021
3.0,Nolan Smith,22.0,LB,17,0.0,238.0,6-2,Georgia,1/18/2001,Rook,1.0,Philadelphia Eagles / 1st / 30th pick / 2023
56.0,Tyler Steen,23.0,T,11,1.0,321.0,6-6,"Vanderbilt,Alabama",6/24/2000,Rook,1.0,Philadelphia Eagles / 3rd / 65th pick / 2023
89.0,Jack Stoll,25.0,TE,17,10.0,247.0,6-4,Nebraska,1/28/1998,2,0.0,
97.0,Kentavius Street,27.0,DT,8,1.0,315.0,6-2,North Carolina St.,5/8/1996,4,1.0,San Francisco 49ers / 4th / 128th pick / 2018
94.0,Josh Sweat,26.0,DE,17,17.0,265.0,6-5,Florida St.,3/29/1997,5,6.0,Philadelphia Eagles / 4th / 130th pick / 2018
0.0,D'Andre Swift,24.0,RB,16,15.0,204.0,5-8,Georgia,1/14/1999,3,10.0,Detroit Lions / 2nd / 35th pick / 2020
83.0,Noah Togiai,26.0,TE,1,0.0,244.0,6-4,Oregon St.,7/6/1997,3,0.0,
95.0,Marlon Tuipulotu,24.0,DT,14,0.0,307.0,6-2,USC,5/31/1999,2,1.0,Philadelphia Eagles / 6th / 189th pick / 2021
57.0,Ben VanSumeren,23.0,LB,9,1.0,231.0,6-2,"Michigan,Michigan St.",5/5/2000,Rook,1.0,
16.0,Quez Watkins,25.0,WR,9,5.0,193.0,6-0,Southern Miss,6/9/1998,3,1.0,Philadelphia Eagles / 6th / 200th pick / 2020
93.0,Milton Williams,24.0,DT,16,10.0,290.0,6-3,Louisiana Tech,4/6/1999,2,4.0,Philadelphia Eagles / 3rd / 73rd pick / 2021
13.0,Olamide Zaccheaus,26.0,WR,17,1.0,199.0,5-8,Virginia,7/23/1997,4,2.0,
,Team Total,26.4,,17,,240.1,6-1.6,,,3.7,,
