No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
92.0,Tyson Alualu,36.0,DL,2,1.0,304.0,6-3,California,5/12/1987,13,0.0,Jacksonville Jaguars / 1st / 10th pick / 2010
34.0,Alex Anzalone,29.0,LB,16,16.0,234.0,6-3,Florida,9/22/1994,6,6.0,New Orleans Saints / 3rd / 76th pick / 2017
74.0,Kayode Awosika,25.0,G,15,3.0,322.0,6-3,Buffalo,10/27/1998,2,2.0,
17.0,Michael Badgley,28.0,K,4,0.0,188.0,5-10,Miami (FL),7/28/1995,5,1.0,
55.0,Derrick Barnes,24.0,LB,16,13.0,240.0,6-0,Purdue,5/29/1999,2,5.0,Detroit Lions / 4th / 113th pick / 2021
90.0,Quinton Bohanna,24.0,DT,3,2.0,355.0,6-4,Kentucky,3/16/1999,2,1.0,Dallas Cowboys / 6th / 192nd pick / 2021
32.0,Brian Branch,22.0,DB,15,9.0,203.0,6-0,Alabama,10/22/2001,Rook,4.0,Detroit Lions / 2nd / 45th pick / 2023
10.0,Teddy Bridgewater,31.0,QB,1,0.0,210.0,6-2,Louisville,11/10/1992,9,0.0,Minnesota Vikings / 1st / 32nd pick / 2014
96.0,Isaiah Buggs,27.0,DT,10,3.0,335.0,6-3,"Mississippi Gulf Coast CC,Alabama",8/24/1996,4,2.0,Pittsburgh Steelers / 6th / 192nd pick / 2019
45.0,Jason Cabinda,27.0,FB,4,0.0,235.0,6-1,Penn St.,3/17/1996,5,0.0,
46.0,Jack Campbell,23.0,LB,17,12.0,246.0,6-5,Iowa,8/22/2000,Rook,5.0,Detroit Lions / 1st / 18th pick / 2023
79.0,John Cominsky,28.0,DL,16,11.0,285.0,6-5,Charleston (WV),11/22/1995,4,4.0,Atlanta Falcons / 4th / 135th pick / 2019
47.0,Scott Daly,29.0,LS,8,0.0,245.0,6-2,Notre Dame,2/7/1994,2,1.0,
86.0,Darrell Daniels,29.0,TE,3,0.0,256.0,6-3,Washington,11/22/1994,6,0.0,
68.0,Taylor Decker,30.0,T,15,15.0,324.0,6-7,Ohio St.,8/23/1993,7,8.0,Detroit Lions / 1st / 16th pick / 2016
30.0,Khalil Dorsey,25.0,CB,13,2.0,188.0,5-8,Northern Arizona,3/31/1998,3,1.0,
83.0,Dylan Drummond,23.0,WR,1,0.0,190.0,6-0,Eastern Michigan,1/17/2000,Rook,0.0,
86.0,Anthony Firkser,28.0,TE,2,0.0,241.0,6-2,Harvard,2/19/1995,5,0.0,
3.0,Jack Fox,27.0,P,17,0.0,218.0,6-2,Rice,9/1/1996,3,1.0,
76.0,Connor Galvin,23.0,OL,1,0.0,300.0,6-7,Baylor,3/11/2000,Rook,0.0,
2.0,C.J. Gardner-Johnson,26.0,DB,3,2.0,208.0,5-11,Florida,12/20/1997,4,1.0,New Orleans Saints / 4th / 105th pick / 2019
26.0,Jahmyr Gibbs,21.0,RB,15,3.0,202.0,5-9,"Georgia Tech,Alabama",3/20/2002,Rook,10.0,Detroit Lions / 1st / 12th pick / 2023
24.0,Steven Gilmore,24.0,CB,3,0.0,174.0,6-0,Marshall,9/17/1999,Rook,0.0,
