No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
76.0,Calvin Anderson,27.0,OL,5,2.0,300.0,6-5,"Rice,Texas",3/25/1996,3,1.0,
60.0,David Andrews,31.0,C,17,17.0,300.0,6-2,Georgia,7/10/1992,8,5.0,
67.0,Jake Andrews,24.0,C,16,1.0,308.0,6-3,Troy,11/11/1999,Rook,1.0,New England Patriots / 4th / 107th pick / 2023
28.0,Alex Austin,22.0,CB,5,1.0,191.0,6-1,Oregon St.,5/22/2001,Rook,1.0,Buffalo Bills / 7th / 252nd pick / 2023
17.0,Bryce Baringer,24.0,P,17,0.0,215.0,6-2,Michigan St.,4/26/1999,Rook,3.0,New England Patriots / 6th / 192nd pick / 2023
90.0,Christian Barmore,24.0,DL,17,6.0,315.0,6-5,Alabama,7/28/1999,2,5.0,New England Patriots / 2nd / 38th pick / 2021
8.0,Ja'Whaun Bentley,27.0,LB,16,16.0,250.0,6-2,Purdue,8/24/1996,5,9.0,New England Patriots / 5th / 143rd pick / 2018
24.0,Joshuah Bledsoe,25.0,S,1,0.0,207.0,5-11,Missouri,12/30/1998,1,0.0,New England Patriots / 6th / 188th pick / 2021
45.0,Chris Board,28.0,LB,17,0.0,229.0,6-2,North Dakota St.,7/23/1995,5,2.0,
84.0,Kendrick Bourne,28.0,WR,8,5.0,205.0,6-1,Eastern Washington,8/4/1995,6,3.0,
80.0,Kayshon Boutte,21.0,WR,5,0.0,197.0,5-11,LSU,5/7/2002,Rook,0.0,New England Patriots / 6th / 187th pick / 2023
86.0,Pharaoh Brown,29.0,TE,17,11.0,260.0,6-5,Oregon,5/4/1994,6,1.0,
77.0,Trent Brown,30.0,OL,11,8.0,380.0,6-8,"Georgia Military,Florida",4/13/1993,8,2.0,San Francisco 49ers / 7th / 244th pick / 2015
27.0,Myles Bryant,25.0,DB,17,9.0,192.0,5-9,Washington,1/2/1998,3,4.0,
49.0,Joe Cardona,31.0,LS,17,0.0,241.0,6-2,Navy,4/16/1992,8,1.0,New England Patriots / 5th / 166th pick / 2015
16.0,Malik Cunningham,25.0,QB,1,0.0,190.0,6-1,Louisville,10/6/1998,Rook,0.0,
22.0,Cody Davis,34.0,DB,11,0.0,205.0,6-2,Texas Tech,6/6/1989,10,1.0,
81.0,Demario Douglas,23.0,WR,14,7.0,192.0,5-8,Liberty,12/8/2000,Rook,4.0,New England Patriots / 6th / 210th pick / 2023
23.0,Kyle Dugger,27.0,DB,17,17.0,216.0,6-1,Lenoir-Rhyne,3/22/1996,3,7.0,New England Patriots / 2nd / 37th pick / 2020
95.0,Daniel Ekuale,29.0,DL,3,0.0,300.0,6-3,Washington St.,1/13/1994,4,0.0,
15.0,Ezekiel Elliott,28.0,RB,17,5.0,228.0,6-0,Ohio St.,7/22/1995,7,5.0,Dallas Cowboys / 1st / 4th pick / 2016
53.0,Christian Elliss,24.0,LB,4,0.0,231.0,6-2,Idaho,1/2/1999,2,0.0,
65.0,James Ferentz,34.0,G,1,1.0,290.0,6-2,Iowa,6/5/1989,8,0.0,
88.0,Mike Gesicki,28.0,TE,17,10.0,245.0,6-6,Penn St.,10/3/1995,5,2.0,Miami Dolphins / 2nd / 42nd pick / 2018
92.0,Davon Godchaux,29.0,DL,17,17.0,330.0,6-3,LSU,11/11/1994,6,10.0,Miami Dolphins / 5th / 178th pick / 2017
6.0,Christian Gonzalez,21.0,CB,4,4.0,205.0,6-1,"Colorado,Oregon",6/28/2002,Rook,2.0,New England Patriots / 1st / 17th pick / 2023
93.0,Lawrence Guy,33.0,RDE,17,12.0,315.0,6-4,Arizona St.,3/17/1990,11,7.0,Green Bay Packers / 7th / 233rd pick / 2011
36.0,Kevin Harris,23.0,RB,4,0.0,225.0,5-10,South Carolina,11/17/2000,1,1.0,New England Patriots / 6th / 183rd pick / 2022
39.0,Jamycal Hasty,27.0,RB,2,0.0,205.0,5-8,Baylor,9/12/1996,3,0.0,
85.0,Hunter Henry,29.0,TE,14,10.0,249.0,6-5,Arkansas,12/7/1994,7,3.0,San Diego Chargers / 2nd / 35th pick / 2016
97.0,Trysten Hill,25.0,DT,1,0.0,310.0,6-3,Central Florida,3/25/1998,4,0.0,Dallas Cowboys / 2nd / 58th pick / 2019
29.0,J.C. Jackson,28.0,RCB,8,6.0,198.0,6-1,"Florida,Riverside CC,Maryland",11/17/1995,5,2.0,
33.0,Anfernee Jennings,26.0,LB,15,14.0,255.0,6-2,Alabama,9/1/1997,3,8.0,New England Patriots / 3rd / 87th pick / 2020
13.0,Jack Jones,26.0,CB,5,0.0,175.0,5-11,"USC,Moorpark College,Arizona St.",12/20/1997,1,0.0,New England Patriots / 4th / 121st pick / 2022
31.0,Jonathan Jones,30.0,DB,14,14.0,190.0,5-10,Auburn,9/20/1993,7,5.0,
10.0,Mac Jones,25.0,QB,11,11.0,220.0,6-3,Alabama,9/5/1998,2,3.0,New England Patriots / 1st / 15th pick / 2021
25.0,Marcus Jones,25.0,DB,2,1.0,188.0,5-8,"Troy,Houston",10/22/1998,1,1.0,New England Patriots / 3rd / 85th pick / 2022
9.0,Matt Judon,31.0,LB,4,2.0,275.0,6-3,Grand Valley St.,8/15/1992,7,2.0,Baltimore Ravens / 5th / 146th pick / 2016
59.0,Vederian Lowe,24.0,T,11,8.0,315.0,6-5,Illinois,4/17/1999,1,3.0,Minnesota Vikings / 6th / 184th pick / 2022
68.0,Atonio Mafi,23.0,OL,17,5.0,330.0,6-3,UCLA,10/20/2000,Rook,2.0,New England Patriots / 5th / 144th pick / 2023
30.0,Marte Mapu,24.0,LB,17,1.0,230.0,6-3,Sacramento St.,11/8/1999,Rook,2.0,New England Patriots / 3rd / 76th pick / 2023
75.0,Conor McDermott,31.0,T,6,5.0,305.0,6-8,UCLA,10/19/1992,6,2.0,New England Patriots / 6th / 211th pick / 2017
2.0,Jalen Mills,29.0,DB,17,8.0,191.0,6-0,LSU,4/6/1994,7,4.0,Philadelphia Eagles / 7th / 233rd pick / 2016
14.0,Ty Montgomery,30.0,RB,13,0.0,220.0,6-0,Stanford,1/22/1993,8,0.0,Green Bay Packers / 3rd / 94th pick / 2015
43.0,Calvin Munson,29.0,LB,3,0.0,240.0,6-1,San Diego St.,12/27/1994,6,0.0,
71.0,Michael Onwenu,26.0,OL,15,15.0,350.0,6-3,Michigan,12/10/1997,3,4.0,New England Patriots / 6th / 182nd pick / 2020
1.0,DeVante Parker,30.0,WR,13,13.0,215.0,6-3,Louisville,1/20/1993,8,2.0,Miami Dolphins / 1st / 14th pick / 2015
5.0,Jabrill Peppers,28.0,DB,15,15.0,217.0,5-11,Michigan,10/4/1995,6,7.0,Cleveland Browns / 1st / 25th pick / 2017
70.0,Jeremiah Pharms,27.0,DL,12,0.0,300.0,6-2,"Sacramento CC,Delta College,Friends",10/16/1996,1,1.0,
21.0,Adrian Phillips,31.0,DE,17,1.0,208.0,5-11,Texas,3/28/1992,9,1.0,
83.0,Jalen Reagor,24.0,WR,11,1.0,197.0,5-11,TCU,1/2/1999,3,2.0,Philadelphia Eagles / 1st / 21st pick / 2020
74.0,Riley Reiff,35.0,OL,1,0.0,310.0,6-6,Iowa,12/1/1988,11,0.0,Detroit Lions / 1st / 23rd pick / 2012
96.0,Sam Roberts,25.0,DL,7,1.0,295.0,6-5,NW Missouri St.,4/14/1998,1,1.0,New England Patriots / 6th / 200th pick / 2022
37.0,Chad Ryland,24.0,K,17,0.0,195.0,6-0,"Eastern Michigan,Maryland",10/15/1999,Rook,0.0,New England Patriots / 4th / 112th pick / 2023
41.0,Brenden Schooler,26.0,DB,17,0.0,210.0,6-2,"Oregon,Texas",5/30/1997,1,2.0,
18.0,Matthew Slater,38.0,WR,16,0.0,205.0,6-0,UCLA,9/9/1985,15,0.0,New England Patriots / 5th / 153rd pick / 2008
7.0,JuJu Smith-Schuster,27.0,WR,11,7.0,215.0,6-1,USC,11/22/1996,6,2.0,Pittsburgh Steelers / 2nd / 62nd pick / 2017
87.0,Matt Sokol,28.0,TE,3,1.0,249.0,6-5,Michigan St.,11/9/1995,3,0.0,
62.0,Sidy Sow,25.0,RG,15,13.0,318.0,6-5,Eastern Michigan,6/28/1998,Rook,4.0,New England Patriots / 4th / 117th pick / 2023
28.0,Ameer Speed,24.0,CB,5,0.0,215.0,6-3,"Georgia,Michigan St.",10/11/1999,Rook,0.0,New England Patriots / 6th / 214th pick / 2023
38.0,Rhamondre Stevenson,25.0,RB,12,12.0,227.0,6-0,"Cerritos (CA),Oklahoma",2/23/1998,2,4.0,New England Patriots / 4th / 120th pick / 2021
69.0,Cole Strange,25.0,OL,10,10.0,310.0,6-5,Chattanooga,7/31/1998,1,3.0,New England Patriots / 1st / 29th pick / 2022
48.0,Jahlani Tavai,27.0,LB,17,16.0,255.0,6-2,Hawaii,9/28/1996,4,10.0,Detroit Lions / 2nd / 43rd pick / 2019
11.0,Tyquan Thornton,23.0,WR,9,3.0,185.0,6-2,Baylor,9/7/2000,1,1.0,New England Patriots / 2nd / 50th pick / 2022
55.0,Joshua Uche,25.0,LB,15,2.0,226.0,6-3,Michigan,9/18/1998,3,3.0,New England Patriots / 2nd / 60th pick / 2020
26.0,Shaun Wade,25.0,CB,14,6.0,196.0,6-1,Ohio St.,9/15/1998,2,3.0,Baltimore Ravens / 5th / 160th pick / 2021
72.0,Tyrone Wheatley Jr.,26.0,T,2,0.0,320.0,6-6,"Michigan,Stony Brook",2/4/1997,1,0.0,
99.0,Keion White,24.0,DE,16,4.0,285.0,6-5,"Old Dominion,Georgia Tech",1/20/1999,Rook,3.0,New England Patriots / 2nd / 46th pick / 2023
3.0,Mack Wilson,25.0,LB,17,1.0,240.0,6-1,Alabama,2/14/1998,4,2.0,Cleveland Browns / 5th / 155th pick / 2019
19.0,Marco Wilson,24.0,CB,1,0.0,191.0,5-11,Florida,3/3/1999,2,0.0,Arizona Cardinals / 4th / 136th pick / 2021
91.0,Deatrich Wise Jr.,29.0,DL,16,13.0,271.0,6-5,Arkansas,7/26/1994,6,8.0,New England Patriots / 4th / 131st pick / 2017
4.0,Bailey Zappe,24.0,QB,10,6.0,215.0,6-1,"Houston Christian,Western Kentucky",4/26/1999,1,0.0,New England Patriots / 4th / 137th pick / 2022
,Team Total,26.9,,17,,245.5,6-1.9,,,3.8,,
