No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
56.0,Yasir Abdullah,23.0,LB,5,0.0,240.0,6-1,Louisville,4/12/2000,Rook,0.0,Jacksonville Jaguars / 5th / 136th pick / 2023
39.0,Jamal Agnew,28.0,WR,11,1.0,190.0,5-10,San Diego,4/3/1995,6,2.0,Detroit Lions / 5th / 165th pick / 2017
19.0,Matt Barkley,33.0,QB,1,0.0,234.0,6-2,USC,9/8/1990,10,0.0,Philadelphia Eagles / 4th / 98th pick / 2013
78.0,Ben Bartch,25.0,G,8,3.0,315.0,6-6,Saint John's (MN),7/22/1998,3,2.0,Jacksonville Jaguars / 4th / 116th pick / 2020
3.0,C.J. Beathard,30.0,QB,7,1.0,215.0,6-2,Iowa,11/16/1993,6,1.0,San Francisco 49ers / 3rd / 104th pick / 2017
4.0,Tank Bigsby,22.0,RB,17,0.0,215.0,5-11,Auburn,8/30/2001,Rook,1.0,Jacksonville Jaguars / 3rd / 88th pick / 2023
97.0,Ross Blacklock,25.0,DT,1,0.0,290.0,6-3,TCU,7/9/1998,3,0.0,Houston Texans / 2nd / 40th pick / 2020
90.0,Angelo Blackson,31.0,DT,11,0.0,318.0,6-4,Auburn,11/14/1992,8,2.0,Tennessee Titans / 4th / 100th pick / 2015
21.0,Christian Braswell,24.0,CB,3,0.0,185.0,5-11,Rutgers,9/27/1999,Rook,0.0,Jacksonville Jaguars / 6th / 202nd pick / 2023
67.0,Chandler Brewer,26.0,OL,1,0.0,320.0,6-6,Middle Tenn. St.,6/12/1997,4,0.0,
30.0,Montaric Brown,24.0,CB,12,6.0,190.0,6-0,Arkansas,8/24/1999,1,2.0,Jacksonville Jaguars / 7th / 222nd pick / 2022
29.0,Tevaughn Campbell,30.0,CB,2,0.0,200.0,6-0,Regina,6/14/1993,3,0.0,
32.0,Tyson Campbell,23.0,CB,11,11.0,195.0,6-1,Georgia,3/17/2000,2,4.0,Jacksonville Jaguars / 2nd / 33rd pick / 2021
45.0,K'Lavon Chaisson,24.0,OLB,17,0.0,255.0,6-3,LSU,7/25/1999,3,1.0,Jacksonville Jaguars / 1st / 20th pick / 2020
5.0,Andre Cisco,23.0,S,15,15.0,210.0,6-0,Syracuse,3/23/2000,2,6.0,Jacksonville Jaguars / 3rd / 65th pick / 2021
76.0,Ezra Cleveland,25.0,OL,9,5.0,312.0,6-6,Boise St.,5/8/1998,3,3.0,Minnesota Vikings / 2nd / 58th pick / 2020
9.0,Logan Cooke,28.0,P,17,0.0,230.0,6-5,Mississippi St.,7/28/1995,5,2.0,Jacksonville Jaguars / 7th / 247th pick / 2018
14.0,Elijah Cooks,25.0,WR,9,0.0,215.0,6-4,"Nevada,San Jose St.",10/13/1998,Rook,0.0,
17.0,Evan Engram,29.0,TE,17,15.0,240.0,6-3,Mississippi,9/2/1994,6,8.0,New York Giants / 1st / 23rd pick / 2017
1.0,Travis Etienne,24.0,RB,17,17.0,215.0,5-10,Clemson,1/26/1999,1,9.0,Jacksonville Jaguars / 1st / 25th pick / 2021
89.0,Luke Farrell,26.0,TE,17,8.0,250.0,6-5,Ohio St.,10/14/1997,2,1.0,Jacksonville Jaguars / 5th / 145th pick / 2021
94.0,Folorunso Fatukasi,28.0,NT,16,16.0,318.0,6-4,Connecticut,3/4/1995,5,7.0,New York Jets / 6th / 180th pick / 2018
79.0,Luke Fortner,25.0,OL,17,17.0,307.0,6-4,Kentucky,5/15/1998,1,8.0,Jacksonville Jaguars / 3rd / 65th pick / 2022
96.0,Adam Gotsis,31.0,DL,17,7.0,287.0,6-4,Georgia Tech,9/23/1992,7,4.0,Denver Broncos / 2nd / 63rd pick / 2016
52.0,DaVon Hamilton,26.0,DT,8,2.0,335.0,6-4,Ohio St.,2/1/1997,3,1.0,Jacksonville Jaguars / 3rd / 73rd pick / 2020
73.0,Blake Hance,27.0,OL,17,1.0,310.0,6-5,Northwestern,1/11/1996,2,2.0,
83.0,Jacob Harris,26.0,WR,2,0.0,211.0,6-5,"Western Kentucky,Central Florida",4/16/1997,2,0.0,Los Angeles Rams / 4th / 141st pick / 2021
77.0,Anton Harrison,21.0,T,17,17.0,315.0,6-4,Oklahoma,2/2/2002,Rook,9.0,Jacksonville Jaguars / 1st / 27th pick / 2023
22.0,Jamycal Hasty,27.0,RB,3,0.0,205.0,5-8,Baylor,9/12/1996,3,0.0,
37.0,Tre Herndon,27.0,CB,16,4.0,185.0,5-11,Vanderbilt,3/5/1996,5,2.0,
41.0,Josh Hines-Allen,26.0,OLB,17,17.0,255.0,6-5,Kentucky,7/13/1997,4,11.0,Jacksonville Jaguars / 1st / 7th pick / 2019
2.0,Rayshawn Jenkins,29.0,SS,17,17.0,220.0,6-1,Miami (FL),1/25/1994,6,7.0,Los Angeles Chargers / 4th / 113th pick / 2017
26.0,Antonio Johnson,22.0,S,13,3.0,198.0,6-2,Texas A&M,10/29/2001,Rook,2.0,Jacksonville Jaguars / 5th / 160th pick / 2023
57.0,Caleb Johnson,25.0,LB,17,0.0,220.0,6-2,Houston Christian,7/28/1998,2,1.0,
25.0,D'Ernest Johnson,27.0,RB,17,0.0,208.0,5-10,South Florida,2/27/1996,4,2.0,
15.0,Tim Jones,25.0,WR,17,2.0,200.0,6-1,Southern Miss,5/16/1998,1,1.0,
7.0,Zay Jones,28.0,WR,9,7.0,200.0,6-2,East Carolina,3/30/1995,6,3.0,Buffalo Bills / 2nd / 37th pick / 2017
34.0,Gregory Junior,24.0,CB,9,0.0,203.0,6-0,Ouachita Baptist,6/21/1999,1,1.0,Jacksonville Jaguars / 6th / 197th pick / 2022
