No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
7.0,Shaquil Barrett,31.0,LOLB,16,16.0,250.0,6-2,"Nebraska-Omaha,Colorado St.",11/17/1992,8,8.0,
52.0,K.J. Britt,24.0,LB,16,4.0,240.0,6-0,Auburn,6/4/1999,2,3.0,Tampa Bay Buccaneers / 5th / 176th pick / 2021
5.0,Jake Camarda,24.0,P,17,0.0,193.0,6-1,Georgia,4/20/1999,1,3.0,Tampa Bay Buccaneers / 4th / 133rd pick / 2022
54.0,Lavonte David,33.0,LB,15,15.0,233.0,6-1,"Fort Scott (KS),Nebraska",1/23/1990,11,7.0,Tampa Bay Buccaneers / 2nd / 58th pick / 2012
24.0,Carlton Davis,27.0,RCB,12,12.0,206.0,6-1,Auburn,12/31/1996,5,5.0,Tampa Bay Buccaneers / 2nd / 63rd pick / 2018
35.0,Jamel Dean,27.0,CB,13,13.0,206.0,6-1,Auburn,10/15/1996,4,5.0,Tampa Bay Buccaneers / 3rd / 94th pick / 2019
30.0,Dee Delaney,28.0,DB,17,2.0,200.0,5-11,"The Citadel,Miami (FL)",2/20/1995,5,2.0,
8.0,SirVocea Dennis,23.0,LB,13,0.0,230.0,6-0,Pittsburgh,3/9/2000,Rook,1.0,Tampa Bay Buccaneers / 5th / 153rd pick / 2023
0.0,YaYa Diaby,24.0,OLB,17,7.0,270.0,6-4,"Georgia Military,Louisville",5/30/1999,Rook,5.0,Tampa Bay Buccaneers / 3rd / 82nd pick / 2023
87.0,Payne Durham,23.0,TE,13,2.0,255.0,6-5,Purdue,6/15/2000,Rook,1.0,Tampa Bay Buccaneers / 5th / 171st pick / 2023
22.0,Chase Edmonds,27.0,RB,13,0.0,201.0,5-9,Fordham,4/13/1996,5,2.0,Arizona Cardinals / 4th / 134th pick / 2018
13.0,Mike Evans,30.0,WR,17,17.0,231.0,6-5,Texas A&M,8/21/1993,9,11.0,Tampa Bay Buccaneers / 1st / 7th pick / 2014
71.0,Matt Feiler,31.0,G,13,6.0,330.0,6-6,Bloomsburg,7/7/1992,6,3.0,
96.0,Greg Gaines,27.0,DL,17,2.0,312.0,6-1,Washington,5/6/1996,4,2.0,Los Angeles Rams / 4th / 134th pick / 2019
92.0,William Gholston,32.0,DL,16,1.0,281.0,6-6,Michigan St.,7/31/1991,10,2.0,Tampa Bay Buccaneers / 4th / 126th pick / 2013
49.0,Cam Gill,26.0,OLB,15,0.0,240.0,6-3,Wagner,12/14/1997,3,1.0,
14.0,Chris Godwin,27.0,WR,17,17.0,209.0,6-1,Penn St.,2/27/1996,6,9.0,Tampa Bay Buccaneers / 3rd / 84th pick / 2017
67.0,Luke Goedeke,25.0,T,17,17.0,312.0,6-5,"Wisconsin–Stevens Point,Central Michigan",11/21/1998,1,8.0,Tampa Bay Buccaneers / 2nd / 57th pick / 2022
91.0,Mike Greene,24.0,DL,10,2.0,293.0,6-3,James Madison,5/3/1999,1,1.0,
70.0,Robert Hainsey,25.0,C,17,17.0,306.0,6-4,Notre Dame,8/12/1998,2,7.0,Tampa Bay Buccaneers / 3rd / 95th pick / 2021
90.0,Logan Hall,23.0,DL,16,13.0,283.0,6-6,Houston,4/22/2000,1,6.0,Tampa Bay Buccaneers / 2nd / 33rd pick / 2022
