No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
25.0,Israel Abanikanda,21.0,RB,6,0.0,217.0,5-10,Pittsburgh,10/5/2002,Rook,1.0,New York Jets / 5th / 143rd pick / 2023
22.0,Tony Adams,24.0,S,15,15.0,203.0,5-11,Illinois,1/24/1999,1,5.0,
0.0,Adrian Amos,30.0,DB,11,3.0,214.0,6-0,Penn St.,4/29/1993,8,1.0,Chicago Bears / 5th / 142nd pick / 2015
53.0,Zaire Barnes,24.0,LB,4,0.0,227.0,6-1,Western Michigan,9/3/1999,Rook,0.0,New York Jets / 6th / 184th pick / 2023
48.0,Nick Bawden,27.0,FB,16,2.0,245.0,6-2,San Diego St.,6/22/1996,4,0.0,Detroit Lions / 7th / 237th pick / 2018
77.0,Mekhi Becton,24.0,T,16,16.0,363.0,6-7,Louisville,4/18/1999,3,5.0,New York Jets / 1st / 11th pick / 2020
29.0,Jarrick Bernard-Converse,23.0,S,8,0.0,205.0,6-1,"Oklahoma St.,LSU",4/29/2000,Rook,0.0,New York Jets / 6th / 204th pick / 2023
7.0,Tim Boyle,29.0,QB,3,2.0,233.0,6-4,"Connecticut,Eastern Kentucky",10/3/1994,4,1.0,
76.0,Duane Brown,38.0,T,5,3.0,329.0,6-4,Virginia Tech,8/30/1985,15,1.0,Houston Texans / 1st / 26th pick / 2008
16.0,Jason Brownlee,24.0,WR,7,5.0,202.0,6-3,"East Mississippi CC,Southern Miss",1/30/1999,Rook,0.0,
30.0,Michael Carter II,24.0,CB,15,7.0,184.0,5-10,Duke,3/8/1999,2,3.0,New York Jets / 5th / 154th pick / 2021
32.0,Michael Carter,24.0,RB,9,0.0,201.0,5-8,North Carolina,5/7/1999,2,1.0,New York Jets / 4th / 107th pick / 2021
19.0,Irvin Charles,26.0,WR,12,0.0,219.0,6-4,"Penn St.,Indiana (PA)",4/13/1997,1,0.0,
72.0,Micheal Clemons,26.0,DL,16,1.0,263.0,6-5,"Cisco (TX),Texas A&M",8/21/1997,1,2.0,New York Jets / 4th / 117th pick / 2022
18.0,Randall Cobb,33.0,WR,11,1.0,192.0,5-10,Kentucky,8/22/1990,12,0.0,Green Bay Packers / 2nd / 64th pick / 2011
83.0,Tyler Conklin,28.0,TE,17,12.0,248.0,6-3,Central Michigan,7/30/1995,5,4.0,Minnesota Vikings / 5th / 157th pick / 2018
33.0,Dalvin Cook,28.0,RB,15,1.0,210.0,5-10,Florida St.,8/10/1995,6,1.0,Minnesota Vikings / 2nd / 41st pick / 2017
21.0,Ashtyn Davis,27.0,S,17,5.0,205.0,6-1,California,10/10/1996,3,3.0,New York Jets / 3rd / 68th pick / 2020
26.0,Brandin Echols,26.0,CB,14,1.0,179.0,5-10,"Northwest Mississippi CC,Kentucky",10/16/1997,2,2.0,New York Jets / 6th / 200th pick / 2021
52.0,Samuel Eguavoen,30.0,LB,15,0.0,236.0,6-1,Texas Tech,2/22/1993,4,1.0,
91.0,John Franklin-Myers,27.0,DL,17,17.0,288.0,6-4,S.F. Austin,9/26/1996,5,8.0,Los Angeles Rams / 4th / 135th pick / 2018
1.0,Sauce Gardner,23.0,CB,16,16.0,190.0,6-3,Cincinnati,8/31/2000,1,13.0,New York Jets / 1st / 4th pick / 2022
82.0,Xavier Gipson,22.0,WR,17,3.0,189.0,5-9,S.F. Austin,3/8/2001,Rook,3.0,
63.0,Chris Glaser,24.0,OL,5,1.0,308.0,6-4,Virginia,10/1/1999,1,0.0,
20.0,Breece Hall,22.0,RB,17,16.0,217.0,5-11,Iowa St.,5/31/2001,1,8.0,New York Jets / 2nd / 36th pick / 2022
37.0,Bryce Hall,26.0,CB,9,2.0,202.0,6-1,Virginia,11/5/1997,3,2.0,New York Jets / 5th / 158th pick / 2020
62.0,Jake Hanson,26.0,OL,7,4.0,303.0,6-4,Oregon,4/29/1997,2,1.0,Green Bay Packers / 6th / 208th pick / 2020
34.0,Justin Hardee,29.0,CB,11,0.0,200.0,6-1,Illinois,2/7/1994,6,1.0,
6.0,Mecole Hardman,25.0,WR,5,0.0,187.0,5-10,Georgia,3/12/1998,4,0.0,Kansas City Chiefs / 2nd / 56th pick / 2019
27.0,Tae Hayes,26.0,CB,1,0.0,188.0,5-9,Appalachian St.,8/19/1997,4,0.0,
98.0,Bruce Hector,29.0,DL,2,0.0,296.0,6-2,South Florida,10/7/1994,5,0.0,
42.0,Thomas Hennessy,29.0,LS,17,0.0,246.0,6-2,Duke,6/11/1994,6,1.0,
97.0,Jalyn Holmes,27.0,DL,5,0.0,283.0,6-5,Ohio St.,1/25/1996,5,0.0,Minnesota Vikings / 4th / 102nd pick / 2018
47.0,Bryce Huff,25.0,LB,17,0.0,255.0,6-3,Memphis,4/17/1998,3,2.0,
31.0,Craig James,27.0,CB,2,0.0,195.0,5-10,Southern Illinois,4/29/1996,5,0.0,
70.0,Quinton Jefferson,30.0,DL,14,14.0,290.0,6-4,Maryland,3/31/1993,7,7.0,Seattle Seahawks / 5th / 147th pick / 2016
11.0,Jermaine Johnson II,24.0,LB,17,17.0,254.0,6-5,"Independence (KS),Georgia,Florida St.",1/7/1999,1,12.0,New York Jets / 1st / 26th pick / 2022
68.0,Dennis Kelly,33.0,T,1,0.0,321.0,6-8,Purdue,1/16/1990,11,0.0,Philadelphia Eagles / 5th / 153rd pick / 2012
81.0,Zack Kuntz,24.0,TE,1,0.0,251.0,6-8,"Penn St.,Old Dominion",6/6/1999,Rook,0.0,New York Jets / 7th / 220th pick / 2023
58.0,Carl Lawson,28.0,DE,6,0.0,260.0,6-2,Auburn,6/29/1995,6,0.0,Cincinnati Bengals / 4th / 116th pick / 2017
10.0,Allen Lazard,28.0,WR,14,12.0,227.0,6-5,Iowa St.,12/11/1995,5,2.0,
41.0,Marcelino McCrary-Ball,24.0,LB,2,0.0,214.0,6-0,Indiana,3/23/1999,1,0.0,
99.0,Will McDonald,24.0,DL,15,0.0,245.0,6-4,Iowa St.,6/4/1999,Rook,2.0,New York Jets / 1st / 15th pick / 2023
60.0,Connor McGovern,30.0,C,7,7.0,306.0,6-4,Missouri,4/27/1993,6,2.0,Denver Broncos / 5th / 144th pick / 2016
61.0,Max Mitchell,24.0,OL,14,7.0,307.0,6-6,Louisiana,10/12/1999,1,2.0,New York Jets / 4th / 111th pick / 2022
5.0,Thomas Morstead,37.0,P,17,0.0,225.0,6-4,SMU,3/8/1986,14,4.0,New Orleans Saints / 5th / 164th pick / 2009
57.0,C.J. Mosley,31.0,LB,17,17.0,231.0,6-2,Alabama,6/19/1992,9,8.0,Baltimore Ravens / 1st / 17th pick / 2014
65.0,Xavier Newman-Johnson,24.0,OL,7,4.0,297.0,6-2,Baylor,8/4/1999,1,1.0,
4.0,D.J. Reed,27.0,CB,15,15.0,190.0,5-9,Kansas St.,11/11/1996,5,5.0,San Francisco 49ers / 5th / 142nd pick / 2018
8.0,Aaron Rodgers,40.0,QB,1,1.0,223.0,6-2,"Butte JC (CA),California",12/2/1983,18,0.0,Green Bay Packers / 1st / 24th pick / 2005
89.0,Jeremy Ruckert,23.0,TE,15,6.0,250.0,6-5,Ohio St.,8/11/2000,1,1.0,New York Jets / 3rd / 101st pick / 2022
71.0,Wes Schweitzer,30.0,OL,6,2.0,300.0,6-4,San Jose St.,9/11/1993,6,1.0,Atlanta Falcons / 6th / 195th pick / 2016
15.0,Austin Seibert,27.0,K,1,0.0,200.0,5-9,Oklahoma,11/15/1996,4,0.0,Cleveland Browns / 5th / 170th pick / 2019
44.0,Jamien Sherwood,23.0,LB,17,3.0,216.0,6-2,Auburn,1/12/2000,2,2.0,New York Jets / 5th / 146th pick / 2021
14.0,Trevor Siemian,32.0,QB,5,3.0,220.0,6-3,Northwestern,12/26/1991,8,-2.0,Denver Broncos / 7th / 250th pick / 2015
79.0,Tanzel Smart,29.0,DL,4,0.0,295.0,6-1,Tulane,11/6/1994,6,0.0,Los Angeles Rams / 6th / 189th pick / 2017
55.0,Chazz Surratt,26.0,LB,14,0.0,233.0,6-2,North Carolina,2/16/1997,2,1.0,Minnesota Vikings / 3rd / 78th pick / 2021
86.0,Malik Taylor,28.0,WR,3,0.0,220.0,6-1,Ferris St.,12/21/1995,3,0.0,
94.0,Solomon Thomas,28.0,DL,17,3.0,256.0,6-2,Stanford,12/20/1995,6,3.0,San Francisco 49ers / 1st / 3rd pick / 2017
66.0,Joe Tippmann,22.0,C,16,14.0,313.0,6-6,Wisconsin,3/24/2001,Rook,4.0,New York Jets / 2nd / 43rd pick / 2023
78.0,Laken Tomlinson,31.0,LG,17,17.0,323.0,6-3,Duke,2/9/1992,8,4.0,Detroit Lions / 1st / 28th pick / 2015
54.0,Billy Turner,32.0,T,14,2.0,313.0,6-5,North Dakota St.,10/17/1991,9,1.0,Miami Dolphins / 3rd / 67th pick / 2014
87.0,C.J. Uzomah,30.0,TE,12,8.0,262.0,6-6,Auburn,1/14/1993,8,0.0,Cincinnati Bengals / 5th / 157th pick / 2015
35.0,Xazavian Valladay,25.0,RB,1,0.0,198.0,6-0,"Wyoming,Arizona St.",7/3/1998,Rook,0.0,
75.0,Alijah Vera-Tucker,24.0,G,5,5.0,308.0,6-5,USC,6/17/1999,2,1.0,New York Jets / 1st / 14th pick / 2021
67.0,Carter Warren,24.0,T,8,5.0,311.0,6-5,Pittsburgh,1/19/1999,Rook,2.0,New York Jets / 4th / 120th pick / 2023
3.0,Jordan Whitehead,26.0,SS,17,17.0,198.0,5-10,Pittsburgh,3/18/1997,5,6.0,Tampa Bay Buccaneers / 4th / 117th pick / 2018
56.0,Quincy Williams,27.0,LB,17,16.0,230.0,5-11,Murray St.,8/28/1996,4,17.0,Jacksonville Jaguars / 3rd / 98th pick / 2019
95.0,Quinnen Williams,26.0,DL,17,17.0,303.0,6-3,Alabama,12/21/1997,4,12.0,New York Jets / 1st / 3rd pick / 2019
17.0,Garrett Wilson,23.0,WR,17,17.0,183.0,6-0,Ohio St.,7/22/2000,1,7.0,New York Jets / 1st / 10th pick / 2022
2.0,Zach Wilson,24.0,QB,12,11.0,214.0,6-2,BYU,8/3/1999,2,5.0,New York Jets / 1st / 2nd pick / 2021
92.0,Perrion Winfrey,23.0,DT,1,0.0,290.0,6-4,"Iowa Western,Oklahoma",8/15/2000,1,0.0,Cleveland Browns / 4th / 108th pick / 2022
96.0,Al Woods,36.0,DL,6,0.0,309.0,6-4,LSU,3/25/1987,13,1.0,New Orleans Saints / 4th / 123rd pick / 2010
88.0,Kenny Yeboah,25.0,TE,5,1.0,250.0,6-4,"Temple,Mississippi",10/30/1998,2,0.0,
9.0,Greg Zuerlein,36.0,K,16,0.0,195.0,6-0,"Nebraska-Omaha,Missouri Western St.",12/27/1987,11,4.0,St. Louis Rams / 6th / 171st pick / 2012
,Team Total,27.1,,17,,244.7,6-2.0,,,4.2,,
