No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
57.0,Montravius Adams,28.0,DT,13,8.0,304.0,6-4,Auburn,7/24/1995,6,4.0,Green Bay Packers / 3rd / 93rd pick / 2017
54.0,Kwon Alexander,29.0,LB,9,2.0,227.0,6-1,LSU,8/3/1994,8,2.0,Tampa Bay Buccaneers / 4th / 124th pick / 2015
74.0,Spencer Anderson,23.0,OL,8,0.0,305.0,6-5,Maryland,6/7/2000,Rook,0.0,Pittsburgh Steelers / 7th / 251st pick / 2023
19.0,Calvin Austin III,24.0,WR,17,1.0,162.0,5-9,Memphis,3/24/1999,1,2.0,Pittsburgh Steelers / 4th / 138th pick / 2022
95.0,Keeanu Benton,22.0,DL,17,9.0,309.0,6-4,Wisconsin,7/17/2001,Rook,4.0,Pittsburgh Steelers / 2nd / 49th pick / 2023
9.0,Chris Boswell,32.0,K,17,0.0,185.0,6-2,Rice,3/16/1991,8,4.0,
13.0,Miles Boykin,27.0,WR,17,0.0,231.0,6-3,Notre Dame,10/12/1996,4,0.0,Baltimore Ravens / 3rd / 93rd pick / 2019
49.0,Tariq Carpenter,25.0,LB,3,0.0,230.0,6-3,Georgia Tech,12/28/1998,1,0.0,Green Bay Packers / 7th / 228th pick / 2022
61.0,Mason Cole,27.0,C,17,17.0,298.0,6-5,Michigan,3/28/1996,5,6.0,Arizona Cardinals / 3rd / 97th pick / 2018
78.0,James Daniels,26.0,OL,15,15.0,320.0,6-4,Iowa,9/13/1997,5,5.0,Chicago Bears / 2nd / 39th pick / 2018
82.0,Dez Fitzpatrick,26.0,WR,1,0.0,208.0,6-2,Louisville,12/17/1997,2,0.0,Tennessee Titans / 4th / 109th pick / 2021
39.0,Minkah Fitzpatrick,27.0,S,10,10.0,207.0,6-1,Alabama,11/17/1996,5,6.0,Miami Dolphins / 1st / 11th pick / 2018
88.0,Pat Freiermuth,25.0,TE,12,9.0,258.0,6-5,Penn St.,10/25/1998,2,3.0,Pittsburgh Steelers / 2nd / 55th pick / 2021
44.0,Markus Golden,32.0,LB,16,0.0,260.0,6-2,Missouri,3/13/1991,8,2.0,Arizona Cardinals / 2nd / 58th pick / 2015
22.0,Najee Harris,25.0,RB,17,17.0,242.0,6-1,Alabama,3/9/1998,2,7.0,Pittsburgh Steelers / 1st / 24th pick / 2021
6.0,Pressley Harvin III,25.0,P,15,0.0,255.0,6-0,Georgia Tech,9/17/1998,2,1.0,Pittsburgh Steelers / 7th / 254th pick / 2021
71.0,Nate Herbig,25.0,G,17,2.0,334.0,6-4,Stanford,7/10/1998,4,2.0,
51.0,Nick Herbig,22.0,LB,17,0.0,240.0,6-2,Wisconsin,11/21/2001,Rook,2.0,Pittsburgh Steelers / 4th / 132nd pick / 2023
