No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
82.0,Andre Baccellia,26.0,WR,5,0.0,180.0,5-10,Washington,1/7/1997,1,0.0,
3.0,Budda Baker,27.0,S,12,12.0,195.0,5-10,Washington,1/10/1996,6,5.0,Arizona Cardinals / 2nd / 36th pick / 2017
96.0,Eric Banks,25.0,DE,2,0.0,274.0,6-5,Texas-San Antonio,1/30/1998,2,0.0,
51.0,Krys Barnes,25.0,LB,16,6.0,229.0,6-2,UCLA,4/2/1998,3,3.0,
66.0,Jackson Barton,28.0,OL,1,0.0,302.0,6-7,Utah,8/8/1995,2,0.0,Indianapolis Colts / 7th / 240th pick / 2019
68.0,Kelvin Beachum,34.0,OL,11,2.0,308.0,6-3,SMU,6/8/1989,11,2.0,Pittsburgh Steelers / 7th / 248th pick / 2012
32.0,Joey Blount,25.0,S,11,0.0,195.0,6-1,Virginia,11/16/1998,1,1.0,
29.0,Kris Boyd,27.0,CB,4,0.0,201.0,5-11,Texas,9/12/1996,4,0.0,Minnesota Vikings / 7th / 217th pick / 2019
46.0,Aaron Brewer,33.0,LS,17,0.0,232.0,6-5,San Diego St.,7/5/1990,11,1.0,
2.0,Marquise Brown,26.0,WR,14,14.0,180.0,5-9,"College of the Canyons (CA),Oklahoma",6/4/1997,4,6.0,Baltimore Ravens / 1st / 25th pick / 2019
22.0,Michael Carter,24.0,RB,6,0.0,201.0,5-8,North Carolina,5/7/1999,2,1.0,New York Jets / 4th / 107th pick / 2021
36.0,Andre Chachere,27.0,CB,17,5.0,197.0,6-0,San Jose St.,2/10/1996,2,2.0,
16.0,Dan Chisena,26.0,WR,4,0.0,203.0,6-3,Penn St.,2/25/1997,3,0.0,
13.0,Kei'Trel Clark,22.0,CB,14,7.0,181.0,5-10,"Liberty,Louisville",3/19/2001,Rook,2.0,Arizona Cardinals / 6th / 180th pick / 2023
23.0,Corey Clement,29.0,RB,3,0.0,220.0,5-10,Wisconsin,11/2/1994,6,0.0,
91.0,L.J. Collier,28.0,DL,1,1.0,300.0,6-2,TCU,9/12/1995,4,0.0,Seattle Seahawks / 1st / 29th pick / 2019
25.0,Zaven Collins,24.0,LB,17,17.0,270.0,6-4,Tulsa,5/19/1999,2,6.0,Arizona Cardinals / 1st / 16th pick / 2021
63.0,Trystan Colon,25.0,OL,14,4.0,317.0,6-3,Missouri,3/23/1998,3,3.0,
6.0,James Conner,28.0,RB,13,13.0,233.0,6-1,Pittsburgh,5/5/1995,6,9.0,Pittsburgh Steelers / 3rd / 105th pick / 2017
16.0,Nolan Cooney,27.0,P,4,0.0,202.0,6-3,Syracuse,9/18/1996,1,0.0,
71.0,Dennis Daley,27.0,OL,3,1.0,325.0,6-6,South Carolina,8/7/1996,4,1.0,Carolina Panthers / 6th / 212th pick / 2019
31.0,Emari Demercado,24.0,RB,14,2.0,215.0,5-9,"Saddleback College,TCU",1/20/1999,Rook,3.0,
52.0,Victor Dimukeje,24.0,OLB,16,6.0,262.0,6-2,Duke,11/18/1999,2,3.0,Arizona Cardinals / 6th / 210th pick / 2021
9.0,Joshua Dobbs,28.0,QB,8,8.0,220.0,6-3,Tennessee,1/26/1995,5,6.0,Pittsburgh Steelers / 4th / 135th pick / 2017
83.0,Greg Dortch,25.0,WR,16,4.0,180.0,5-7,Wake Forest,5/29/1998,4,3.0,
86.0,Zach Ertz,33.0,TE,7,7.0,250.0,6-5,Stanford,11/10/1990,10,2.0,Philadelphia Eagles / 2nd / 35th pick / 2013
95.0,Leki Fotu,25.0,DT,11,9.0,317.0,6-5,Utah,8/23/1998,3,3.0,Arizona Cardinals / 4th / 114th pick / 2020
72.0,Hjalte Froholdt,27.0,OL,17,17.0,310.0,6-5,Arkansas,8/20/1996,3,8.0,New England Patriots / 4th / 118th pick / 2019
45.0,Dennis Gardeck,29.0,OLB,17,8.0,232.0,6-0,Sioux Falls,8/9/1994,5,4.0,
12.0,Blake Gillikin,25.0,P,13,0.0,196.0,6-2,Penn St.,1/21/1998,2,2.0,
33.0,Antonio Hamilton,30.0,CB,14,9.0,200.0,6-0,South Carolina St.,1/24/1993,7,3.0,
76.0,Will Hernandez,28.0,OL,17,17.0,332.0,6-2,Texas-El Paso,9/2/1995,5,8.0,New York Giants / 2nd / 34th pick / 2018
84.0,Elijah Higgins,23.0,TE,11,2.0,245.0,6-3,Stanford,10/27/2000,Rook,2.0,Miami Dolphins / 6th / 197th pick / 2023
79.0,Phil Hoskins,26.0,DT,5,1.0,315.0,6-5,"Highland (KS),Kentucky",1/2/1997,2,1.0,Carolina Panthers / 7th / 232nd pick / 2021
74.0,D.J. Humphries,30.0,OL,15,15.0,307.0,6-5,Florida,12/28/1993,7,7.0,Arizona Cardinals / 1st / 24th pick / 2015
30.0,Keaontay Ingram,24.0,RB,8,1.0,220.0,6-0,"Texas,USC",10/26/1999,1,1.0,Arizona Cardinals / 6th / 201st pick / 2022
60.0,Keith Ismael,25.0,OL,13,0.0,310.0,6-3,San Diego St.,7/25/1998,3,1.0,Washington Football Team / 5th / 156th pick / 2020
70.0,Paris Johnson,22.0,OL,17,17.0,325.0,6-6,Ohio St.,7/3/2001,Rook,8.0,Arizona Cardinals / 1st / 6th pick / 2023
96.0,Naquan Jones,25.0,DT,4,1.0,313.0,6-3,Michigan St.,2/5/1998,2,0.0,
37.0,Tony Jones,26.0,RB,3,0.0,224.0,5-11,Notre Dame,11/24/1997,3,0.0,
28.0,Qwuantrezz Knight,26.0,S,6,0.0,199.0,6-0,"Maryland,Kent St.,UCLA",10/10/1997,1,0.0,
93.0,Jonathan Ledbetter,26.0,DL,12,12.0,282.0,6-4,Georgia,9/12/1997,4,4.0,
98.0,Roy Lopez,26.0,DT,14,5.0,312.0,6-2,"New Mexico St.,Arizona",8/7/1997,2,2.0,Houston Texans / 6th / 195th pick / 2021
43.0,Jesse Luketa,24.0,OLB,14,1.0,253.0,6-3,Penn St.,1/15/1999,1,1.0,Arizona Cardinals / 7th / 256th pick / 2022
58.0,Tyreek Maddox-Williams,26.0,LB,3,0.0,228.0,6-0,Rutgers,10/28/1997,1,0.0,
35.0,Christian Matthew,27.0,CB,4,0.0,195.0,6-2,"Georgia Southern,Samford,Valdosta St.",10/26/1996,1,0.0,Arizona Cardinals / 7th / 244th pick / 2022
85.0,Trey McBride,24.0,TE,17,12.0,246.0,6-4,Colorado St.,11/22/1999,1,8.0,Arizona Cardinals / 2nd / 55th pick / 2022
4.0,Rondale Moore,23.0,WR,17,8.0,181.0,5-7,Purdue,6/9/2000,2,5.0,Arizona Cardinals / 2nd / 49th pick / 2021
1.0,Kyler Murray,26.0,QB,8,8.0,207.0,5-10,"Texas A&M,Oklahoma",8/7/1997,4,8.0,Arizona Cardinals / 1st / 1st pick / 2019
61.0,Carter O'Donnell,25.0,OL,5,3.0,305.0,6-5,University of Alberta,12/23/1998,1,2.0,
18.0,BJ Ojulari,21.0,OLB,17,0.0,248.0,6-2,LSU,4/5/2002,Rook,1.0,Arizona Cardinals / 2nd / 41st pick / 2023
44.0,Owen Pappoe,23.0,LB,16,1.0,230.0,6-0,Auburn,9/29/2000,Rook,1.0,Arizona Cardinals / 5th / 168th pick / 2023
0.0,Zach Pascal,29.0,WR,14,1.0,219.0,6-2,Old Dominion,12/18/1994,5,0.0,
5.0,Matt Prater,39.0,K,17,0.0,201.0,5-10,Central Florida,8/10/1984,16,4.0,
26.0,Bobby Price,25.0,CB,6,0.0,205.0,6-4,Norfolk St.,4/25/1998,3,0.0,
50.0,Tyreke Smith,23.0,LB,2,0.0,255.0,6-3,Ohio St.,2/14/2000,1,0.0,Seattle Seahawks / 5th / 158th pick / 2022
90.0,Ben Stille,26.0,DL,5,0.0,296.0,6-4,Nebraska,11/12/1997,1,0.0,
55.0,Dante Stills,24.0,DT,15,8.0,300.0,6-4,West Virginia,12/14/1999,Rook,3.0,Arizona Cardinals / 6th / 213th pick / 2023
92.0,Kevin Strong,27.0,LDE,14,11.0,295.0,6-4,Texas-San Antonio,8/5/1996,4,4.0,
87.0,Geoff Swaim,30.0,TE,14,8.0,260.0,6-4,Texas,9/16/1993,8,1.0,Dallas Cowboys / 7th / 246th pick / 2015
97.0,Cameron Thomas,23.0,OLB,15,3.0,265.0,6-4,San Diego St.,1/7/2000,1,2.0,Arizona Cardinals / 3rd / 87th pick / 2022
24.0,Starling Thomas,23.0,CB,12,7.0,194.0,5-10,Ala-Birmingham,1/25/2000,Rook,2.0,
34.0,Jalen Thompson,25.0,S,15,15.0,190.0,5-11,Washington St.,7/18/1998,4,5.0,Arizona Cardinals / 5th / 1st pick / 2019 Supp
15.0,Clayton Tune,24.0,QB,7,1.0,220.0,6-3,Houston,3/23/1999,Rook,0.0,Arizona Cardinals / 5th / 139th pick / 2023
47.0,Zeke Turner,27.0,LB,16,1.0,225.0,6-2,Washington,6/9/1996,5,1.0,
81.0,Travis Vokolek,25.0,TE,2,0.0,260.0,6-6,"Rutgers,Nebraska",6/4/1998,Rook,0.0,
22.0,K'Von Wallace,26.0,FS,7,5.0,205.0,5-11,Clemson,7/25/1997,3,2.0,Philadelphia Eagles / 4th / 127th pick / 2020
94.0,Carlos Watkins,30.0,DT,2,1.0,305.0,6-3,Clemson,12/5/1993,6,0.0,Houston Texans / 4th / 142nd pick / 2017
7.0,Kyzir White,27.0,LB,11,11.0,234.0,6-2,West Virginia,3/24/1996,5,4.0,Los Angeles Chargers / 4th / 119th pick / 2018
89.0,Blake Whiteheart,23.0,TE,2,0.0,250.0,6-4,Wake Forest,3/22/2000,Rook,0.0,
65.0,Elijah Wilkinson,28.0,OL,10,9.0,310.0,6-6,Massachusetts,2/10/1995,6,4.0,
29.0,Damien Williams,31.0,RB,3,0.0,221.0,5-11,Oklahoma,4/3/1992,9,0.0,
21.0,Garrett Williams,22.0,CB,9,6.0,192.0,5-10,Syracuse,6/1/2001,Rook,2.0,Arizona Cardinals / 3rd / 72nd pick / 2023
27.0,Divaad Wilson,23.0,CB,2,1.0,195.0,6-0,"Georgia,Central Florida",1/26/2000,Rook,0.0,
20.0,Marco Wilson,24.0,RCB,15,11.0,191.0,5-11,Florida,3/3/1999,2,3.0,Arizona Cardinals / 4th / 136th pick / 2021
14.0,Michael Wilson,23.0,WR,13,12.0,213.0,6-2,Stanford,2/23/2000,Rook,6.0,Arizona Cardinals / 3rd / 94th pick / 2023
10.0,Josh Woods,27.0,LB,11,7.0,235.0,6-1,Maryland,7/1/1996,4,3.0,
,Team Total,26.1,,17,,243.4,6-1.7,,,3.1,,
