No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
90.0,Brevin Allen,23.0,OLB,2,0.0,265.0,6-4,Campbell,9/22/2000,Rook,0.0,
13.0,Keenan Allen,31.0,WR,13,13.0,211.0,6-2,California,4/27/1992,10,11.0,San Diego Chargers / 3rd / 76th pick / 2013
40.0,Stephen Anderson,30.0,TE,3,0.0,230.0,6-3,California,1/30/1993,7,0.0,
27.0,Essang Bassey,25.0,CB,11,1.0,190.0,5-10,Wake Forest,8/12/1998,3,1.0,
97.0,Joey Bosa,28.0,OLB,9,5.0,280.0,6-5,Ohio St.,7/11/1995,7,3.0,San Diego Chargers / 1st / 3rd pick / 2016
35.0,Terrell Bynum,25.0,WR,1,0.0,188.0,6-0,"Washington,USC",8/3/1998,Rook,0.0,
76.0,Will Clapp,28.0,OL,14,11.0,314.0,6-5,LSU,12/10/1995,5,4.0,New Orleans Saints / 7th / 245th pick / 2018
12.0,Derius Davis,23.0,WR,17,2.0,165.0,5-8,TCU,9/11/2000,Rook,2.0,Los Angeles Chargers / 4th / 125th pick / 2023
43.0,Michael Davis,28.0,CB,17,13.0,196.0,6-2,BYU,1/6/1995,6,5.0,
11.0,Cameron Dicker,23.0,K,17,0.0,216.0,6-1,Texas,5/6/2000,1,5.0,
86.0,Keelan Doss,27.0,WR,5,0.0,215.0,6-3,UC Davis,3/21/1996,4,0.0,
42.0,Elijah Dotson,24.0,RB,4,0.0,202.0,5-9,"Sacramento St.,Northern Colorado",1/19/1999,Rook,0.0,
30.0,Austin Ekeler,28.0,RB,14,14.0,200.0,5-9,Western St. (CO),5/17/1995,6,7.0,
82.0,Alex Erickson,31.0,WR,8,3.0,195.0,6-0,Wisconsin,11/6/1992,7,2.0,
7.0,Gerald Everett,29.0,TE,15,12.0,252.0,6-3,South Alabama,6/25/1994,6,3.0,Los Angeles Rams / 2nd / 44th pick / 2017
92.0,Andrew Farmer,23.0,OLB,8,0.0,,6-4,Lane,4/19/2000,Rook,1.0,
87.0,Simi Fehoko,26.0,WR,6,0.0,225.0,6-4,Stanford,11/5/1997,2,0.0,Dallas Cowboys / 5th / 179th pick / 2021
24.0,AJ Finley,22.0,S,12,0.0,188.0,6-0,Mississippi,9/14/2001,Rook,1.0,
56.0,Morgan Fox,29.0,DL,17,4.0,275.0,6-3,Colorado State-Pueblo,9/12/1994,7,3.0,
32.0,Alohi Gilman,26.0,S,14,14.0,201.0,5-10,"Navy,Notre Dame",9/17/1997,3,5.0,Los Angeles Chargers / 6th / 186th pick / 2020
15.0,Jalen Guyton,26.0,WR,8,3.0,212.0,6-1,North Texas,6/7/1997,4,1.0,
47.0,Josh Harris,34.0,LS,17,0.0,224.0,6-1,Auburn,4/27/1989,11,1.0,
37.0,Jaylinn Hawkins,26.0,S,10,3.0,208.0,6-1,California,8/25/1997,3,1.0,Atlanta Falcons / 4th / 134th pick / 2020
0.0,Daiyan Henley,24.0,LB,15,0.0,225.0,6-0,"Nevada,Washington St.",11/18/1999,Rook,1.0,Los Angeles Chargers / 3rd / 85th pick / 2023
10.0,Justin Herbert,25.0,QB,13,13.0,236.0,6-6,Oregon,3/10/1998,3,11.0,Los Angeles Chargers / 1st / 6th pick / 2020
91.0,Christopher Hinton,23.0,DL,3,0.0,310.0,6-4,Michigan,9/14/2000,1,0.0,
56.0,Justin Hollins,27.0,OLB,7,0.0,248.0,6-5,Oregon,1/15/1996,4,1.0,Denver Broncos / 5th / 156th pick / 2019
27.0,J.C. Jackson,28.0,CB,2,2.0,198.0,6-1,"Florida,Riverside CC,Maryland",11/17/1995,5,1.0,
64.0,Brenden Jaimes,24.0,OL,14,3.0,300.0,6-5,Nebraska,5/28/1999,2,2.0,Los Angeles Chargers / 5th / 159th pick / 2021
3.0,Derwin James,27.0,S,16,16.0,215.0,6-2,Florida St.,8/3/1996,5,6.0,Los Angeles Chargers / 1st / 17th pick / 2018
98.0,Austin Johnson,29.0,DL,17,17.0,314.0,6-4,Penn St.,5/8/1994,7,7.0,Tennessee Titans / 2nd / 43rd pick / 2016
77.0,Zion Johnson,24.0,G,15,15.0,316.0,6-3,"Davidson,Boston Col.",11/18/1999,1,6.0,Los Angeles Chargers / 1st / 17th pick / 2022
1.0,Quentin Johnston,22.0,WR,17,10.0,208.0,6-2,TCU,9/6/2001,Rook,4.0,Los Angeles Chargers / 1st / 21st pick / 2023
51.0,Sebastian Joseph-Day,28.0,LDE/RDE,14,14.0,310.0,6-4,Rutgers,3/21/1995,4,6.0,Los Angeles Rams / 6th / 195th pick / 2018
48.0,Hunter Kampmoyer,25.0,TE,1,0.0,243.0,6-4,Oregon,2/6/1998,2,0.0,
25.0,Joshua Kelley,26.0,RB,17,3.0,212.0,5-11,"UC Davis,UCLA",11/20/1997,3,3.0,Los Angeles Chargers / 4th / 112th pick / 2020
6.0,Eric Kendricks,31.0,LILB,15,14.0,232.0,6-0,UCLA,2/29/1992,8,6.0,Minnesota Vikings / 2nd / 45th pick / 2015
41.0,Raheem Layne,24.0,S,5,1.0,192.0,5-11,Indiana,7/2/1999,1,1.0,
33.0,Deane Leonard,24.0,DB,11,3.0,195.0,6-0,"Calgary,Mississippi",11/20/1999,1,1.0,Los Angeles Chargers / 7th / 236th pick / 2022
63.0,Corey Linsley,32.0,C,3,3.0,301.0,6-3,Ohio St.,7/27/1991,9,1.0,Green Bay Packers / 5th / 161st pick / 2014
53.0,Blake Lynch,26.0,LB,7,0.0,225.0,6-3,Baylor,2/14/1997,3,0.0,
52.0,Khalil Mack,32.0,OLB,17,17.0,269.0,6-3,Buffalo,2/22/1991,9,11.0,Oakland Raiders / 1st / 5th pick / 2014
20.0,Dean Marlowe,31.0,FS,16,4.0,205.0,6-1,James Madison,7/25/1992,8,2.0,
99.0,Scott Matlock,23.0,DL,12,0.0,296.0,6-4,Boise St.,6/28/2000,Rook,1.0,Los Angeles Chargers / 6th / 200th pick / 2023
71.0,Jordan McFadden,24.0,OL,12,2.0,306.0,6-2,Clemson,11/16/1999,Rook,1.0,Los Angeles Chargers / 5th / 156th pick / 2023
88.0,Tre' McKitty,24.0,TE,6,0.0,246.0,6-4,"Florida St.,Georgia",1/12/1999,2,0.0,Los Angeles Chargers / 3rd / 97th pick / 2021
9.0,Kenneth Murray,25.0,LB,15,15.0,241.0,6-2,Oklahoma,11/16/1998,3,7.0,Los Angeles Chargers / 1st / 23rd pick / 2020
44.0,Tanner Muse,27.0,LB,10,0.0,227.0,6-2,Clemson,9/6/1996,2,1.0,Las Vegas Raiders / 3rd / 100th pick / 2020
31.0,Nick Niemann,26.0,LB,17,3.0,234.0,6-3,Iowa,12/2/1997,2,2.0,Los Angeles Chargers / 6th / 185th pick / 2021
57.0,Amen Ogbongbemiga,25.0,LB,15,0.0,226.0,6-1,Oklahoma St.,9/4/1998,2,2.0,
93.0,Otito Ogbonnia,23.0,DT,8,2.0,320.0,6-4,UCLA,8/25/2000,1,1.0,Los Angeles Chargers / 5th / 160th pick / 2022
5.0,Josh Palmer,24.0,WR,10,6.0,210.0,6-1,Tennessee,9/22/1999,2,5.0,Los Angeles Chargers / 3rd / 77th pick / 2021
89.0,Donald Parham,26.0,TE,14,8.0,237.0,6-8,Stetson,8/16/1997,3,2.0,
79.0,Trey Pipkins,27.0,T,17,17.0,307.0,6-6,Sioux Falls,9/5/1996,4,8.0,Los Angeles Chargers / 3rd / 91st pick / 2019
75.0,Austen Pleasants,26.0,G,1,0.0,330.0,6-7,Ohio,8/22/1997,2,0.0,
94.0,Chris Rumph,25.0,OLB,6,0.0,244.0,6-2,Duke,10/19/1998,2,1.0,Los Angeles Chargers / 4th / 118th pick / 2021
68.0,Jamaree Salyer,23.0,OL,17,17.0,325.0,6-4,Georgia,7/13/2000,1,7.0,Los Angeles Chargers / 6th / 195th pick / 2022
26.0,Asante Samuel Jr.,24.0,CB,17,16.0,180.0,5-10,Florida St.,10/3/1999,2,6.0,Los Angeles Chargers / 2nd / 47th pick / 2021
73.0,Foster Sarell,25.0,T,17,0.0,315.0,6-7,Stanford,8/28/1998,1,1.0,
16.0,JK Scott,28.0,P,17,0.0,208.0,6-5,Alabama,10/30/1995,5,2.0,Green Bay Packers / 5th / 172nd pick / 2018
59.0,Ty Shelby,25.0,OLB,1,0.0,249.0,6-3,La-Monroe,10/14/1998,1,0.0,
70.0,Rashawn Slater,24.0,T,17,17.0,315.0,6-4,Northwestern,3/26/1999,2,8.0,Los Angeles Chargers / 1st / 13th pick / 2021
84.0,Stone Smartt,25.0,TE,16,3.0,226.0,6-4,"Northern Arizona,Riverside CC,Old Dominion",10/4/1998,1,1.0,
28.0,Isaiah Spiller,22.0,RB,9,0.0,215.0,6-1,Texas A&M,8/9/2001,1,1.0,Los Angeles Chargers / 4th / 123rd pick / 2022
2.0,Easton Stick,28.0,QB,5,4.0,224.0,6-1,North Dakota St.,9/15/1995,3,4.0,Los Angeles Chargers / 5th / 166th pick / 2019
36.0,Ja'Sir Taylor,24.0,DB,16,6.0,185.0,5-10,Wake Forest,1/8/1999,1,3.0,Los Angeles Chargers / 6th / 214th pick / 2022
66.0,Cameron Tom,28.0,C,1,0.0,300.0,6-4,Southern Miss,6/21/1995,5,0.0,
45.0,Tuli Tuipulotu,21.0,OLB,17,11.0,266.0,6-3,USC,9/3/2002,Rook,5.0,Los Angeles Chargers / 2nd / 54th pick / 2023
83.0,Nick Vannett,30.0,TE,8,5.0,257.0,6-5,Ohio St.,3/6/1993,7,0.0,Seattle Seahawks / 3rd / 94th pick / 2016
81.0,Mike Williams,29.0,WR,3,3.0,218.0,6-4,Clemson,10/4/1994,6,2.0,Los Angeles Chargers / 1st / 7th pick / 2017
95.0,Nick Williams,33.0,DL,14,6.0,310.0,6-4,Samford,2/21/1990,9,4.0,Pittsburgh Steelers / 7th / 223rd pick / 2013
22.0,JT Woods,23.0,S,3,0.0,195.0,6-2,Baylor,6/10/2000,1,0.0,Los Angeles Chargers / 3rd / 79th pick / 2022
,Team Total,26.2,,17,,242.5,6-2.3,,,3.3,,
