No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
33.0,Jamal Adams,28.0,SS,9,9.0,213.0,6-1,LSU,10/17/1995,6,2.0,New York Jets / 1st / 6th pick / 2017
95.0,Myles Adams,25.0,DT,11,1.0,299.0,6-2,Rice,3/9/1998,2,1.0,
44.0,Nick Bellore,34.0,LB,16,0.0,250.0,6-1,Central Michigan,5/12/1989,12,3.0,
19.0,Jake Bobo,25.0,WR,17,0.0,207.0,6-4,"Duke,UCLA",8/4/1998,Rook,2.0,
18.0,Lance Boykin,23.0,CB,1,0.0,198.0,6-2,"Old Dominion,Coastal Carolina",8/31/2000,Rook,0.0,
70.0,Anthony Bradford,22.0,G,14,10.0,335.0,6-4,LSU,4/28/2001,Rook,4.0,Seattle Seahawks / 4th / 108th pick / 2023
56.0,Jordyn Brooks,26.0,RILB,16,16.0,240.0,6-0,Texas Tech,10/21/1997,3,6.0,Seattle Seahawks / 1st / 27th pick / 2020
76.0,Ben Brown,25.0,G,1,0.0,313.0,6-5,Mississippi,5/19/1998,1,0.0,
63.0,Evan Brown,27.0,C,16,16.0,320.0,6-3,SMU,9/16/1996,4,7.0,
22.0,Tre Brown,26.0,CB,15,7.0,185.0,5-10,Oklahoma,9/24/1997,2,3.0,Seattle Seahawks / 4th / 137th pick / 2021
8.0,Coby Bryant,24.0,CB,9,2.0,193.0,6-1,Cincinnati,3/29/1999,1,1.0,Seattle Seahawks / 4th / 109th pick / 2022
23.0,Artie Burns,28.0,CB,14,1.0,187.0,6-0,Miami (FL),5/1/1995,7,1.0,Pittsburgh Steelers / 1st / 25th pick / 2016
0.0,Devin Bush Jr.,25.0,LB,13,3.0,235.0,5-11,Michigan,7/18/1998,4,2.0,Pittsburgh Steelers / 1st / 10th pick / 2019
26.0,Zach Charbonnet,22.0,RB,16,2.0,214.0,6-1,"Michigan,UCLA",1/8/2001,Rook,5.0,Seattle Seahawks / 2nd / 52nd pick / 2023
57.0,Frank Clark,30.0,LB,6,0.0,272.0,6-3,Michigan,6/14/1993,8,0.0,Seattle Seahawks / 2nd / 63rd pick / 2015
67.0,Charles Cross,23.0,T,14,14.0,317.0,6-5,Mississippi St.,11/25/2000,1,7.0,Seattle Seahawks / 1st / 9th pick / 2022
74.0,Jake Curhan,25.0,T,10,4.0,325.0,6-6,California,7/9/1998,2,2.0,
66.0,McClendon Curtis,24.0,G,1,0.0,330.0,6-6,Chattanooga,9/16/1999,Rook,0.0,
31.0,DeeJay Dallas,25.0,RB,17,0.0,225.0,5-10,Miami (FL),9/16/1998,3,0.0,Seattle Seahawks / 4th / 144th pick / 2020
4.0,Michael Dickson,27.0,P,17,0.0,208.0,6-2,Texas,1/4/1996,5,3.0,Seattle Seahawks / 5th / 149th pick / 2018
6.0,Quandre Diggs,30.0,FS,17,17.0,197.0,5-9,Texas,1/22/1993,8,4.0,Detroit Lions / 6th / 200th pick / 2015
89.0,Will Dissly,27.0,TE,16,14.0,265.0,6-4,Washington,7/8/1996,5,2.0,Seattle Seahawks / 4th / 120th pick / 2018
97.0,Mario Edwards,29.0,DE,15,1.0,280.0,6-3,Florida St.,1/25/1994,8,1.0,Oakland Raiders / 2nd / 35th pick / 2015
1.0,D'Wayne Eskridge,26.0,WR,4,0.0,190.0,5-9,Western Michigan,3/23/1997,2,0.0,Seattle Seahawks / 2nd / 56th pick / 2021
87.0,Noah Fant,26.0,TE,17,17.0,249.0,6-4,Iowa,11/20/1997,4,4.0,Denver Broncos / 1st / 20th pick / 2019
64.0,Austin Faoliu,24.0,NT,2,0.0,305.0,6-3,Oregon,1/9/1999,2,0.0,
78.0,Stone Forsythe,26.0,T,17,8.0,307.0,6-8,Florida,12/29/1997,2,5.0,Seattle Seahawks / 6th / 208th pick / 2021
