No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
3.0,Cam Akers,24.0,RB,1,1.0,217.0,5-10,Florida St.,6/22/1999,3,0.0,Los Angeles Rams / 2nd / 52nd pick / 2020
55.0,Brian Allen,28.0,C,5,0.0,303.0,6-2,Michigan St.,10/11/1995,5,0.0,Los Angeles Rams / 4th / 111th pick / 2018
87.0,Davis Allen,22.0,TE,15,1.0,251.0,6-6,Clemson,2/3/2001,Rook,1.0,Los Angeles Rams / 5th / 175th pick / 2023
72.0,Tremayne Anchrum,25.0,G,17,0.0,314.0,6-2,Clemson,6/24/1998,3,1.0,Los Angeles Rams / 7th / 250th pick / 2020
5.0,Tutu Atwell,24.0,WR,16,14.0,165.0,5-9,Louisville,10/7/1999,2,5.0,Los Angeles Rams / 2nd / 57th pick / 2021
73.0,Steve Avila,24.0,G,17,17.0,338.0,6-3,TCU,10/16/1999,Rook,7.0,Los Angeles Rams / 2nd / 36th pick / 2023
95.0,Bobby Brown,23.0,NT,13,13.0,332.0,6-4,Texas A&M,8/7/2000,2,5.0,Los Angeles Rams / 4th / 117th pick / 2021
90.0,Earnest Brown IV,24.0,DE,7,0.0,270.0,6-5,Northwestern,1/8/1999,1,0.0,Los Angeles Rams / 5th / 174th pick / 2021
93.0,Marquise Copeland,26.0,DT,1,0.0,287.0,6-2,Cincinnati,5/9/1997,3,0.0,
99.0,Aaron Donald,32.0,DT,16,16.0,280.0,6-1,Pittsburgh,5/23/1991,9,15.0,St. Louis Rams / 1st / 13th pick / 2014
69.0,Kevin Dotson,27.0,OL,14,14.0,330.0,6-4,Louisiana,9/18/1996,3,6.0,Pittsburgh Steelers / 4th / 135th pick / 2020
14.0,Cobie Durant,25.0,DB,16,9.0,182.0,5-11,South Carolina St.,2/9/1998,1,3.0,Los Angeles Rams / 4th / 142nd pick / 2022
98.0,Cory Durden,24.0,DT,4,0.0,305.0,6-4,"Florida St.,North Carolina St.",1/26/1999,Rook,0.0,
42.0,Ethan Evans,22.0,P,17,0.0,250.0,6-3,Wingate,7/19/2001,Rook,2.0,Los Angeles Rams / 7th / 223rd pick / 2023
21.0,Zach Evans,22.0,RB,10,0.0,211.0,5-11,"TCU,Mississippi",5/30/2001,Rook,0.0,Los Angeles Rams / 6th / 215th pick / 2023
54.0,Olakunle Fatukasi,24.0,LB,1,0.0,238.0,6-2,Rutgers,6/11/1999,1,0.0,
24.0,Royce Freeman,27.0,RB,14,0.0,238.0,6-0,Oregon,2/24/1996,5,2.0,Denver Broncos / 3rd / 71st pick / 2018
4.0,Jordan Fuller,25.0,DB,17,17.0,203.0,6-2,Ohio St.,3/4/1998,3,6.0,Los Angeles Rams / 6th / 199th pick / 2020
33.0,Myles Gaskin,26.0,RB,1,0.0,199.0,5-9,Washington,2/15/1997,4,0.0,Miami Dolphins / 7th / 234th pick / 2019
