No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
17.0,Josh Allen,27.0,QB,17,17.0,237.0,6-5,"Reedley,Wyoming",5/21/1996,5,18.0,Buffalo Bills / 1st / 7th pick / 2018
9.0,Kyle Allen,27.0,QB,7,0.0,210.0,6-3,"Texas A&M,Houston",3/8/1996,5,0.0,
2.0,Tyler Bass,26.0,K,17,0.0,183.0,5-10,Georgia Southern,2/14/1997,3,3.0,Buffalo Bills / 6th / 188th pick / 2020
71.0,Ryan Bates,26.0,G,17,0.0,306.0,6-4,Penn St.,2/14/1997,4,1.0,
47.0,Christian Benford,23.0,CB,15,14.0,205.0,6-1,Villanova,9/21/2000,1,5.0,Buffalo Bills / 6th / 185th pick / 2022
43.0,Terrel Bernard,24.0,LB,17,17.0,224.0,6-1,Baylor,5/7/1999,1,11.0,Buffalo Bills / 3rd / 89th pick / 2022
79.0,Spencer Brown,25.0,T,17,17.0,311.0,6-6,Northern Iowa,2/28/1998,2,10.0,Buffalo Bills / 3rd / 93rd pick / 2021
4.0,James Cook,24.0,RB,17,13.0,190.0,5-11,Georgia,9/25/1999,1,13.0,Buffalo Bills / 2nd / 63rd pick / 2022
13.0,Gabriel Davis,24.0,WR,17,17.0,225.0,6-2,Central Florida,4/1/1999,3,7.0,Buffalo Bills / 4th / 128th pick / 2020
73.0,Dion Dawkins,29.0,T,17,17.0,320.0,6-5,Temple,4/26/1994,6,13.0,Buffalo Bills / 2nd / 63rd pick / 2017
14.0,Stefon Diggs,30.0,WR,17,17.0,191.0,6-0,Maryland,11/29/1993,8,12.0,Minnesota Vikings / 5th / 146th pick / 2015
25.0,Tyrel Dodson,25.0,LB,17,10.0,237.0,6-0,Texas A&M,6/25/1998,3,6.0,
31.0,Rasul Douglas,28.0,CB,9,8.0,209.0,6-2,"Nassau CC,West Virginia",8/29/1995,6,4.0,Philadelphia Eagles / 3rd / 99th pick / 2017
76.0,David Edwards,26.0,G,17,0.0,308.0,6-6,Wisconsin,3/20/1997,4,1.0,Los Angeles Rams / 5th / 169th pick / 2019
24.0,Kaiir Elam,22.0,CB,3,2.0,191.0,6-1,Florida,5/5/2001,1,1.0,Buffalo Bills / 1st / 23rd pick / 2022
57.0,A.J. Epenesa,25.0,DE,15,1.0,260.0,6-6,Iowa,9/15/1998,3,4.0,Buffalo Bills / 2nd / 54th pick / 2020
69.0,Reid Ferguson,29.0,LS,17,0.0,235.0,6-2,LSU,3/24/1994,6,1.0,
56.0,Leonard Floyd,31.0,RDE,17,16.0,240.0,6-3,Georgia,9/8/1992,7,9.0,Chicago Bears / 1st / 9th pick / 2016
98.0,Poona Ford,28.0,DT,8,0.0,310.0,5-11,Texas,11/19/1995,5,1.0,
5.0,Leonard Fournette,28.0,RB,2,0.0,228.0,6-0,LSU,1/18/1995,6,0.0,Jacksonville Jaguars / 1st / 4th pick / 2017
41.0,Reggie Gilliam,26.0,FB,17,0.0,244.0,6-0,Toledo,8/20/1997,3,0.0,
3.0,Damar Hamlin,25.0,S,5,0.0,200.0,6-0,Pittsburgh,3/24/1998,2,0.0,Buffalo Bills / 6th / 212th pick / 2021
