Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Sam Darnold,CAR,4,30,0,26,14.0,2022,205
Chuba Hubbard,CAR,14,74,1,12,14.0,2022,205
D'Onta Foreman,CAR,21,74,0,11,14.0,2022,205
Raheem Blackshear,CAR,4,32,1,16,14.0,2022,205
Laviska Shenault Jr.,CAR,1,7,0,7,14.0,2022,205
D.J. Moore,CAR,2,6,0,5,14.0,2022,205
Terrace Marshall Jr.,CAR,0,0,0,0,14.0,2022,205
Shi Smith,CAR,0,0,0,0,14.0,2022,205
Ian Thomas,CAR,0,0,0,0,14.0,2022,205
Stephen Sullivan,CAR,0,0,0,0,14.0,2022,205
Tommy Tremble,CAR,0,0,0,0,14.0,2022,205
Geno Smith,SEA,3,20,0,13,14.0,2022,205
Travis Homer,SEA,9,26,0,16,14.0,2022,205
Tony Jones,SEA,1,2,0,2,14.0,2022,205
D.K. Metcalf,SEA,0,0,0,0,14.0,2022,205
Tyler Lockett,SEA,0,0,0,0,14.0,2022,205
Will Dissly,SEA,0,0,0,0,14.0,2022,205
Colby Parkinson,SEA,0,0,0,0,14.0,2022,205
Noah Fant,SEA,0,0,0,0,14.0,2022,205
Marquise Goodwin,SEA,1,-2,0,-2,14.0,2022,205
