Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Dion Dawkins,T,59,100%,0,0%,4,13%,1,Bills,14.0,2022,197
Spencer Brown,T,59,100%,0,0%,4,13%,1,Bills,14.0,2022,197
Mitch Morse,C,59,100%,0,0%,0,0%,1,Bills,14.0,2022,197
Josh Allen,QB,59,100%,0,0%,0,0%,1,Bills,14.0,2022,197
Rodger Saffold,G,58,98%,0,0%,3,10%,1,Bills,14.0,2022,197
Gabriel Davis,WR,54,92%,0,0%,1,3%,1,Bills,14.0,2022,197
Dawson Knox,TE,51,86%,0,0%,1,3%,1,Bills,14.0,2022,197
Stefon Diggs,WR,46,78%,0,0%,1,3%,1,Bills,14.0,2022,197
Ryan Bates,C,40,68%,0,0%,1,3%,1,Bills,14.0,2022,197
Isaiah McKenzie,WR,38,64%,0,0%,0,0%,1,Bills,14.0,2022,197
Devin Singletary,RB,29,49%,0,0%,0,0%,1,Bills,14.0,2022,197
James Cook,RB,24,41%,0,0%,0,0%,1,Bills,14.0,2022,197
Greg Van Roten,G,19,32%,0,0%,4,13%,1,Bills,14.0,2022,197
Quintin Morris,TE,16,27%,0,0%,27,89%,1,Bills,14.0,2022,197
Khalil Shakir,WR,12,20%,0,0%,0,0%,1,Bills,14.0,2022,197
Nyheim Hines,RB,10,17%,0,0%,10,33%,1,Bills,14.0,2022,197
Bobby Hart,T,8,14%,0,0%,4,13%,1,Bills,14.0,2022,197
Tommy Sweeney,TE,5,8%,0,0%,21,69%,1,Bills,14.0,2022,197
John Brown,WR,3,5%,0,0%,0,0%,1,Bills,14.0,2022,197
Taron Johnson,CB,0,0%,74,100%,6,20%,1,Bills,14.0,2022,197
Tremaine Edmunds,LB,0,0%,74,100%,3,10%,1,Bills,14.0,2022,197
Jordan Poyer,SS,0,0%,74,100%,3,10%,1,Bills,14.0,2022,197
Damar Hamlin,SS,0,0%,74,100%,2,7%,1,Bills,14.0,2022,197
Matt Milano,LB,0,0%,74,100%,1,3%,1,Bills,14.0,2022,197
Dane Jackson,CB,0,0%,74,100%,0,0%,1,Bills,14.0,2022,197
Tre'Davious White,CB,0,0%,74,100%,0,0%,1,Bills,14.0,2022,197
DaQuan Jones,DT,0,0%,54,73%,2,7%,1,Bills,14.0,2022,197
Ed Oliver,DT,0,0%,50,67%,0,0%,1,Bills,14.0,2022,197
Gregory Rousseau,DE,0,0%,44,59%,2,7%,1,Bills,14.0,2022,197
Boogie Basham,DE,0,0%,41,55%,0,0%,1,Bills,14.0,2022,197
Shaq Lawson,DE,0,0%,39,53%,1,3%,1,Bills,14.0,2022,197
A.J. Epenesa,DE,0,0%,36,49%,4,13%,1,Bills,14.0,2022,197
Tim Settle,DT,0,0%,25,34%,2,7%,1,Bills,14.0,2022,197
C.J. Brewer,DT,0,0%,8,11%,0,0%,1,Bills,14.0,2022,197
Taiwan Jones,RB,0,0%,0,0%,26,86%,1,Bills,14.0,2022,197
Tyler Matakevich,LB,0,0%,0,0%,26,86%,1,Bills,14.0,2022,197
Tyrel Dodson,LB,0,0%,0,0%,25,83%,1,Bills,14.0,2022,197
Jaquan Johnson,FS,0,0%,0,0%,24,79%,1,Bills,14.0,2022,197
Siran Neal,CB,0,0%,0,0%,24,79%,1,Bills,14.0,2022,197
Terrel Bernard,LB,0,0%,0,0%,24,79%,1,Bills,14.0,2022,197
A.J. Klein,LB,0,0%,0,0%,23,76%,1,Bills,14.0,2022,197
Cameron Lewis,CB,0,0%,0,0%,15,50%,1,Bills,14.0,2022,197
Sam Martin,P,0,0%,0,0%,13,43%,1,Bills,14.0,2022,197
Reid Ferguson,LS,0,0%,0,0%,12,40%,1,Bills,14.0,2022,197
Tyler Bass,K,0,0%,0,0%,9,30%,1,Bills,14.0,2022,197
David Quessenberry,G,0,0%,0,0%,4,13%,1,Bills,14.0,2022,197
Kaiir Elam,CB,0,0%,0,0%,1,3%,1,Bills,14.0,2022,197
