Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Jalen Hurts,PHI,7,77,1,24,14.0,2022,202
Miles Sanders,PHI,17,144,2,40,14.0,2022,202
Boston Scott,PHI,6,33,1,11,14.0,2022,202
A.J. Brown,PHI,0,0,0,0,14.0,2022,202
DeVonta Smith,PHI,0,0,0,0,14.0,2022,202
Grant Calcaterra,PHI,0,0,0,0,14.0,2022,202
Jack Stoll,PHI,0,0,0,0,14.0,2022,202
Quez Watkins,PHI,0,0,0,0,14.0,2022,202
Zach Pascal,PHI,0,0,0,0,14.0,2022,202
Kenneth Gainwell,PHI,0,0,0,0,14.0,2022,202
Gardner Minshew II,PHI,1,-1,0,-1,14.0,2022,202
Daniel Jones,NYG,4,26,1,17,14.0,2022,202
Tyrod Taylor,NYG,2,40,0,32,14.0,2022,202
Saquon Barkley,NYG,9,28,0,9,14.0,2022,202
Gary Brightwell,NYG,5,23,0,13,14.0,2022,202
Matt Breida,NYG,3,6,0,5,14.0,2022,202
Richie James,NYG,0,0,0,0,14.0,2022,202
Darius Slayton,NYG,0,0,0,0,14.0,2022,202
Isaiah Hodgins,NYG,0,0,0,0,14.0,2022,202
Daniel Bellinger,NYG,0,0,0,0,14.0,2022,202
Nick Vannett,NYG,0,0,0,0,14.0,2022,202
Jamie Gillan,NYG,1,0,0,0,14.0,2022,202
