Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Derek Carr,LVR,4,11,0,4,14.0,2022,196
Josh Jacobs,LVR,27,99,1,15,14.0,2022,196
Mack Hollins,LVR,3,40,0,17,14.0,2022,196
Zamir White,LVR,3,9,0,8,14.0,2022,196
DJ Turner,LVR,1,6,0,6,14.0,2022,196
Davante Adams,LVR,0,0,0,0,14.0,2022,196
Ameer Abdullah,LVR,0,0,0,0,14.0,2022,196
Keelan Cole,LVR,0,0,0,0,14.0,2022,196
Jakob Johnson,LVR,0,0,0,0,14.0,2022,196
Foster Moreau,LVR,0,0,0,0,14.0,2022,196
Baker Mayfield,LAR,4,10,0,6,14.0,2022,196
Cam Akers,LAR,12,42,1,9,14.0,2022,196
Kyren Williams,LAR,3,19,0,9,14.0,2022,196
Malcolm Brown,LAR,1,5,0,5,14.0,2022,196
Ben Skowronek,LAR,0,0,0,0,14.0,2022,196
Van Jefferson,LAR,0,0,0,0,14.0,2022,196
Tyler Higbee,LAR,0,0,0,0,14.0,2022,196
Brycen Hopkins,LAR,0,0,0,0,14.0,2022,196
Austin Trammell,LAR,0,0,0,0,14.0,2022,196
Brandon Powell,LAR,0,0,0,0,14.0,2022,196
Tutu Atwell,LAR,2,-5,0,1,14.0,2022,196
