Player,Pos,home_team,team,week,year,game_id
Matthew Stafford,QB,1,Rams,2.0,2022,25
Darrell Henderson,RB,1,Rams,2.0,2022,25
Ben Skowronek,WR,1,Rams,2.0,2022,25
Allen Robinson,WR,1,Rams,2.0,2022,25
Cooper Kupp,WR,1,Rams,2.0,2022,25
Tyler Higbee,TE,1,Rams,2.0,2022,25
Tremayne Anchrum,OL,1,Rams,2.0,2022,25
David Edwards,OL,1,Rams,2.0,2022,25
Rob Havenstein,OL,1,Rams,2.0,2022,25
Coleman Shelton,OL,1,Rams,2.0,2022,25
Joseph Noteboom,OL,1,Rams,2.0,2022,25
Aaron Donald,DT,1,Rams,2.0,2022,25
A'Shawn Robinson,DT,1,Rams,2.0,2022,25
Greg Gaines,DT,1,Rams,2.0,2022,25
Leonard Floyd,OLB,1,Rams,2.0,2022,25
Ernest Jones,LB,1,Rams,2.0,2022,25
Justin Hollins,LB,1,Rams,2.0,2022,25
Bobby Wagner,LB,1,Rams,2.0,2022,25
Troy Hill,CB,1,Rams,2.0,2022,25
Jalen Ramsey,DB,1,Rams,2.0,2022,25
Taylor Rapp,DB,1,Rams,2.0,2022,25
Nick Scott,S,1,Rams,2.0,2022,25
