Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA,week,year,game_id
1.0,8:37,4.0,19.0,CHI 22,0.0,3.0,Mason Crosby 40 yard field goal good,1.99,3.0,2.0,2022,30
1.0,8:33,,,GNB 35,0.0,3.0,"Mason Crosby kicks off 66 yards, returned by Trestan Ebner for 30 yards (tackle by Tipa Galeai and Rasul Douglas)",0.0,0.87,2.0,2022,30
1.0,8:28,1.0,10.0,CHI 29,0.0,3.0,David Montgomery right end for 4 yards (tackle by Dean Lowry and Eric Stokes),0.87,0.87,2.0,2022,30
1.0,7:53,2.0,6.0,CHI 33,0.0,3.0,David Montgomery left guard for 12 yards (tackle by Darnell Savage),0.87,1.93,2.0,2022,30
1.0,7:10,1.0,10.0,CHI 45,0.0,3.0,"Justin Fields aborted snap, recovered by Justin Fields at CHI-46 Justin Fields for no gain (tackle by Jarran Reed)",1.93,1.38,2.0,2022,30
1.0,6:24,,,,,,Timeout #1 by Chicago Bears,,,2.0,2022,30
1.0,6:24,2.0,10.0,CHI 45,0.0,3.0,Justin Fields pass complete deep left to Equanimeous St. Brown for 30 yards (tackle by Adrian Amos),1.38,3.91,2.0,2022,30
1.0,5:39,1.0,10.0,GNB 25,0.0,3.0,David Montgomery right end for 13 yards (tackle by Darnell Savage and De'Vondre Campbell),3.91,4.78,2.0,2022,30
1.0,5:25,1.0,10.0,GNB 12,0.0,3.0,David Montgomery right end for 9 yards (tackle by De'Vondre Campbell and Adrian Amos),4.78,5.79,2.0,2022,30
1.0,4:42,2.0,1.0,GNB 3,6.0,3.0,"Justin Fields right end for 3 yards, touchdown",5.79,7.0,2.0,2022,30
1.0,4:37,,,GNB 15,7.0,3.0,Cairo Santos kicks extra point good,0.0,0.0,2.0,2022,30
1.0,4:37,,,CHI 35,7.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,30
1.0,4:37,1.0,10.0,GNB 25,7.0,3.0,AJ Dillon left end for 6 yards (tackle by Roquan Smith and Angelo Blackson),0.61,0.87,2.0,2022,30
1.0,4:05,2.0,4.0,GNB 31,7.0,3.0,AJ Dillon right guard for 5 yards (tackle by Roquan Smith and Jaquan Brisker),0.87,1.33,2.0,2022,30
1.0,3:23,1.0,10.0,GNB 36,7.0,3.0,Aaron Rodgers pass incomplete short left intended for AJ Dillon,1.33,0.79,2.0,2022,30
1.0,3:19,2.0,10.0,GNB 36,7.0,3.0,"Aaron Rodgers scrambles right end for 7 yards (tackle by Nicholas Morrow). Penalty on Jaquan Brisker: Illegal Contact, 5 yards (accepted)",0.79,2.13,2.0,2022,30
1.0,2:45,1.0,10.0,GNB 48,7.0,3.0,Aaron Rodgers pass complete short middle to Christian Watson for 9 yards (tackle by Jaquan Brisker),2.13,2.8,2.0,2022,30
1.0,2:07,2.0,1.0,CHI 43,7.0,3.0,Aaron Jones right end for 5 yards (tackle by Kyler Gordon),2.8,3.05,2.0,2022,30
1.0,1:26,1.0,10.0,CHI 38,7.0,3.0,Aaron Rodgers pass complete short middle to Sammy Watkins for 24 yards (tackle by Eddie Jackson),3.05,4.65,2.0,2022,30
1.0,0:47,1.0,10.0,CHI 14,7.0,3.0,AJ Dillon right tackle for -1 yards (tackle by Nicholas Morrow),4.65,3.85,2.0,2022,30
2.0,15:00,2.0,11.0,CHI 15,7.0,9.0,"Aaron Jones right end for 15 yards, touchdown",3.85,7.0,2.0,2022,30
2.0,14:54,,,CHI 15,7.0,10.0,Mason Crosby kicks extra point good,0.0,0.0,2.0,2022,30
2.0,14:54,,,GNB 35,7.0,10.0,"Mason Crosby kicks off 66 yards, returned by Trestan Ebner for 21 yards (tackle by Isaiah McDuffie and Dallin Leavitt)",0.0,0.28,2.0,2022,30
2.0,14:47,1.0,10.0,CHI 20,7.0,10.0,Justin Fields sacked by Preston Smith for -5 yards,0.28,-1.07,2.0,2022,30
2.0,14:08,2.0,15.0,CHI 15,7.0,10.0,Justin Fields pass complete short left to Darnell Mooney for -4 yards (tackle by Rasul Douglas),-1.07,-2.47,2.0,2022,30
2.0,13:26,3.0,19.0,CHI 11,7.0,10.0,Justin Fields pass complete short right to David Montgomery for 7 yards (tackle by Rasul Douglas),-2.47,-2.24,2.0,2022,30
2.0,12:55,4.0,12.0,CHI 18,7.0,10.0,"Trenton Gill punts 43 yards, fair catch by Amari Rodgers at GB-39",-2.24,-1.53,2.0,2022,30
2.0,12:49,1.0,10.0,GNB 39,7.0,10.0,Aaron Rodgers pass incomplete short middle intended for Sammy Watkins,1.53,0.99,2.0,2022,30
2.0,12:46,,,,,,Timeout #2 by Green Bay Packers,,,2.0,2022,30
2.0,12:46,2.0,10.0,GNB 39,7.0,10.0,Aaron Rodgers pass incomplete short right intended for Tyler Davis,0.99,0.3,2.0,2022,30
2.0,12:41,3.0,10.0,GNB 39,7.0,10.0,Aaron Rodgers sacked by Robert Quinn for -11 yards,0.3,-1.5,2.0,2022,30
2.0,11:58,4.0,21.0,GNB 28,7.0,10.0,"Pat O'Donnell punts 72 yards, touchback.",-1.5,-0.28,2.0,2022,30
2.0,11:50,1.0,10.0,CHI 20,7.0,10.0,"Penalty on Ryan Griffin: False Start, 5 yards (accepted) (no play)",0.28,-0.31,2.0,2022,30
2.0,11:50,1.0,15.0,CHI 15,7.0,10.0,Khalil Herbert right guard for 1 yard (tackle by Quay Walker and Preston Smith),-0.31,-0.94,2.0,2022,30
2.0,11:19,2.0,14.0,CHI 16,7.0,10.0,Khalil Herbert right guard for 4 yards (tackle by Adrian Amos and De'Vondre Campbell),-0.94,-0.96,2.0,2022,30
2.0,10:37,3.0,10.0,CHI 20,7.0,10.0,"Justin Fields scrambles up the middle for 3 yards Justin Fields pass complete short middle to Equanimeous St. Brown for no gain. Penalty on Justin Fields: Illegal Forward Pass, 5 yards (accepted)",-0.96,-2.24,2.0,2022,30
2.0,10:27,4.0,12.0,CHI 18,7.0,10.0,"Trenton Gill punts 56 yards, returned by Amari Rodgers for 20 yards (tackle by Patrick Scales)",-2.24,-1.99,2.0,2022,30
2.0,10:11,1.0,10.0,GNB 46,7.0,10.0,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Justin Jones),1.99,2.6,2.0,2022,30
2.0,9:30,2.0,1.0,CHI 46,7.0,10.0,Aaron Jones left end for 5 yards (tackle by Roquan Smith),2.6,2.85,2.0,2022,30
2.0,8:54,1.0,10.0,CHI 41,7.0,10.0,Aaron Jones right end for 8 yards (tackle by Nicholas Morrow and Kindle Vildor),2.85,3.39,2.0,2022,30
2.0,8:16,2.0,2.0,CHI 33,7.0,10.0,AJ Dillon right tackle for 9 yards (tackle by Justin Jones),3.39,3.97,2.0,2022,30
2.0,7:41,1.0,10.0,CHI 24,7.0,10.0,"AJ Dillon left guard for no gain (tackle by Kindle Vildor). Penalty on Royce Newman: Offensive Holding, 10 yards (accepted) (no play)",3.97,3.31,2.0,2022,30
2.0,7:15,1.0,20.0,CHI 34,7.0,10.0,Aaron Rodgers sacked by Trevis Gipson for -8 yards,3.31,1.0,2.0,2022,30
2.0,6:50,2.0,28.0,CHI 42,7.0,10.0,Aaron Rodgers pass complete short left to Romeo Doubs for 20 yards (tackle by Eddie Jackson and Nicholas Morrow),1.0,3.01,2.0,2022,30
2.0,6:05,3.0,8.0,CHI 22,7.0,10.0,Aaron Rodgers pass complete short middle to Randall Cobb for 9 yards (tackle by Roquan Smith),3.01,4.71,2.0,2022,30
2.0,5:26,1.0,10.0,CHI 13,7.0,10.0,AJ Dillon right end for 5 yards (tackle by Jaquan Brisker and Roquan Smith),4.71,4.96,2.0,2022,30
2.0,4:40,2.0,5.0,CHI 8,7.0,16.0,"Aaron Rodgers pass complete short middle to Aaron Jones for 8 yards, touchdown",4.96,7.0,2.0,2022,30
2.0,4:36,,,CHI 15,7.0,17.0,Mason Crosby kicks extra point good,0.0,0.0,2.0,2022,30
2.0,4:36,,,GNB 35,7.0,17.0,"Mason Crosby kicks off 67 yards, returned by Ihmir Smith-Marsette for 17 yards (tackle by Dallin Leavitt)",0.0,-0.22,2.0,2022,30
2.0,4:30,1.0,10.0,CHI 15,7.0,17.0,Justin Fields pass incomplete short right intended for Cole Kmet,-0.22,-0.71,2.0,2022,30
2.0,4:26,2.0,10.0,CHI 15,7.0,17.0,David Montgomery right end for -5 yards (tackle by Rashan Gary),-0.71,-2.01,2.0,2022,30
2.0,3:47,3.0,15.0,CHI 10,7.0,17.0,Justin Fields pass complete short right to Equanimeous St. Brown for 9 yards (tackle by Eric Stokes),-2.01,-2.14,2.0,2022,30
2.0,3:19,4.0,6.0,CHI 19,7.0,17.0,"Trenton Gill punts 42 yards, recovered by Amari Rodgers at GB-43 (tackle by Khalil Herbert). Penalty on Dallin Leavitt: Offensive Holding, 10 yards (accepted)",-2.14,-1.14,2.0,2022,30
2.0,3:10,1.0,10.0,GNB 33,7.0,17.0,Aaron Jones left end for 14 yards (tackle by Eddie Jackson and Matthew Adams),1.14,2.06,2.0,2022,30
2.0,2:27,1.0,10.0,GNB 47,7.0,17.0,AJ Dillon left tackle for 1 yard (tackle by Jaquan Brisker and Kingsley Jonathan),2.06,1.65,2.0,2022,30
2.0,2:00,2.0,9.0,GNB 48,7.0,17.0,"Aaron Rodgers pass complete short left to Aaron Jones for 15 yards (tackle by Nicholas Morrow). Penalty on Robert Quinn: Defensive Offside, 5 yards (declined)",1.65,3.12,2.0,2022,30
2.0,1:52,1.0,10.0,CHI 37,7.0,17.0,AJ Dillon left guard for 3 yards (tackle by Kingsley Jonathan and Roquan Smith),3.12,2.98,2.0,2022,30
2.0,1:18,2.0,7.0,CHI 34,7.0,17.0,Aaron Rodgers pass complete deep right to Randall Cobb for 20 yards (tackle by Kyler Gordon),2.98,4.65,2.0,2022,30
2.0,0:43,1.0,10.0,CHI 14,7.0,17.0,Aaron Rodgers pass complete short right to Robert Tonyan for 9 yards (tackle by Jaquan Brisker),4.65,5.67,2.0,2022,30
2.0,0:35,,,,,,Timeout #3 by Green Bay Packers,,,2.0,2022,30
2.0,0:35,2.0,1.0,CHI 5,7.0,23.0,"Aaron Rodgers pass complete short middle to Allen Lazard for 5 yards, touchdown",5.67,7.0,2.0,2022,30
2.0,0:32,,,CHI 15,7.0,24.0,Mason Crosby kicks extra point good,0.0,0.0,2.0,2022,30
2.0,0:32,,,GNB 35,7.0,24.0,"Mason Crosby kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,30
2.0,0:32,1.0,10.0,CHI 25,7.0,24.0,Justin Fields pass complete short right to Khalil Herbert for 3 yards (tackle by Quay Walker),0.61,0.47,2.0,2022,30
3.0,15:00,,,GNB 35,7.0,24.0,"Mason Crosby kicks off 66 yards, returned by Trestan Ebner for 23 yards (tackle by Dallin Leavitt)",0.0,0.41,2.0,2022,30
3.0,14:55,1.0,10.0,CHI 22,7.0,24.0,Justin Fields right end for 7 yards (tackle by Adrian Amos),0.41,0.81,2.0,2022,30
3.0,14:24,2.0,3.0,CHI 29,7.0,24.0,Justin Fields sacked by Rashan Gary for -7 yards,0.81,-0.82,2.0,2022,30
3.0,13:42,3.0,10.0,CHI 22,7.0,24.0,Justin Fields pass complete short middle to David Montgomery for 7 yards (tackle by De'Vondre Campbell),-0.82,-1.44,2.0,2022,30
3.0,13:08,4.0,3.0,CHI 29,7.0,24.0,"Trenton Gill punts 57 yards, returned by Amari Rodgers for no gain (tackle by Josh Blackwell)",-1.44,0.28,2.0,2022,30
3.0,13:00,1.0,10.0,GNB 14,7.0,24.0,Aaron Jones left tackle for 5 yards (tackle by Nicholas Morrow),-0.28,-0.04,2.0,2022,30
3.0,12:21,2.0,5.0,GNB 19,7.0,24.0,Aaron Jones left tackle for 7 yards (tackle by Al-Quadin Muhammad),-0.04,0.67,2.0,2022,30
3.0,11:39,1.0,10.0,GNB 26,7.0,24.0,Aaron Jones left end for 36 yards (tackle by Roquan Smith and Eddie Jackson),0.67,3.05,2.0,2022,30
3.0,10:51,1.0,10.0,CHI 38,7.0,24.0,Aaron Rodgers pass complete short right to Christian Watson for -1 yards (tackle by Eddie Jackson),3.05,2.37,2.0,2022,30
3.0,10:09,2.0,11.0,CHI 39,7.0,24.0,AJ Dillon up the middle for 11 yards (tackle by Jaquan Brisker),2.37,3.71,2.0,2022,30
3.0,9:22,1.0,10.0,CHI 28,7.0,24.0,"Aaron Rodgers aborted snap, recovered by Mike Pennel at CHI-31",3.71,-1.0,2.0,2022,30
3.0,9:13,1.0,10.0,CHI 31,7.0,24.0,David Montgomery right end for 9 yards (tackle by Quay Walker),1.0,1.61,2.0,2022,30
3.0,8:26,2.0,2.0,CHI 40,7.0,24.0,David Montgomery right end for 11 yards (tackle by Dean Lowry and Adrian Amos),1.61,2.32,2.0,2022,30
3.0,7:58,1.0,10.0,GNB 49,7.0,24.0,Justin Fields pass complete deep middle to Ryan Griffin for 18 yards (tackle by Darnell Savage),2.32,3.51,2.0,2022,30
3.0,7:21,1.0,10.0,GNB 31,7.0,24.0,David Montgomery right end for 2 yards (tackle by Jarran Reed),3.51,3.24,2.0,2022,30
3.0,6:42,2.0,8.0,GNB 29,7.0,24.0,David Montgomery left guard for 6 yards (tackle by Dean Lowry),3.24,3.34,2.0,2022,30
3.0,6:04,3.0,2.0,GNB 23,7.0,24.0,Justin Fields left end for -3 yards (tackle by Jaire Alexander),3.34,1.79,2.0,2022,30
3.0,5:16,4.0,5.0,GNB 26,10.0,24.0,Cairo Santos 44 yard field goal good,1.79,3.0,2.0,2022,30
3.0,5:11,,,CHI 35,10.0,24.0,"Cairo Santos kicks off 65 yards, returned by Amari Rodgers for 24 yards (tackle by Trestan Ebner and DeAndre Houston-Carson)",0.0,0.54,2.0,2022,30
3.0,5:06,1.0,10.0,GNB 24,10.0,24.0,Aaron Rodgers pass complete short left to Robert Tonyan for 2 yards (tackle by Jaquan Brisker),0.54,0.27,2.0,2022,30
3.0,4:30,2.0,8.0,GNB 26,10.0,24.0,Aaron Jones right end for 2 yards (tackle by Nicholas Morrow),0.27,-0.23,2.0,2022,30
3.0,3:48,3.0,7.0,GNB 28,10.0,24.0,"Aaron Rodgers pass incomplete short right intended for Aaron Jones. Penalty on Nicholas Morrow: Defensive Pass Interference, 5 yards (declined) . Penalty on Kindle Vildor: Defensive Holding, 5 yards (accepted) (no play)",-0.23,1.14,2.0,2022,30
3.0,3:41,1.0,10.0,GNB 33,10.0,24.0,Aaron Jones left end for 8 yards (tackle by Jaquan Brisker and Roquan Smith),1.14,1.74,2.0,2022,30
3.0,2:59,2.0,1.0,GNB 41,10.0,24.0,AJ Dillon up the middle for 4 yards (tackle by Roquan Smith and Jaquan Brisker),1.74,1.93,2.0,2022,30
3.0,2:15,1.0,10.0,GNB 45,10.0,24.0,AJ Dillon up the middle for 1 yard (tackle by Justin Jones and Kyler Gordon),1.93,1.52,2.0,2022,30
3.0,1:32,2.0,9.0,GNB 46,10.0,24.0,"Josh Myers aborted snap, recovered by AJ Dillon at GB-33 AJ Dillon for no gain",1.52,-0.89,2.0,2022,30
3.0,0:44,3.0,22.0,GNB 33,10.0,24.0,Aaron Rodgers pass complete short right to Romeo Doubs for 7 yards (tackle by Eddie Jackson),-0.89,-0.72,2.0,2022,30
4.0,15:00,4.0,15.0,GNB 40,10.0,24.0,"Pat O'Donnell punts 50 yards, fair catch by Dante Pettis at CHI-10",-0.72,0.38,2.0,2022,30
4.0,14:53,1.0,10.0,CHI 10,10.0,24.0,David Montgomery left end for 11 yards (tackle by Dean Lowry and Jaire Alexander),-0.38,0.34,2.0,2022,30
4.0,14:13,1.0,10.0,CHI 21,10.0,24.0,Justin Fields pass incomplete deep middle intended for Darnell Mooney,0.34,-0.2,2.0,2022,30
4.0,14:07,2.0,10.0,CHI 21,10.0,24.0,David Montgomery right guard for 14 yards (tackle by Jaire Alexander and Quay Walker),-0.2,1.27,2.0,2022,30
4.0,13:32,1.0,10.0,CHI 35,10.0,24.0,Justin Fields sacked by Preston Smith for -10 yards,1.27,-0.76,2.0,2022,30
4.0,12:48,2.0,22.0,CHI 25,10.0,24.0,David Montgomery left guard for 28 yards (tackle by Darnell Savage),-0.76,2.46,2.0,2022,30
4.0,12:02,1.0,10.0,GNB 47,10.0,24.0,Khalil Herbert left end for 27 yards (tackle by Darnell Savage),2.46,4.24,2.0,2022,30
4.0,11:20,1.0,10.0,GNB 20,10.0,24.0,"Penalty on Byron Pringle: False Start, 5 yards (accepted) (no play)",4.24,3.91,2.0,2022,30
4.0,11:20,1.0,15.0,GNB 25,10.0,24.0,Khalil Herbert up the middle for 6 yards (tackle by Preston Smith),3.91,3.75,2.0,2022,30
4.0,10:44,2.0,10.0,GNB 19,10.0,24.0,David Montgomery left end for 4 yards (tackle by Preston Smith),3.75,3.7,2.0,2022,30
4.0,10:01,3.0,5.0,GNB 15,10.0,24.0,"Justin Fields left end for 4 yards (tackle by Darnell Savage) CHI challenged the first down ruling, and the original play was overturned. Justin Fields left end for 5 yards (tackle by Darnell Savage)",3.7,4.91,2.0,2022,30
4.0,9:53,1.0,10.0,GNB 10,10.0,24.0,David Montgomery up the middle for 2 yards (tackle by Kenny Clark and Preston Smith),4.91,4.57,2.0,2022,30
4.0,9:21,2.0,8.0,GNB 8,10.0,24.0,David Montgomery right end for 2 yards (tackle by Dean Lowry),4.57,4.04,2.0,2022,30
4.0,8:23,3.0,6.0,GNB 6,10.0,24.0,"Justin Fields scrambles right end for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Justin Fields scrambles for 5 yards (tackle by Quay Walker)",4.04,3.55,2.0,2022,30
4.0,8:13,4.0,1.0,GNB 1,10.0,24.0,"Justin Fields up the middle for no gain (tackle by Preston Smith and Jarran Reed) CHI challenged the runner broke the plane ruling, and the play was upheld.",3.55,0.38,2.0,2022,30
4.0,8:07,1.0,10.0,GNB 1,10.0,24.0,AJ Dillon up the middle for 4 yards (tackle by Nicholas Morrow and Matthew Adams),-0.38,-0.49,2.0,2022,30
4.0,7:23,2.0,6.0,GNB 5,10.0,24.0,Aaron Jones right guard for 4 yards (tackle by Justin Jones),-0.49,-0.48,2.0,2022,30
4.0,6:29,3.0,2.0,GNB 9,10.0,24.0,Aaron Rodgers right end for 4 yards (tackle by Al-Quadin Muhammad),-0.48,-0.32,2.0,2022,30
4.0,5:51,1.0,10.0,GNB 13,10.0,24.0,AJ Dillon right end for -1 yards (tackle by Justin Jones),-0.32,-0.85,2.0,2022,30
4.0,5:45,,,,,,Timeout #2 by Chicago Bears,,,2.0,2022,30
4.0,5:45,2.0,11.0,GNB 12,10.0,24.0,Aaron Rodgers pass complete deep left to Sammy Watkins for 55 yards (tackle by Eddie Jackson),-0.85,3.38,2.0,2022,30
4.0,5:05,1.0,10.0,CHI 33,10.0,24.0,Aaron Jones right end for 18 yards (tackle by Eddie Jackson),3.38,4.58,2.0,2022,30
4.0,4:54,,,,,,Timeout #3 by Chicago Bears,,,2.0,2022,30
4.0,4:54,1.0,10.0,CHI 15,10.0,24.0,Aaron Rodgers pass complete short middle to Christian Watson for 1 yard (tackle by Kyler Gordon and Jaquan Brisker),4.58,4.11,2.0,2022,30
4.0,4:08,2.0,9.0,CHI 14,10.0,24.0,Aaron Jones right end for -2 yards (tackle by Justin Jones),4.11,3.0,2.0,2022,30
4.0,3:22,,,,,,Timeout #1 by Green Bay Packers,,,2.0,2022,30
4.0,3:22,3.0,12.0,CHI 16,10.0,24.0,Aaron Rodgers pass complete short middle to AJ Dillon for 6 yards (tackle by Nicholas Morrow),3.0,2.81,2.0,2022,30
4.0,2:31,,,,,,Timeout #2 by Green Bay Packers,,,2.0,2022,30
4.0,2:31,4.0,5.0,CHI 10,10.0,27.0,Mason Crosby 28 yard field goal good,2.81,3.0,2.0,2022,30
4.0,2:28,,,GNB 35,10.0,27.0,"Mason Crosby kicks off 60 yards, returned by Trestan Ebner for 24 yards (tackle by Tyler Davis). Penalty on DeAndre Houston-Carson: Offensive Holding, 10 yards (accepted)",0.0,0.15,2.0,2022,30
4.0,2:21,1.0,10.0,CHI 19,10.0,27.0,Justin Fields pass incomplete short right intended for Equanimeous St. Brown (defended by Quay Walker),0.15,-0.39,2.0,2022,30
4.0,2:18,2.0,10.0,CHI 19,10.0,27.0,Justin Fields pass deep right intended for Equanimeous St. Brown is intercepted by Jaire Alexander at CHI-39 and returned for no gain,-0.39,-2.98,2.0,2022,30
4.0,2:09,1.0,10.0,CHI 39,10.0,27.0,AJ Dillon up the middle for no gain (tackle by Armon Watts and Trevis Gipson),2.98,2.44,2.0,2022,30
4.0,2:00,2.0,10.0,CHI 39,10.0,27.0,AJ Dillon left tackle for 6 yards (tackle by Trevis Gipson and Roquan Smith),2.44,2.54,2.0,2022,30
4.0,1:14,3.0,4.0,CHI 33,10.0,27.0,AJ Dillon up the middle for 5 yards (tackle by Mike Pennel),2.54,3.71,2.0,2022,30
4.0,0:29,1.0,10.0,CHI 28,10.0,27.0,Aaron Rodgers kneels for -1 yards,3.71,3.03,2.0,2022,30
