Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kirk Cousins,MIN,0,0,0,0,0,2.0,2022,32
Dalvin Cook,MIN,6,4,19,0,14,2.0,2022,32
Jalen Reagor,MIN,2,1,7,0,7,2.0,2022,32
Alexander Mattison,MIN,5,3,6,0,7,2.0,2022,32
Adam Thielen,MIN,7,4,52,0,19,2.0,2022,32
Justin Jefferson,MIN,12,6,48,0,11,2.0,2022,32
Irv Smith Jr.,MIN,8,5,36,1,15,2.0,2022,32
Johnny Mundt,MIN,3,2,28,0,17,2.0,2022,32
K.J. Osborn,MIN,2,2,25,0,15,2.0,2022,32
Jalen Hurts,PHI,0,0,0,0,0,2.0,2022,32
Miles Sanders,PHI,3,3,6,0,6,2.0,2022,32
Boston Scott,PHI,1,1,2,0,2,2.0,2022,32
Kenneth Gainwell,PHI,2,1,11,0,11,2.0,2022,32
Dallas Goedert,PHI,6,5,82,0,24,2.0,2022,32
DeVonta Smith,PHI,7,7,80,0,19,2.0,2022,32
A.J. Brown,PHI,8,5,69,0,23,2.0,2022,32
Quez Watkins,PHI,2,2,69,1,53,2.0,2022,32
Zach Pascal,PHI,2,2,14,0,8,2.0,2022,32
