Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mac Jones,NWE,0,0,0,0,0,2.0,2022,24
Damien Harris,NWE,2,2,16,0,11,2.0,2022,24
Rhamondre Stevenson,NWE,2,1,4,0,4,2.0,2022,24
Nelson Agholor,NWE,6,6,110,1,44,2.0,2022,24
Jakobi Meyers,NWE,13,9,95,0,24,2.0,2022,24
Kendrick Bourne,NWE,3,2,16,0,10,2.0,2022,24
Lil'Jordan Humphrey,NWE,2,1,11,0,11,2.0,2022,24
Hunter Henry,NWE,1,0,0,0,0,2.0,2022,24
DeVante Parker,NWE,2,0,0,0,0,2.0,2022,24
Jonnu Smith,NWE,3,0,0,0,0,2.0,2022,24
Mitchell Trubisky,PIT,0,0,0,0,0,2.0,2022,24
Najee Harris,PIT,6,5,40,0,14,2.0,2022,24
Gunner Olszewski,PIT,0,0,0,0,0,2.0,2022,24
Jaylen Warren,PIT,1,1,0,0,0,2.0,2022,24
Derek Watt,PIT,0,0,0,0,0,2.0,2022,24
Diontae Johnson,PIT,10,6,57,0,17,2.0,2022,24
Chase Claypool,PIT,6,4,26,0,11,2.0,2022,24
George Pickens,PIT,2,1,23,0,23,2.0,2022,24
Pat Freiermuth,PIT,7,4,22,1,8,2.0,2022,24
