Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Ashton Dulin,IND,7,5,79,0,3.0,68,13.6,11,2.2,11.6,0,,0,0.0,1,69.0,2.0,2022,20
Nyheim Hines,IND,5,4,37,0,1.0,13,3.3,24,6.0,3.0,1,4.0,0,0.0,0,97.5,2.0,2022,20
Kylen Granson,IND,2,2,14,0,,4,2.0,10,5.0,2.0,0,,0,0.0,0,95.8,2.0,2022,20
Dezmon Patmon,IND,6,2,24,0,1.0,17,8.5,7,3.5,12.2,0,,1,16.7,1,6.9,2.0,2022,20
Mo Alie-Cox,IND,3,1,9,0,,8,8.0,1,1.0,5.3,0,,0,0.0,0,42.4,2.0,2022,20
Mike Strachan,IND,3,1,23,0,1.0,20,20.0,3,3.0,13.7,0,,0,0.0,0,61.8,2.0,2022,20
Jonathan Taylor,IND,1,1,9,0,0.0,1,1.0,8,8.0,1.0,1,1.0,0,0.0,0,104.2,2.0,2022,20
Parris Campbell,IND,2,0,0,0,,0,,0,,10.0,0,,0,0.0,1,0.0,2.0,2022,20
Evan Engram,JAX,8,7,46,0,3.0,19,2.7,27,3.9,3.8,0,,0,0.0,0,90.6,2.0,2022,20
Christian Kirk,JAX,6,6,78,2,5.0,44,7.3,34,5.7,7.3,0,,0,0.0,0,158.3,2.0,2022,20
Travis Etienne,JAX,3,3,33,0,2.0,-9,-3.0,42,14.0,-3.0,0,,0,0.0,0,112.5,2.0,2022,20
Marvin Jones,JAX,5,3,33,0,2.0,29,9.7,4,1.3,13.2,0,,1,20.0,0,79.6,2.0,2022,20
Zay Jones,JAX,4,3,23,0,1.0,14,4.7,9,3.0,6.0,0,,0,0.0,0,88.5,2.0,2022,20
James Robinson,JAX,2,2,14,0,1.0,2,1.0,12,6.0,1.0,0,,0,0.0,0,95.8,2.0,2022,20
Dan Arnold,JAX,1,1,8,0,,-1,-1.0,9,9.0,-1.0,0,,0,0.0,0,100.0,2.0,2022,20
Jamal Agnew,JAX,1,0,0,0,,0,,0,,41.0,0,,1,100.0,0,39.6,2.0,2022,20
