Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Tyler Allgeier,ATL,10,30,0,1.0,14,1.4,16,1.6,0,,2.0,2022,25
Cordarrelle Patterson,ATL,10,41,0,2.0,9,0.9,32,3.2,0,,2.0,2022,25
Marcus Mariota,ATL,6,16,0,1.0,7,1.2,9,1.5,0,,2.0,2022,25
Caleb Huntley,ATL,1,3,0,,1,1.0,2,2.0,0,,2.0,2022,25
Cam Akers,LAR,15,44,0,2.0,11,0.7,33,2.2,0,,2.0,2022,25
Darrell Henderson,LAR,10,47,1,4.0,34,3.4,13,1.3,0,,2.0,2022,25
Brandon Powell,LAR,1,-26,0,,-26,-26.0,0,0.0,0,,2.0,2022,25
