Player,Pos,home_team,team,week,year,game_id
Marcus Mariota,QB,0,Falcons,2.0,2022,25
Cordarrelle Patterson,RB,0,Falcons,2.0,2022,25
Olamide Zaccheaus,WR,0,Falcons,2.0,2022,25
Drake London,WR,0,Falcons,2.0,2022,25
Anthony Firkser,TE,0,Falcons,2.0,2022,25
Kyle Pitts,TE,0,Falcons,2.0,2022,25
Drew Dalman,OL,0,Falcons,2.0,2022,25
Elijah Wilkinson,T,0,Falcons,2.0,2022,25
Jake Matthews,T,0,Falcons,2.0,2022,25
Kaleb McGary,T,0,Falcons,2.0,2022,25
Chris Lindstrom,G,0,Falcons,2.0,2022,25
Anthony Rush,DT,0,Falcons,2.0,2022,25
Grady Jarrett,DT,0,Falcons,2.0,2022,25
Adetokunbo Ogundeji,OLB,0,Falcons,2.0,2022,25
Lorenzo Carter,LB,0,Falcons,2.0,2022,25
Mykal Walker,LB,0,Falcons,2.0,2022,25
Rashaan Evans,LB,0,Falcons,2.0,2022,25
Casey Hayward,CB,0,Falcons,2.0,2022,25
AJ Terrell,CB,0,Falcons,2.0,2022,25
Jaylinn Hawkins,SS,0,Falcons,2.0,2022,25
Erik Harris,S,0,Falcons,2.0,2022,25
Richie Grant,S,0,Falcons,2.0,2022,25
