Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Ryan Tannehill,TEN,11,20,117,0,2,2,16,19,32.7,2.0,2022,31
Malik Willis,TEN,1,4,6,0,0,0,0,6,39.6,2.0,2022,31
Hassan Haskins,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Derrick Henry,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Treylon Burks,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Robert Woods,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Austin Hooper,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Kyle Philips,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Josh Gordon,TEN,0,0,0,0,0,0,0,0,,2.0,2022,31
Josh Allen,BUF,26,38,317,4,0,1,4,46,128.9,2.0,2022,31
Case Keenum,BUF,0,2,0,0,0,0,0,0,39.6,2.0,2022,31
James Cook,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Devin Singletary,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Zack Moss,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Jake Kumerow,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Jamison Crowder,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Quintin Morris,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,2.0,2022,31
