Player,Pos,home_team,team,week,year,game_id
Carson Wentz,QB,0,Commanders,2.0,2022,21
Antonio Gibson,RB,0,Commanders,2.0,2022,21
Jahan Dotson,WR,0,Commanders,2.0,2022,21
Curtis Samuel,WR,0,Commanders,2.0,2022,21
Terry McLaurin,WR,0,Commanders,2.0,2022,21
Logan Thomas,TE,0,Commanders,2.0,2022,21
Samuel Cosmi,T,0,Commanders,2.0,2022,21
Charles Leno Jr.,T,0,Commanders,2.0,2022,21
Andrew Norwell,G,0,Commanders,2.0,2022,21
Trai Turner,G,0,Commanders,2.0,2022,21
Chase Roullier,C,0,Commanders,2.0,2022,21
James Smith-Williams,DE,0,Commanders,2.0,2022,21
Montez Sweat,DE,0,Commanders,2.0,2022,21
Jonathan Allen,DT,0,Commanders,2.0,2022,21
Daron Payne,DT,0,Commanders,2.0,2022,21
Daniel Wise,DT,0,Commanders,2.0,2022,21
Cole Holcomb,LB,0,Commanders,2.0,2022,21
William Jackson III,CB,0,Commanders,2.0,2022,21
Benjamin St-Juste,CB,0,Commanders,2.0,2022,21
Kendall Fuller,CB,0,Commanders,2.0,2022,21
Bobby McCain,S,0,Commanders,2.0,2022,21
Darrick Forrest,S,0,Commanders,2.0,2022,21
