#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:52,CAR 22,4,2:02,4,Field Goal,1,Giants,2.0,2022,18
2,1,10:17,CAR 40,13,7:47,25,Field Goal,1,Giants,2.0,2022,18
3,2,12:15,NYG 25,5,3:26,8,Punt,1,Giants,2.0,2022,18
4,2,6:04,NYG 11,3,0:45,4,Punt,1,Giants,2.0,2022,18
5,2,0:56,NYG 25,3,0:56,9,End of Half,1,Giants,2.0,2022,18
6,3,15:00,NYG 25,3,1:33,-1,Punt,1,Giants,2.0,2022,18
7,3,12:27,NYG 25,8,3:08,75,Touchdown,1,Giants,2.0,2022,18
8,3,6:39,NYG 15,5,1:48,11,Punt,1,Giants,2.0,2022,18
9,3,3:14,NYG 10,3,1:50,0,Punt,1,Giants,2.0,2022,18
10,3,0:55,NYG 9,9,3:24,58,Field Goal,1,Giants,2.0,2022,18
11,4,10:46,NYG 25,11,7:12,37,Field Goal,1,Giants,2.0,2022,18
12,4,2:06,NYG 25,7,2:06,28,End of Game,1,Giants,2.0,2022,18
