Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA,week,year,game_id
1.0,7:06,2.0,9.0,TAM 49,0.0,3.0,Tom Brady pass complete short left to Russell Gage for 3 yards (tackle by Demario Davis and Justin Evans),1.72,1.42,2.0,2022,23
1.0,6:27,3.0,6.0,NOR 48,0.0,3.0,Tom Brady pass complete short middle to Mike Evans for 13 yards (tackle by Justin Evans),1.42,3.25,2.0,2022,23
1.0,5:49,1.0,10.0,NOR 35,0.0,3.0,Leonard Fournette right end for 1 yard (tackle by Justin Evans and Christian Ringo),3.25,2.84,2.0,2022,23
1.0,5:11,2.0,9.0,NOR 34,0.0,3.0,Tom Brady pass complete short left to Russell Gage for 8 yards (tackle by Justin Evans),2.84,3.2,2.0,2022,23
1.0,4:26,3.0,1.0,NOR 26,0.0,3.0,"Tom Brady aborted snap, recovered by Demario Davis at NO-25",3.2,-0.61,2.0,2022,23
1.0,4:21,1.0,10.0,NOR 25,0.0,3.0,Dwayne Washington right tackle for 3 yards (tackle by Akiem Hicks and Joe Tryon-Shoyinka),0.61,0.47,2.0,2022,23
1.0,3:44,2.0,7.0,NOR 28,0.0,3.0,Jameis Winston scrambles up the middle for 2 yards (tackle by Shaquil Barrett),0.47,0.04,2.0,2022,23
1.0,3:00,3.0,5.0,NOR 30,0.0,3.0,Jameis Winston sacked by Lavonte David for -8 yards,0.04,1.4,2.0,2022,23
1.0,3:00,1.0,10.0,NOR 37,0.0,3.0,"Penalty on Keanu Neal: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.4,1.4,2.0,2022,23
1.0,2:42,1.0,10.0,NOR 37,0.0,3.0,Mark Ingram left guard for 3 yards (tackle by Devin White and Vita Vea),1.4,1.26,2.0,2022,23
1.0,2:06,2.0,7.0,NOR 40,0.0,3.0,Mark Ingram left tackle for 4 yards (tackle by Akiem Hicks),1.26,1.09,2.0,2022,23
1.0,1:25,3.0,3.0,NOR 44,0.0,3.0,Taysom Hill right guard for -2 yards (tackle by Shaquil Barrett),1.09,-0.59,2.0,2022,23
1.0,0:43,4.0,5.0,NOR 42,0.0,3.0,"Blake Gillikin punts 35 yards, fair catch by Jaelon Darden at TB-23",-0.59,-0.48,2.0,2022,23
1.0,0:35,1.0,10.0,TAM 23,0.0,3.0,Leonard Fournette right tackle for 6 yards (tackle by Tanoh Kpassagnon and Shy Tuttle),0.48,0.74,2.0,2022,23
1.0,0:03,2.0,4.0,TAM 29,0.0,3.0,Tom Brady pass incomplete short right intended for Cade Otton,0.74,0.04,2.0,2022,23
2.0,15:00,3.0,4.0,TAM 29,0.0,3.0,Tom Brady pass complete deep right to Mike Evans for 41 yards (tackle by Justin Evans and Marcus Maye),0.04,3.58,2.0,2022,23
2.0,14:26,1.0,10.0,NOR 30,0.0,3.0,Leonard Fournette left guard for 13 yards (tackle by Tyrann Mathieu),3.58,4.44,2.0,2022,23
2.0,13:43,1.0,10.0,NOR 17,0.0,3.0,Leonard Fournette right guard for 2 yards (tackle by Shy Tuttle),4.44,4.15,2.0,2022,23
2.0,13:04,2.0,8.0,NOR 15,0.0,3.0,Tom Brady pass incomplete short left intended for Rachaad White,4.15,3.34,2.0,2022,23
2.0,12:59,3.0,8.0,NOR 15,0.0,3.0,Tom Brady pass complete short right to Leonard Fournette for 7 yards (tackle by Marshon Lattimore and Justin Evans),3.34,2.99,2.0,2022,23
2.0,12:17,4.0,1.0,NOR 8,0.0,3.0,Leonard Fournette right guard for -1 yards (tackle by Carl Granderson),2.99,0.38,2.0,2022,23
2.0,12:12,1.0,10.0,NOR 9,0.0,3.0,Mark Ingram left end for 1 yard (tackle by Devin White),-0.38,-0.71,2.0,2022,23
2.0,11:39,2.0,9.0,NOR 10,0.0,3.0,Jameis Winston pass complete short left to Mark Ingram for 3 yards (tackle by Lavonte David and Anthony Nelson),-0.71,-0.95,2.0,2022,23
2.0,10:55,3.0,6.0,NOR 13,0.0,3.0,Jameis Winston pass incomplete deep right intended for Chris Olave,-0.95,-2.49,2.0,2022,23
2.0,10:48,4.0,6.0,NOR 13,0.0,3.0,"Blake Gillikin punts 54 yards, returned by Jaelon Darden for 17 yards (tackle by Adam Prentice)",-2.49,-2.26,2.0,2022,23
2.0,10:37,1.0,10.0,NOR 50,0.0,3.0,Tom Brady pass complete short right to Leonard Fournette for 2 yards (tackle by Pete Werner),2.26,1.98,2.0,2022,23
2.0,10:03,2.0,8.0,NOR 48,0.0,3.0,Leonard Fournette left tackle for no gain (tackle by Pete Werner),1.98,1.29,2.0,2022,23
2.0,9:23,3.0,8.0,NOR 48,0.0,3.0,"Penalty on Tristan Wirfs: False Start, 4 yards (accepted) (no play)",1.29,0.76,2.0,2022,23
2.0,9:10,3.0,12.0,TAM 48,0.0,3.0,Tom Brady pass complete short right to Russell Gage for 3 yards (tackle by Bradley Roby),0.76,0.0,2.0,2022,23
2.0,8:27,4.0,9.0,NOR 49,0.0,3.0,"Jake Camarda punts 42 yards, fair catch by Deonte Harty at NO-7",0.0,0.38,2.0,2022,23
2.0,8:20,1.0,10.0,NOR 7,0.0,3.0,Jameis Winston pass incomplete short middle intended for Chris Olave,-0.38,-0.78,2.0,2022,23
2.0,8:14,2.0,10.0,NOR 7,0.0,3.0,Jameis Winston pass incomplete short right intended for Michael Thomas (defended by Carlton Davis),-0.78,-1.42,2.0,2022,23
2.0,8:10,3.0,10.0,NOR 7,0.0,3.0,Jameis Winston pass complete short middle to Michael Thomas for 13 yards (tackle by Carlton Davis),-1.42,0.28,2.0,2022,23
2.0,7:27,1.0,10.0,NOR 20,0.0,3.0,Tony Jones right tackle for 6 yards (tackle by Carlton Davis),0.28,0.54,2.0,2022,23
2.0,6:53,2.0,4.0,NOR 26,0.0,3.0,"Jameis Winston pass complete short right to Michael Thomas for no gain (tackle by Carlton Davis). Penalty on Michael Thomas: Offensive Pass Interference, 10 yards (accepted) (no play)",0.54,-0.94,2.0,2022,23
2.0,6:27,2.0,14.0,NOR 16,0.0,3.0,Jameis Winston pass complete short right to Jarvis Landry for 4 yards (tackle by Lavonte David),-0.94,-0.96,2.0,2022,23
2.0,5:43,3.0,10.0,NOR 20,0.0,3.0,"Penalty on Devin White: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.96,-0.3,2.0,2022,23
2.0,5:28,3.0,5.0,NOR 25,0.0,3.0,Jameis Winston pass complete short left to Chris Olave for 8 yards (tackle by Jamel Dean),-0.3,1.14,2.0,2022,23
2.0,4:48,1.0,10.0,NOR 33,0.0,3.0,Jameis Winston pass incomplete deep middle intended for Chris Olave,1.14,0.59,2.0,2022,23
2.0,4:40,2.0,10.0,NOR 33,0.0,3.0,Mark Ingram right guard for 6 yards (tackle by Shaquil Barrett),0.59,0.7,2.0,2022,23
2.0,3:59,3.0,4.0,NOR 39,0.0,3.0,"Jameis Winston sacked by Shaquil Barrett for no gain. Jameis Winston fumbles (forced by Shaquil Barrett), recovered by James Hurst at NO-39",0.7,-0.78,2.0,2022,23
2.0,3:18,4.0,4.0,NOR 39,0.0,3.0,"Penalty on Zack Baun: False Start, 5 yards (accepted) (no play)",-0.78,-1.11,2.0,2022,23
2.0,3:11,4.0,9.0,NOR 34,0.0,3.0,"Blake Gillikin punts 53 yards, returned by Jaelon Darden for no gain",-1.11,0.32,2.0,2022,23
2.0,3:02,1.0,10.0,TAM 13,0.0,3.0,"Penalty on Luke Goedeke: False Start, 5 yards (accepted) (no play)",-0.32,-0.57,2.0,2022,23
2.0,3:02,1.0,15.0,TAM 8,0.0,3.0,Leonard Fournette right tackle for 2 yards (tackle by Demario Davis and Pete Werner),-0.57,-1.0,2.0,2022,23
2.0,2:22,2.0,13.0,TAM 10,0.0,3.0,Tom Brady pass complete short right to Cade Otton for 4 yards (tackle by Pete Werner),-1.0,-1.3,2.0,2022,23
2.0,2:00,3.0,9.0,TAM 14,0.0,3.0,Tom Brady pass incomplete short middle,-1.3,-2.47,2.0,2022,23
2.0,1:56,4.0,9.0,TAM 14,0.0,3.0,"Jake Camarda punts 49 yards, returned by Deonte Harty for -6 yards (tackle by Pat O'Connor)",-2.47,-1.0,2.0,2022,23
2.0,1:43,1.0,10.0,NOR 31,0.0,3.0,Jameis Winston pass complete short right to Jarvis Landry for 3 yards (tackle by Devin White),1.0,0.87,2.0,2022,23
2.0,1:38,2.0,7.0,NOR 34,0.0,3.0,Jameis Winston pass complete short right to Juwan Johnson for 2 yards (tackle by Carlton Davis),0.87,0.43,2.0,2022,23
2.0,1:33,3.0,5.0,NOR 36,0.0,3.0,Jameis Winston pass complete short middle to Chris Olave for 4 yards (tackle by Lavonte David),0.43,2.59,2.0,2022,23
2.0,1:33,1.0,10.0,TAM 45,0.0,3.0,"Penalty on Lavonte David: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",2.59,2.59,2.0,2022,23
2.0,1:27,1.0,10.0,TAM 45,0.0,3.0,Jameis Winston pass complete short left to Chris Olave for 6 yards (tackle by Jamel Dean),2.59,2.85,2.0,2022,23
2.0,1:21,2.0,4.0,TAM 39,0.0,3.0,Jameis Winston pass incomplete short left intended for Michael Thomas (defended by Logan Ryan),2.85,2.15,2.0,2022,23
2.0,1:17,3.0,4.0,TAM 39,0.0,3.0,Jameis Winston sacked by Antoine Winfield for no gain,2.15,0.66,2.0,2022,23
2.0,0:28,4.0,4.0,TAM 39,0.0,3.0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",0.66,0.33,2.0,2022,23
2.0,0:28,4.0,9.0,TAM 44,0.0,3.0,"Blake Gillikin punts 30 yards, fair catch by Jaelon Darden at TB-14",0.33,0.28,2.0,2022,23
2.0,0:22,1.0,10.0,TAM 14,0.0,3.0,Tom Brady kneels for -1 yards,-0.28,-0.85,2.0,2022,23
3.0,15:00,,,NOR 35,0.0,3.0,"Wil Lutz kicks off 53 yards, returned by Giovani Bernard for 14 yards (tackle by Zack Baun and Kaden Elliss)",0.0,0.67,2.0,2022,23
3.0,14:57,1.0,10.0,TAM 26,0.0,3.0,Leonard Fournette left guard for 3 yards (tackle by Marcus Davenport and Shy Tuttle),0.67,0.54,2.0,2022,23
3.0,14:12,2.0,7.0,TAM 29,0.0,3.0,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Tyrann Mathieu),0.54,1.33,2.0,2022,23
3.0,13:32,1.0,10.0,TAM 36,0.0,3.0,Tom Brady pass complete short right to Russell Gage for 4 yards (tackle by Bradley Roby),1.33,1.33,2.0,2022,23
3.0,12:59,2.0,6.0,TAM 40,0.0,3.0,"Scott Miller right end for 8 yards (tackle by Bradley Roby). Penalty on Jaelon Darden: Offensive Holding, 10 yards (accepted)",1.33,1.06,2.0,2022,23
3.0,12:29,2.0,8.0,TAM 38,0.0,3.0,Tom Brady pass incomplete short right intended for Scott Miller,1.06,0.37,2.0,2022,23
3.0,12:22,3.0,8.0,TAM 38,0.0,3.0,"Tom Brady pass complete short left to Russell Gage for no gain (tackle by Marshon Lattimore). Penalty on Bradley Roby: Defensive Holding, 5 yards (accepted) (no play)",0.37,1.8,2.0,2022,23
3.0,11:53,1.0,10.0,TAM 43,0.0,3.0,Tom Brady pass incomplete deep right intended for Mike Evans (defended by Marshon Lattimore),1.8,1.25,2.0,2022,23
3.0,11:44,2.0,10.0,TAM 43,0.0,3.0,Leonard Fournette right tackle for 2 yards (tackle by Cameron Jordan and Shy Tuttle),1.25,0.83,2.0,2022,23
3.0,11:01,3.0,8.0,TAM 45,0.0,3.0,Tom Brady pass incomplete deep right intended for Scott Miller,0.83,-0.39,2.0,2022,23
3.0,10:55,4.0,8.0,TAM 45,0.0,3.0,"Jake Camarda punts 39 yards, fair catch by Deonte Harty at NO-16",-0.39,0.14,2.0,2022,23
3.0,10:48,1.0,10.0,NOR 16,0.0,3.0,Mark Ingram left guard for no gain (tackle by Mike Edwards and Joe Tryon-Shoyinka),-0.14,-0.66,2.0,2022,23
3.0,10:13,2.0,10.0,NOR 16,0.0,3.0,Jameis Winston pass incomplete deep right intended for Chris Olave,-0.66,-1.32,2.0,2022,23
3.0,10:05,3.0,10.0,NOR 16,0.0,3.0,Jameis Winston pass incomplete deep right intended for Chris Olave,-1.32,-2.39,2.0,2022,23
3.0,10:00,4.0,10.0,NOR 16,0.0,3.0,"Blake Gillikin punts 46 yards, fair catch by Jaelon Darden at TB-38. Penalty on J.T. Gray: Player Out of Bounds on a Punt, 5 yards (accepted)",-2.39,-1.8,2.0,2022,23
3.0,9:53,1.0,10.0,TAM 43,0.0,3.0,Rachaad White right guard for 2 yards (tackle by Carl Granderson and Shy Tuttle),1.8,1.52,2.0,2022,23
3.0,9:16,2.0,8.0,TAM 45,0.0,3.0,"Tom Brady pass complete short right to Breshad Perriman for 4 yards (tackle by Demario Davis) NOR challenged the pass completion ruling, and the original play was overturned. Tom Brady pass incomplete short right intended for Breshad Perriman (defended by Demario Davis)",1.52,0.83,2.0,2022,23
3.0,9:14,3.0,8.0,TAM 45,0.0,3.0,Tom Brady pass complete short left to Breshad Perriman for 10 yards (tackle by Bradley Roby),0.83,2.59,2.0,2022,23
3.0,8:45,1.0,10.0,NOR 45,0.0,3.0,Tom Brady pass incomplete deep left intended for Scott Miller,2.59,2.04,2.0,2022,23
3.0,8:36,2.0,10.0,NOR 45,0.0,3.0,Tom Brady pass complete short left to Russell Gage for 10 yards (tackle by Marshon Lattimore),2.04,3.25,2.0,2022,23
3.0,8:14,1.0,10.0,NOR 35,0.0,3.0,Rachaad White right guard for -1 yards (tackle by Cameron Jordan),3.25,2.57,2.0,2022,23
3.0,7:35,2.0,11.0,NOR 36,0.0,3.0,Tom Brady pass incomplete short left intended for Rachaad White (defended by Shy Tuttle),2.57,1.88,2.0,2022,23
3.0,7:32,3.0,11.0,NOR 36,0.0,3.0,Tom Brady pass complete short right to Breshad Perriman for 7 yards (tackle by Kaden Elliss),1.88,1.56,2.0,2022,23
3.0,6:51,4.0,4.0,NOR 29,3.0,3.0,Ryan Succop 47 yard field goal good,1.56,3.0,2.0,2022,23
3.0,6:44,,,TAM 35,3.0,3.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,23
3.0,6:44,1.0,10.0,NOR 25,3.0,3.0,Jameis Winston pass complete short right to Michael Thomas for 11 yards,0.61,1.33,2.0,2022,23
3.0,6:02,1.0,10.0,NOR 36,3.0,3.0,Taysom Hill right tackle for 3 yards (tackle by Devin White and Rakeem Nunez-Roches),1.33,1.2,2.0,2022,23
3.0,5:20,2.0,7.0,NOR 39,3.0,3.0,Jameis Winston pass complete short middle to Juwan Johnson for 6 yards (tackle by Devin White),1.2,1.29,2.0,2022,23
3.0,4:45,3.0,1.0,NOR 45,3.0,3.0,Mark Ingram up the middle for 12 yards (tackle by Antoine Winfield),1.29,2.72,2.0,2022,23
3.0,3:57,1.0,10.0,TAM 43,3.0,3.0,Jameis Winston pass complete short right to Jarvis Landry for 8 yards (tackle by Carlton Davis),2.72,3.26,2.0,2022,23
3.0,3:31,2.0,2.0,TAM 35,3.0,3.0,Dwayne Washington left end for 3 yards (tackle by Jamel Dean),3.26,3.45,2.0,2022,23
3.0,2:54,1.0,10.0,TAM 32,3.0,3.0,Dwayne Washington left guard for 8 yards (tackle by Jamel Dean and Devin White),3.45,3.98,2.0,2022,23
3.0,2:14,2.0,2.0,TAM 24,3.0,3.0,Dwayne Washington right tackle for 4 yards (tackle by Lavonte David and Devin White),3.98,4.24,2.0,2022,23
3.0,1:19,1.0,10.0,TAM 20,3.0,3.0,"Mark Ingram left guard for 9 yards. Mark Ingram fumbles (forced by Logan Ryan) (tackle by Lavonte David, recovered by Carl Nassib at TB-10 (tackle by Logan Ryan) (tackle by Logan Ryan)",4.24,0.38,2.0,2022,23
3.0,1:11,1.0,10.0,TAM 10,3.0,3.0,Leonard Fournette right tackle for 5 yards (tackle by Marcus Davenport and Bradley Roby),-0.38,-0.35,2.0,2022,23
3.0,0:30,2.0,5.0,TAM 15,3.0,3.0,Leonard Fournette right guard for 4 yards (tackle by Tanoh Kpassagnon and Pete Werner),-0.35,-0.37,2.0,2022,23
4.0,15:00,3.0,1.0,TAM 19,3.0,3.0,Leonard Fournette left guard for no gain (tackle by Shy Tuttle),-0.37,-2.14,2.0,2022,23
4.0,14:18,4.0,1.0,TAM 19,3.0,3.0,"Penalty on NOR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-2.14,0.54,2.0,2022,23
4.0,14:18,1.0,10.0,TAM 24,3.0,3.0,Leonard Fournette right end for 7 yards (tackle by Marcus Maye),0.54,0.94,2.0,2022,23
4.0,13:40,2.0,3.0,TAM 31,3.0,3.0,Tom Brady sacked by and Shy Tuttle for -2 yards and David Onyemata for -2 yards,0.94,-0.03,2.0,2022,23
4.0,12:55,3.0,5.0,TAM 29,3.0,3.0,Tom Brady pass incomplete deep right intended for Scott Miller,-0.03,-1.44,2.0,2022,23
4.0,12:49,4.0,5.0,TAM 29,3.0,3.0,"Penalty on Mike Evans: Unsportsmanlike Conduct / Offense, 15 yards (offset) Penalty on Marshon Lattimore: Unsportsmanlike Conduct / Defense, 15 yards (offset) (no play)",-1.44,-1.44,2.0,2022,23
4.0,12:49,4.0,5.0,TAM 29,3.0,3.0,Jake Camarda punts 26 yards out of bounds,-1.44,-1.93,2.0,2022,23
4.0,12:42,1.0,10.0,NOR 45,3.0,3.0,Tony Jones right guard for 2 yards (tackle by Rakeem Nunez-Roches and Antoine Winfield),1.93,1.65,2.0,2022,23
4.0,11:58,2.0,8.0,NOR 47,3.0,3.0,Jameis Winston pass deep middle intended for Chris Olave is intercepted by Jamel Dean in end zone and returned for no gain,1.65,-0.28,2.0,2022,23
4.0,11:48,1.0,10.0,TAM 20,3.0,3.0,Leonard Fournette left guard for 5 yards (tackle by Demario Davis and Carl Granderson),0.28,0.41,2.0,2022,23
4.0,11:11,2.0,5.0,TAM 25,3.0,3.0,Tom Brady pass complete short middle to Scott Miller for 11 yards (tackle by Tyrann Mathieu),0.41,1.33,2.0,2022,23
4.0,10:37,1.0,10.0,TAM 36,3.0,3.0,Tom Brady pass incomplete short right intended for Leonard Fournette,1.33,0.79,2.0,2022,23
4.0,10:33,2.0,10.0,TAM 36,3.0,3.0,Tom Brady pass incomplete short right intended for Scott Miller,0.79,0.1,2.0,2022,23
4.0,10:28,3.0,10.0,TAM 36,3.0,3.0,Tom Brady pass complete short middle to Cameron Brate for 9 yards (tackle by Demario Davis),0.1,-0.39,2.0,2022,23
4.0,10:15,4.0,1.0,TAM 45,3.0,3.0,"Penalty on Bradley Roby: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-0.39,2.92,2.0,2022,23
4.0,10:15,1.0,10.0,NOR 40,3.0,3.0,Leonard Fournette right tackle for 2 yards (tackle by Shy Tuttle and Justin Evans),2.92,2.64,2.0,2022,23
4.0,9:24,2.0,8.0,NOR 38,3.0,3.0,"Tom Brady pass incomplete short left intended for Ko Kieft. Penalty on Shy Tuttle: Defensive Holding, 5 yards (accepted) (no play)",2.64,3.38,2.0,2022,23
4.0,9:17,1.0,10.0,NOR 33,3.0,3.0,Leonard Fournette left guard for 5 yards (tackle by Marcus Maye),3.38,3.51,2.0,2022,23
4.0,8:40,2.0,5.0,NOR 28,3.0,3.0,Leonard Fournette left guard for no gain (tackle by Pete Werner),3.51,2.81,2.0,2022,23
4.0,7:49,3.0,5.0,NOR 28,9.0,3.0,"Tom Brady pass complete deep right to Breshad Perriman for 28 yards, touchdown",2.81,7.0,2.0,2022,23
4.0,7:41,,,NOR 15,10.0,3.0,Ryan Succop kicks extra point good,0.0,0.0,2.0,2022,23
4.0,7:41,,,TAM 35,10.0,3.0,"Jake Camarda kicks off 65 yards, returned by Deonte Harty for 33 yards (tackle by Carlton Davis and Sean Murphy-Bunting)",0.0,1.14,2.0,2022,23
4.0,7:35,1.0,10.0,NOR 33,10.0,3.0,Jameis Winston sacked by and Vita Vea for -5 yards and Joe Tryon-Shoyinka for -5 yards,1.14,-0.08,2.0,2022,23
4.0,6:56,2.0,15.0,NOR 28,10.0,3.0,Jameis Winston pass deep left intended for Juwan Johnson is intercepted by Jamel Dean at TB-47 and returned for 24 yards (tackle by James Hurst),-0.08,-3.64,2.0,2022,23
4.0,6:45,1.0,10.0,NOR 29,10.0,3.0,Tom Brady pass complete short middle to Scott Miller for no gain (tackle by Pete Werner),3.64,3.1,2.0,2022,23
4.0,6:04,2.0,10.0,NOR 29,10.0,3.0,Tom Brady pass incomplete short left intended for Russell Gage,3.1,2.41,2.0,2022,23
4.0,6:00,3.0,10.0,NOR 29,10.0,3.0,Tom Brady pass incomplete deep middle intended for Cameron Brate (defended by Kaden Elliss),2.41,1.5,2.0,2022,23
4.0,5:55,4.0,11.0,NOR 29,13.0,3.0,Ryan Succop 47 yard field goal good,1.5,3.0,2.0,2022,23
4.0,5:50,,,TAM 35,13.0,3.0,"Jake Camarda kicks off 67 yards, returned by Deonte Harty for 32 yards (tackle by Dee Delaney)",0.0,0.94,2.0,2022,23
4.0,5:43,1.0,10.0,NOR 30,13.0,3.0,Jameis Winston sacked by Devin White for -5 yards,0.94,-0.28,2.0,2022,23
4.0,5:17,2.0,15.0,NOR 25,13.0,3.0,Jameis Winston pass complete short right to Juwan Johnson for 22 yards (tackle by Carlton Davis),-0.28,2.06,2.0,2022,23
4.0,4:52,1.0,10.0,NOR 47,13.0,3.0,Jameis Winston pass incomplete deep right intended for Chris Olave,2.06,1.52,2.0,2022,23
4.0,4:45,2.0,10.0,NOR 47,13.0,3.0,Jameis Winston pass complete short middle to Michael Thomas for 11 yards (tackle by Logan Ryan),1.52,2.79,2.0,2022,23
4.0,4:23,1.0,10.0,TAM 42,19.0,3.0,"Jameis Winston pass short left intended for Jarvis Landry is intercepted by Mike Edwards at TB-32 and returned for 68 yards, touchdown",2.79,-7.0,2.0,2022,23
4.0,4:11,,,NOR 15,20.0,3.0,Ryan Succop kicks extra point good,0.0,0.0,2.0,2022,23
4.0,4:11,,,TAM 35,20.0,3.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,2.0,2022,23
4.0,4:11,1.0,10.0,NOR 25,20.0,3.0,Jameis Winston pass incomplete short right intended for Juwan Johnson (defended by Devin White),0.61,0.06,2.0,2022,23
4.0,4:06,2.0,10.0,NOR 25,20.0,3.0,Jameis Winston pass complete short right to Juwan Johnson for 10 yards (tackle by Carlton Davis),0.06,1.27,2.0,2022,23
4.0,3:49,1.0,10.0,NOR 35,20.0,3.0,"Jameis Winston pass incomplete deep middle intended for Chris Olave. Penalty on Carlton Davis: Defensive Pass Interference, 42 yards (accepted) (no play)",1.27,4.04,2.0,2022,23
4.0,3:39,1.0,10.0,TAM 23,20.0,3.0,Jameis Winston pass complete short left to Michael Thomas for 10 yards (tackle by Mike Edwards and Jamel Dean),4.04,4.71,2.0,2022,23
4.0,3:15,1.0,10.0,TAM 13,20.0,3.0,"Penalty on James Hurst: False Start, 5 yards (accepted) (no play)",4.71,4.29,2.0,2022,23
4.0,3:15,1.0,15.0,TAM 18,20.0,3.0,Jameis Winston pass complete short right to Chris Olave for 11 yards (tackle by Carlton Davis),4.29,5.15,2.0,2022,23
4.0,3:11,2.0,4.0,TAM 7,20.0,3.0,Jameis Winston pass incomplete short middle intended for Juwan Johnson,5.15,4.33,2.0,2022,23
4.0,3:07,3.0,4.0,TAM 7,20.0,9.0,"Jameis Winston pass complete short right to Michael Thomas for 7 yards, touchdown",4.33,7.0,2.0,2022,23
4.0,3:02,,,TAM 15,20.0,10.0,Wil Lutz kicks extra point good,0.0,0.0,2.0,2022,23
4.0,3:02,,,NOR 35,20.0,10.0,"Wil Lutz kicks onside 8 yards, returned by Cade Otton for no gain",0.0,2.72,2.0,2022,23
4.0,3:01,1.0,10.0,NOR 43,20.0,10.0,Leonard Fournette left guard for 5 yards (tackle by Tanoh Kpassagnon and Kaden Elliss),2.72,2.85,2.0,2022,23
4.0,2:56,,,,,,Timeout #1 by New Orleans Saints,,,2.0,2022,23
4.0,2:56,2.0,5.0,NOR 38,20.0,10.0,Leonard Fournette right guard for 1 yard (tackle by David Onyemata),2.85,2.28,2.0,2022,23
4.0,2:52,,,,,,Timeout #2 by New Orleans Saints,,,2.0,2022,23
4.0,2:52,3.0,4.0,NOR 37,20.0,10.0,Tom Brady pass incomplete deep right intended for Breshad Perriman (defended by Alontae Taylor),2.28,0.79,2.0,2022,23
4.0,2:46,4.0,4.0,NOR 37,20.0,10.0,"Penalty on TAM: Delay of Game, 5 yards (accepted) (no play)",0.79,0.46,2.0,2022,23
4.0,2:46,4.0,9.0,NOR 42,20.0,10.0,Jake Camarda punts 32 yards out of bounds,0.46,0.38,2.0,2022,23
