#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,9:02,TAM 25,9,4:41,49,Fumble,0,Buccaneers,2.0,2022,23
2,1,0:35,TAM 23,8,3:23,68,Downs,0,Buccaneers,2.0,2022,23
3,2,10:37,,3,2:17,1,Punt,0,Buccaneers,2.0,2022,23
4,2,3:02,TAM 13,3,1:19,1,Punt,0,Buccaneers,2.0,2022,23
5,2,0:22,TAM 14,1,0:22,-1,End of Half,0,Buccaneers,2.0,2022,23
6,3,15:00,TAM 26,8,4:12,19,Punt,0,Buccaneers,2.0,2022,23
7,3,9:53,TAM 43,9,3:09,28,Field Goal,0,Buccaneers,2.0,2022,23
8,3,1:11,TAM 10,6,3:29,19,Punt,0,Buccaneers,2.0,2022,23
9,4,11:48,TAM 20,9,4:07,80,Touchdown,0,Buccaneers,2.0,2022,23
10,4,6:45,NOR 29,4,0:55,0,Field Goal,0,Buccaneers,2.0,2022,23
11,4,3:02,NOR 43,3,0:25,1,Punt,0,Buccaneers,2.0,2022,23
12,4,2:27,TAM 34,3,1:20,2,Punt,0,Buccaneers,2.0,2022,23
13,4,0:03,NOR 32,1,0:03,-1,End of Game,0,Buccaneers,2.0,2022,23
