Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bills,34.0,17.69,20.56,-1.12,0.0,18.01,16.42,2.65,15.19,1.55,-5.07,1.22,6.74,-3.82,2.48,2.0,2022,31
Titans,-34.0,-18.01,-16.42,-2.65,-15.19,-17.69,-20.56,1.12,0.0,-1.55,-1.22,5.07,3.82,-6.74,-2.48,2.0,2022,31
