Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Seahawks,-20.0,-9.18,-6.35,-2.16,-4.34,-16.39,-13.57,-2.82,0.0,7.67,-1.22,1.7,3.88,-6.76,10.07,2.0,2022,26
49ers,20.0,16.39,13.57,2.82,0.0,9.18,6.35,2.16,4.34,-7.67,-1.7,1.22,6.76,-3.88,-10.07,2.0,2022,26
