Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Herbert,LAC,0,0,0,0,0,2.0,2022,17
Austin Ekeler,LAC,10,9,55,0,21,2.0,2022,17
Joshua Kelley,LAC,2,1,3,0,3,2.0,2022,17
Sony Michel,LAC,1,1,6,0,6,2.0,2022,17
Mike Williams,LAC,10,8,113,1,39,2.0,2022,17
Gerald Everett,LAC,10,6,71,0,26,2.0,2022,17
DeAndre Carter,LAC,3,3,55,0,35,2.0,2022,17
Josh Palmer,LAC,8,4,30,1,10,2.0,2022,17
Zander Horvath,LAC,2,1,1,1,1,2.0,2022,17
Patrick Mahomes,KAN,0,0,0,0,0,2.0,2022,17
Clyde Edwards-Helaire,KAN,4,4,44,0,21,2.0,2022,17
Jerick McKinnon,KAN,2,2,4,1,9,2.0,2022,17
Michael Burton,KAN,1,1,2,0,2,2.0,2022,17
Isiah Pacheco,KAN,0,0,0,0,0,2.0,2022,17
Travis Kelce,KAN,7,5,51,0,19,2.0,2022,17
Justin Watson,KAN,2,2,50,1,41,2.0,2022,17
Marquez Valdes-Scantling,KAN,7,2,13,0,7,2.0,2022,17
Noah Gray,KAN,3,2,12,0,11,2.0,2022,17
JuJu Smith-Schuster,KAN,3,3,10,0,4,2.0,2022,17
Jody Fortson,KAN,1,0,0,0,0,2.0,2022,17
Mecole Hardman,KAN,4,3,49,0,30,2.0,2022,17
