Quarter,Time,Tm,Detail,CAR,NYG,week,year,game_id
1.0,12:50,Giants,Graham Gano 36 yard field goal,0,3,2.0,2022,18
,2:30,Giants,Graham Gano 33 yard field goal,0,6,2.0,2022,18
2.0,12:15,Panthers,Eddy Piñeiro 31 yard field goal,3,6,2.0,2022,18
,0:56,Panthers,Eddy Piñeiro 32 yard field goal,6,6,2.0,2022,18
3.0,12:27,Panthers,D.J. Moore 16 yard pass from Baker Mayfield (Eddy Piñeiro kick),13,6,2.0,2022,18
,9:19,Giants,Daniel Bellinger 16 yard pass from Daniel Jones (Graham Gano kick),13,13,2.0,2022,18
4.0,12:31,Giants,Graham Gano 52 yard field goal,13,16,2.0,2022,18
,10:46,Panthers,Eddy Piñeiro 38 yard field goal,16,16,2.0,2022,18
,3:34,Giants,Graham Gano 56 yard field goal,16,19,2.0,2022,18
