Player,Pos,home_team,team,week,year,game_id
Kirk Cousins,QB,0,Vikings,2.0,2022,32
Dalvin Cook,RB,0,Vikings,2.0,2022,32
Adam Thielen,WR,0,Vikings,2.0,2022,32
Justin Jefferson,WR,0,Vikings,2.0,2022,32
K.J. Osborn,WR,0,Vikings,2.0,2022,32
Johnny Mundt,TE,0,Vikings,2.0,2022,32
Christian Darrisaw,T,0,Vikings,2.0,2022,32
Brian O'Neill,T,0,Vikings,2.0,2022,32
Ezra Cleveland,G,0,Vikings,2.0,2022,32
Ed Ingram,G,0,Vikings,2.0,2022,32
Garrett Bradbury,C,0,Vikings,2.0,2022,32
Dalvin Tomlinson,DT,0,Vikings,2.0,2022,32
Harrison Phillips,DT,0,Vikings,2.0,2022,32
Danielle Hunter,OLB,0,Vikings,2.0,2022,32
Eric Kendricks,LB,0,Vikings,2.0,2022,32
Za'Darius Smith,LB,0,Vikings,2.0,2022,32
Jordan Hicks,LB,0,Vikings,2.0,2022,32
Patrick Peterson,CB,0,Vikings,2.0,2022,32
Chandon Sullivan,CB,0,Vikings,2.0,2022,32
Cameron Dantzler,CB,0,Vikings,2.0,2022,32
Harrison Smith,S,0,Vikings,2.0,2022,32
Camryn Bynum,S,0,Vikings,2.0,2022,32
