Player,Pos,home_team,team,week,year,game_id
Davis Mills,QB,0,Texans,2.0,2022,29
Dameon Pierce,RB,0,Texans,2.0,2022,29
Brandin Cooks,WR,0,Texans,2.0,2022,29
Pharaoh Brown,TE,0,Texans,2.0,2022,29
O.J. Howard,TE,0,Texans,2.0,2022,29
Brevin Jordan,TE,0,Texans,2.0,2022,29
A.J. Cann,OL,0,Texans,2.0,2022,29
Laremy Tunsil,OL,0,Texans,2.0,2022,29
Scott Quessenberry,OL,0,Texans,2.0,2022,29
Tytus Howard,OL,0,Texans,2.0,2022,29
Kenyon Green,OL,0,Texans,2.0,2022,29
Jerry Hughes,DL,0,Texans,2.0,2022,29
Roy Lopez,DL,0,Texans,2.0,2022,29
Jonathan Greenard,DL,0,Texans,2.0,2022,29
Maliek Collins,DL,0,Texans,2.0,2022,29
Christian Kirksey,LB,0,Texans,2.0,2022,29
Kamu Grugier-Hill,LB,0,Texans,2.0,2022,29
Desmond King,DB,0,Texans,2.0,2022,29
Steven Nelson,DB,0,Texans,2.0,2022,29
Jonathan Owens,DB,0,Texans,2.0,2022,29
Jalen Pitre,DB,0,Texans,2.0,2022,29
Derek Stingley Jr.,DB,0,Texans,2.0,2022,29
