Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Davis Mills,HOU,0,0,0,0,0,2.0,2022,29
Dameon Pierce,HOU,1,1,8,0,8,2.0,2022,29
Jeff Driskel,HOU,0,0,0,0,0,2.0,2022,29
Nico Collins,HOU,9,4,58,0,29,2.0,2022,29
Brandin Cooks,HOU,10,4,54,0,25,2.0,2022,29
Pharaoh Brown,HOU,5,3,24,0,18,2.0,2022,29
Chris Moore,HOU,4,2,14,0,9,2.0,2022,29
Rex Burkhead,HOU,3,2,9,0,5,2.0,2022,29
O.J. Howard,HOU,1,1,7,0,7,2.0,2022,29
Brevin Jordan,HOU,4,2,3,0,4,2.0,2022,29
Russell Wilson,DEN,0,0,0,0,0,2.0,2022,29
Javonte Williams,DEN,4,1,10,0,10,2.0,2022,29
Melvin Gordon,DEN,1,1,6,0,6,2.0,2022,29
Montrell Washington,DEN,1,0,0,0,0,2.0,2022,29
Courtland Sutton,DEN,11,7,122,0,35,2.0,2022,29
Jerry Jeudy,DEN,3,1,11,0,11,2.0,2022,29
Tyrie Cleveland,DEN,3,2,28,0,16,2.0,2022,29
Eric Saubert,DEN,2,1,22,1,22,2.0,2022,29
Kendall Hinton,DEN,1,1,20,0,20,2.0,2022,29
Albert Okwuegbunam,DEN,2,0,0,0,0,2.0,2022,29
Andrew Beck,DEN,0,0,0,0,0,2.0,2022,29
