Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Kyler Murray,ARI,0,0,0,0,0,2.0,2022,28
Darrel Williams,ARI,3,2,3,0,2,2.0,2022,28
Eno Benjamin,ARI,4,3,20,0,9,2.0,2022,28
James Conner,ARI,4,2,26,0,21,2.0,2022,28
Zach Ertz,ARI,11,8,75,0,16,2.0,2022,28
Marquise Brown,ARI,11,6,68,0,24,2.0,2022,28
Greg Dortch,ARI,4,4,55,1,29,2.0,2022,28
A.J. Green,ARI,7,3,16,0,10,2.0,2022,28
Andre Baccellia,ARI,2,2,12,0,11,2.0,2022,28
Stephen Anderson,ARI,1,1,2,0,2,2.0,2022,28
Derek Carr,LVR,0,0,0,0,0,2.0,2022,28
Josh Jacobs,LVR,1,1,12,0,12,2.0,2022,28
Zamir White,LVR,0,0,0,0,0,2.0,2022,28
Mack Hollins,LVR,8,5,66,0,23,2.0,2022,28
Hunter Renfrow,LVR,10,7,59,0,20,2.0,2022,28
Darren Waller,LVR,8,6,50,1,19,2.0,2022,28
Foster Moreau,LVR,4,3,30,0,19,2.0,2022,28
Ameer Abdullah,LVR,1,1,23,0,23,2.0,2022,28
Davante Adams,LVR,7,2,12,1,11,2.0,2022,28
