#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:47,MIA 25,8,4:12,46,Interception,0,Dolphins,2.0,2022,22
2,2,14:43,MIA 6,6,3:49,94,Touchdown,0,Dolphins,2.0,2022,22
3,2,10:44,MIA 25,7,3:58,2,Punt,0,Dolphins,2.0,2022,22
4,2,4:03,MIA 25,8,2:43,21,Interception,0,Dolphins,2.0,2022,22
5,2,0:29,MIA 25,1,0:29,3,End of Half,0,Dolphins,2.0,2022,22
6,3,15:00,MIA 25,12,7:08,75,Touchdown,0,Dolphins,2.0,2022,22
7,3,6:20,MIA 29,6,4:19,20,Punt,0,Dolphins,2.0,2022,22
8,3,0:26,MIA 25,7,3:14,75,Touchdown,0,Dolphins,2.0,2022,22
9,4,9:11,MIA 41,5,1:24,59,Touchdown,0,Dolphins,2.0,2022,22
10,4,6:46,MIA 36,3,1:27,64,Touchdown,0,Dolphins,2.0,2022,22
11,4,2:18,MIA 32,6,2:04,68,Touchdown,0,Dolphins,2.0,2022,22
