Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Justin Herbert,LAC,33,48,334,3,1,2,8,39,100.5,2.0,2022,17
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Sony Michel,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Mike Williams,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
DeAndre Carter,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Zander Horvath,LAC,0,0,0,0,0,0,0,0,,2.0,2022,17
Patrick Mahomes,KAN,24,35,235,2,0,1,9,41,106.2,2.0,2022,17
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Michael Burton,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Justin Watson,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Noah Gray,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Jody Fortson,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,2.0,2022,17
