Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Mac Jones,NWE,7,6,0,5,2.0,2022,24
Damien Harris,NWE,15,71,1,16,2.0,2022,24
Rhamondre Stevenson,NWE,9,47,0,8,2.0,2022,24
Nelson Agholor,NWE,0,0,0,0,2.0,2022,24
Jakobi Meyers,NWE,0,0,0,0,2.0,2022,24
Kendrick Bourne,NWE,0,0,0,0,2.0,2022,24
Lil'Jordan Humphrey,NWE,0,0,0,0,2.0,2022,24
Hunter Henry,NWE,0,0,0,0,2.0,2022,24
DeVante Parker,NWE,0,0,0,0,2.0,2022,24
Jonnu Smith,NWE,0,0,0,0,2.0,2022,24
Mitchell Trubisky,PIT,1,7,0,7,2.0,2022,24
Najee Harris,PIT,15,49,0,8,2.0,2022,24
Gunner Olszewski,PIT,1,18,0,18,2.0,2022,24
Jaylen Warren,PIT,4,15,0,6,2.0,2022,24
Derek Watt,PIT,1,2,0,2,2.0,2022,24
Diontae Johnson,PIT,0,0,0,0,2.0,2022,24
Chase Claypool,PIT,0,0,0,0,2.0,2022,24
George Pickens,PIT,0,0,0,0,2.0,2022,24
Pat Freiermuth,PIT,0,0,0,0,2.0,2022,24
