Quarter,Time,Tm,Detail,TAM,NOR,week,year,game_id
1.0,9:02,Saints,Wil Lutz 31 yard field goal,0,3,2.0,2022,23
3.0,6:44,Buccaneers,Ryan Succop 47 yard field goal,3,3,2.0,2022,23
4.0,7:41,Buccaneers,Breshad Perriman 28 yard pass from Tom Brady (Ryan Succop kick),10,3,2.0,2022,23
,5:50,Buccaneers,Ryan Succop 47 yard field goal,13,3,2.0,2022,23
,4:11,Buccaneers,Mike Edwards 68 yard interception return (Ryan Succop kick),20,3,2.0,2022,23
,3:02,Saints,Michael Thomas 7 yard pass from Jameis Winston (Wil Lutz kick),20,10,2.0,2022,23
