#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,8:35,CIN 25,9,5:30,50,Field Goal,0,Bengals,2.0,2022,27
2,1,0:17,CIN 25,3,1:12,6,Punt,0,Bengals,2.0,2022,27
3,2,10:27,CIN 15,9,4:56,43,Punt,0,Bengals,2.0,2022,27
4,2,2:12,CIN 13,5,1:21,6,Punt,0,Bengals,2.0,2022,27
5,2,0:09,CIN 25,1,0:09,-1,End of Half,0,Bengals,2.0,2022,27
6,3,15:00,CIN 25,11,5:19,43,Field Goal,0,Bengals,2.0,2022,27
7,3,8:00,CIN 41,7,3:55,31,Field Goal,0,Bengals,2.0,2022,27
8,3,1:05,CIN 26,3,1:16,0,Punt,0,Bengals,2.0,2022,27
9,4,12:39,CIN 17,19,8:54,83,Touchdown,0,Bengals,2.0,2022,27
10,4,2:13,CIN 8,3,1:16,8,Punt,0,Bengals,2.0,2022,27
