Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,2.0,2022,27
Joe Mixon,CIN,4,3,26,0,12,2.0,2022,27
Ja'Marr Chase,CIN,9,5,54,0,17,2.0,2022,27
Samaje Perine,CIN,1,1,8,0,8,2.0,2022,27
Tee Higgins,CIN,10,6,71,1,19,2.0,2022,27
Hayden Hurst,CIN,7,5,24,0,8,2.0,2022,27
Tyler Boyd,CIN,2,2,17,0,16,2.0,2022,27
Mitchell Wilcox,CIN,1,1,3,0,3,2.0,2022,27
Drew Sample,CIN,1,1,-4,0,-4,2.0,2022,27
Cooper Rush,DAL,0,0,0,0,0,2.0,2022,27
Ezekiel Elliott,DAL,2,1,-4,0,-4,2.0,2022,27
Tony Pollard,DAL,7,4,55,0,46,2.0,2022,27
CeeDee Lamb,DAL,11,7,75,0,24,2.0,2022,27
KaVontae Turpin,DAL,0,0,0,0,0,2.0,2022,27
Noah Brown,DAL,5,5,91,1,28,2.0,2022,27
Dalton Schultz,DAL,4,2,18,0,9,2.0,2022,27
Dennis Houston,DAL,1,0,0,0,0,2.0,2022,27
