Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Marcus Mariota,ATL,0,0,0,0,0,2.0,2022,25
Cordarrelle Patterson,ATL,1,0,0,0,0,2.0,2022,25
Tyler Allgeier,ATL,0,0,0,0,0,2.0,2022,25
Caleb Huntley,ATL,0,0,0,0,0,2.0,2022,25
Drake London,ATL,12,8,86,1,22,2.0,2022,25
KhaDarel Hodge,ATL,3,2,57,0,39,2.0,2022,25
Olamide Zaccheaus,ATL,2,2,21,1,11,2.0,2022,25
Kyle Pitts,ATL,3,2,19,0,13,2.0,2022,25
Avery Williams,ATL,1,1,6,0,6,2.0,2022,25
Parker Hesse,ATL,1,1,5,0,5,2.0,2022,25
Bryan Edwards,ATL,2,1,2,0,2,2.0,2022,25
Matthew Stafford,LAR,0,0,0,0,0,2.0,2022,25
Darrell Henderson,LAR,0,0,0,0,0,2.0,2022,25
Cam Akers,LAR,3,2,18,0,10,2.0,2022,25
Cooper Kupp,LAR,14,11,108,2,20,2.0,2022,25
Tyler Higbee,LAR,9,7,71,0,18,2.0,2022,25
Allen Robinson,LAR,5,4,53,1,29,2.0,2022,25
Ben Skowronek,LAR,3,2,16,0,8,2.0,2022,25
Brandon Powell,LAR,1,1,6,0,6,2.0,2022,25
