Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Eli Apple,CIN,0,5,5,100.0%,86.0,17.2,17.2,0.0,118.7,12.6,63.0,23.0,0,0,0,0.0,0,4,0,0.0%,2.0,2022,27
Chidobe Awuzie,CIN,0,8,3,37.5%,16.0,5.3,2.0,0.0,45.8,8.5,11.0,5.0,0,0,0,0.0,0,5,1,16.7%,2.0,2022,27
Jessie Bates III,CIN,0,3,3,100.0%,33.0,11.0,11.0,1.0,152.1,7.7,23.0,10.0,0,0,0,0.0,0,3,0,0.0%,2.0,2022,27
Vonn Bell,CIN,0,2,2,100.0%,23.0,11.5,11.5,0.0,114.6,9.0,18.0,5.0,1,0,0,0.0,0,7,0,0.0%,2.0,2022,27
Mike Hilton,CIN,0,6,2,33.3%,23.0,11.5,3.8,0.0,45.8,1.5,7.0,16.0,1,0,0,0.0,0,4,0,0.0%,2.0,2022,27
Sam Hubbard,CIN,0,1,1,100.0%,-4.0,-4.0,-4.0,0.0,79.2,-6.0,-6.0,2.0,1,0,1,1.0,2,4,0,0.0%,2.0,2022,27
Germaine Pratt,CIN,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,6.0,6.0,3.0,1,1,0,0.0,1,5,0,0.0%,2.0,2022,27
Akeem Davis-Gaither,CIN,0,1,1,100.0%,46.0,46.0,46.0,0.0,118.7,-5.0,-5.0,51.0,1,0,0,0.0,0,0,0,,2.0,2022,27
Tre Flowers,CIN,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,2.0,2.0,1.0,0,0,0,0.0,0,1,0,0.0%,2.0,2022,27
D.J. Reader,CIN,0,0,0,,,,,,,,,,0,1,2,0.0,3,5,0,0.0%,2.0,2022,27
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,2.0,2022,27
Logan Wilson,CIN,0,2,0,0.0%,,,0.0,,39.6,0.0,,,2,1,0,0.0,1,3,0,0.0%,2.0,2022,27
Joseph Ossai,CIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,2.0,2022,27
Trevon Diggs,DAL,0,8,6,75.0%,57.0,9.5,7.1,0.0,94.3,7.9,44.0,13.0,0,0,0,0.0,0,5,0,0.0%,2.0,2022,27
Anthony Brown,DAL,0,10,6,60.0%,52.0,8.7,5.2,1.0,107.1,9.2,30.0,22.0,0,0,0,0.0,0,6,0,0.0%,2.0,2022,27
Leighton Vander Esch,DAL,0,4,3,75.0%,18.0,6.0,4.5,0.0,83.3,-1.3,-1.0,19.0,4,0,0,1.0,1,7,1,12.5%,2.0,2022,27
Jourdan Lewis,DAL,0,5,3,60.0%,31.0,10.3,6.2,0.0,77.9,2.0,11.0,20.0,1,0,0,0.0,0,4,0,0.0%,2.0,2022,27
Donovan Wilson,DAL,0,3,2,66.7%,9.0,4.5,3.0,0.0,70.1,7.7,1.0,8.0,3,1,0,0.0,1,8,1,11.1%,2.0,2022,27
Malik Hooker,DAL,0,2,2,100.0%,24.0,12.0,12.0,0.0,116.7,6.0,12.0,12.0,0,0,0,0.0,0,5,1,16.7%,2.0,2022,27
Anthony Barr,DAL,0,3,2,66.7%,8.0,4.0,2.7,0.0,70.1,-0.7,-6.0,14.0,1,0,0,0.0,0,7,0,0.0%,2.0,2022,27
Micah Parsons,DAL,0,0,0,,,,,,,,,,0,0,3,2.0,5,4,0,0.0%,2.0,2022,27
Dante Fowler,DAL,0,0,0,,,,,,,,,,0,2,1,1.0,4,2,0,0.0%,2.0,2022,27
Dorance Armstrong Jr.,DAL,0,0,0,,,,,,,,,,0,0,0,2.0,2,2,0,0.0%,2.0,2022,27
