Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Boye Mafe,SEA,0,0,0,0,0,1.0,4,4,0,1,1,0,0,0,0,2.0,2022,26
Cody Barton,SEA,0,0,0,0,0,0.0,11,4,7,0,0,0,0,0,0,2.0,2022,26
Jordyn Brooks,SEA,0,0,0,0,0,0.0,11,7,4,0,0,0,0,0,0,2.0,2022,26
Al Woods,SEA,0,0,0,0,1,0.0,7,6,1,3,0,0,0,0,0,2.0,2022,26
Quandre Diggs,SEA,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,2.0,2022,26
Michael Jackson,SEA,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,2.0,2022,26
Coby Bryant,SEA,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,1,2.0,2022,26
Josh Jones,SEA,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,2.0,2022,26
Bryan Mone,SEA,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,2.0,2022,26
Uchenna Nwosu,SEA,0,0,0,0,1,0.0,3,3,0,0,3,0,0,0,0,2.0,2022,26
Darrell Taylor,SEA,0,0,0,0,0,0.0,3,3,0,2,0,0,0,0,0,2.0,2022,26
Riq Woolen,SEA,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,2.0,2022,26
Nick Bellore,SEA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,2.0,2022,26
Poona Ford,SEA,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,2.0,2022,26
Quinton Jefferson,SEA,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,2.0,2022,26
Darryl Johnson,SEA,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,2.0,2022,26
DeeJay Dallas,SEA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Will Dissly,SEA,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Charvarius Ward,SFO,1,9,0,9,1,0.0,8,4,4,0,0,0,0,0,0,2.0,2022,26
Tashaun Gipson,SFO,1,14,0,14,1,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Nick Bosa,SFO,0,0,0,0,0,2.0,4,4,0,2,5,0,0,0,0,2.0,2022,26
Dre Greenlaw,SFO,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,0,2.0,2022,26
Talanoa Hufanga,SFO,0,0,0,0,2,0.0,6,5,1,1,0,0,0,0,0,2.0,2022,26
Kevin Givens,SFO,0,0,0,0,0,0.0,4,3,1,3,0,0,0,0,0,2.0,2022,26
Samson Ebukam,SFO,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,2.0,2022,26
Emmanuel Moseley,SFO,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,2.0,2022,26
Fred Warner,SFO,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,2.0,2022,26
Samuel Womack,SFO,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,2.0,2022,26
Azeez Al-Shaair,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,2.0,2022,26
Arik Armstead,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Oren Burks,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,2.0,2022,26
Javon Kinlaw,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Deommodore Lenoir,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,2.0,2022,26
Jordan Mason,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,2.0,2022,26
George Odum,SFO,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,2.0,2022,26
Charles Omenihu,SFO,0,0,0,0,0,0.0,1,0,1,0,2,0,0,0,0,2.0,2022,26
Ambry Thomas,SFO,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,2.0,2022,26
Ross Dwelley,SFO,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2.0,2022,26
Hassan Ridgeway,SFO,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,2.0,2022,26
Deebo Samuel,SFO,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2.0,2022,26
