Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,-4.0,0.76,-2.4,-0.1,0.0,-6.08,-7.45,0.71,3.51,1.25,-3.05,2.44,2.51,-2.31,1.66,2.0,2022,27
Cowboys,4.0,6.08,7.45,-0.71,-3.51,-0.76,2.4,0.1,0.0,-1.25,-2.44,3.05,2.31,-2.51,-1.66,2.0,2022,27
