Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
P.J. Walker,CAR,0,0,0,0,0,6.0,2022,90
Jacob Eason,CAR,0,0,0,0,0,6.0,2022,90
Christian McCaffrey,CAR,8,7,89,0,49,6.0,2022,90
D'Onta Foreman,CAR,0,0,0,0,0,6.0,2022,90
Chuba Hubbard,CAR,1,1,1,0,1,6.0,2022,90
Ian Thomas,CAR,2,2,22,0,16,6.0,2022,90
D.J. Moore,CAR,7,3,7,0,5,6.0,2022,90
Terrace Marshall Jr.,CAR,1,0,0,0,0,6.0,2022,90
Shi Smith,CAR,2,0,0,0,0,6.0,2022,90
Matthew Stafford,LAR,0,0,0,0,0,6.0,2022,90
Darrell Henderson,LAR,3,2,9,0,7,6.0,2022,90
Cooper Kupp,LAR,8,7,80,0,22,6.0,2022,90
Ben Skowronek,LAR,5,5,40,0,19,6.0,2022,90
Malcolm Brown,LAR,1,1,13,0,13,6.0,2022,90
Brandon Powell,LAR,5,4,27,0,16,6.0,2022,90
Tutu Atwell,LAR,0,0,0,0,0,6.0,2022,90
Allen Robinson,LAR,6,5,63,1,22,6.0,2022,90
Ronnie Rivers,LAR,1,1,14,0,14,6.0,2022,90
Tyler Higbee,LAR,2,1,7,0,7,6.0,2022,90
