Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Quinnen Williams,NYJ,0,0,0,0,0,2.0,5,4,1,2,3,0,0,0,1,6.0,2022,86
John Franklin-Myers,NYJ,0,0,0,0,0,1.0,2,1,1,1,2,0,0,0,0,6.0,2022,86
Sheldon Rankins,NYJ,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,6.0,2022,86
Quincy Williams,NYJ,0,0,0,0,0,0.0,14,8,6,0,0,0,0,0,0,6.0,2022,86
C.J. Mosley,NYJ,0,0,0,0,1,0.0,11,7,4,0,0,0,0,0,0,6.0,2022,86
Jordan Whitehead,NYJ,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,6.0,2022,86
Michael Carter II,NYJ,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,6.0,2022,86
Lamarcus Joyner,NYJ,0,0,0,0,0,0.0,4,3,1,0,0,1,1,0,0,6.0,2022,86
Vinny Curry,NYJ,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,6.0,2022,86
Sauce Gardner,NYJ,0,0,0,0,3,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,86
D.J. Reed,NYJ,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,86
Justin Hardee,NYJ,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2022,86
Carl Lawson,NYJ,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2022,86
Nathan Shepherd,NYJ,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2022,86
Jamien Sherwood,NYJ,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,6.0,2022,86
Kwon Alexander,NYJ,0,0,0,0,1,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,86
Micheal Clemons,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,86
Ashtyn Davis,NYJ,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,86
Brandin Echols,NYJ,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,86
Marcell Harris,NYJ,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,86
Bryce Huff,NYJ,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,6.0,2022,86
Jacob Martin,NYJ,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,6.0,2022,86
Rashan Gary,GNB,0,0,0,0,0,1.0,4,4,0,2,1,0,0,0,0,6.0,2022,86
Kingsley Enagbare,GNB,0,0,0,0,0,1.0,2,2,0,1,1,0,0,0,0,6.0,2022,86
De'Vondre Campbell,GNB,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0,6.0,2022,86
Adrian Amos,GNB,0,0,0,0,0,0.0,7,5,2,1,0,0,0,0,0,6.0,2022,86
Quay Walker,GNB,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,6.0,2022,86
Jarran Reed,GNB,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,6.0,2022,86
Jaire Alexander,GNB,0,0,0,0,3,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,86
Kenny Clark,GNB,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,6.0,2022,86
Darnell Savage Jr.,GNB,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,86
Eric Stokes,GNB,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,6.0,2022,86
Rasul Douglas,GNB,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2022,86
Rudy Ford,GNB,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2022,86
Jonathan Garvin,GNB,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,6.0,2022,86
Dean Lowry,GNB,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,6.0,2022,86
Preston Smith,GNB,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,6.0,2022,86
Jack Coco,GNB,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,86
Dallin Leavitt,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,86
Isaiah McDuffie,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,86
Keisean Nixon,GNB,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,6.0,2022,86
Tedarrell Slaton,GNB,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,6.0,2022,86
Aaron Jones,GNB,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,6.0,2022,86
