Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Zach Wilson,NYJ,5,1,0,4,6.0,2022,86
Breece Hall,NYJ,20,116,1,34,6.0,2022,86
Michael Carter,NYJ,6,41,0,25,6.0,2022,86
Braxton Berrios,NYJ,1,20,1,20,6.0,2022,86
Tyler Conklin,NYJ,1,1,0,1,6.0,2022,86
Corey Davis,NYJ,0,0,0,0,6.0,2022,86
C.J. Uzomah,NYJ,0,0,0,0,6.0,2022,86
Garrett Wilson,NYJ,0,0,0,0,6.0,2022,86
Aaron Rodgers,GNB,1,0,0,0,6.0,2022,86
Jordan Love,GNB,0,0,0,0,6.0,2022,86
AJ Dillon,GNB,10,41,0,19,6.0,2022,86
Aaron Jones,GNB,9,19,0,7,6.0,2022,86
Robert Tonyan,GNB,0,0,0,0,6.0,2022,86
Allen Lazard,GNB,0,0,0,0,6.0,2022,86
Romeo Doubs,GNB,0,0,0,0,6.0,2022,86
Amari Rodgers,GNB,0,0,0,0,6.0,2022,86
Josiah Deguara,GNB,0,0,0,0,6.0,2022,86
Randall Cobb,GNB,0,0,0,0,6.0,2022,86
Juwann Winfree,GNB,0,0,0,0,6.0,2022,86
