Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Kirk Cousins,MIN,0,0,6.0,2022,87
Dalvin Cook,MIN,0,0,6.0,2022,87
C.J. Ham,MIN,0,0,6.0,2022,87
Alexander Mattison,MIN,0,0,6.0,2022,87
Justin Jefferson,MIN,0,0,6.0,2022,87
Adam Thielen,MIN,0,0,6.0,2022,87
K.J. Osborn,MIN,0,0,6.0,2022,87
Irv Smith Jr.,MIN,1,0,6.0,2022,87
Johnny Mundt,MIN,0,0,6.0,2022,87
Teddy Bridgewater,MIA,0,0,6.0,2022,87
Skylar Thompson,MIA,0,0,6.0,2022,87
Raheem Mostert,MIA,0,0,6.0,2022,87
Chase Edmonds,MIA,0,0,6.0,2022,87
Alec Ingold,MIA,0,0,6.0,2022,87
Tyreek Hill,MIA,0,0,6.0,2022,87
Jaylen Waddle,MIA,1,1,6.0,2022,87
Mike Gesicki,MIA,0,0,6.0,2022,87
Trent Sherfield,MIA,0,0,6.0,2022,87
Clayton Fejedelem,MIA,0,0,6.0,2022,87
River Cracraft,MIA,0,0,6.0,2022,87
Tanner Conner,MIA,0,0,6.0,2022,87
