Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Jimmy Garoppolo,SFO,29,41,296,2,2,0,0,27,87.0,6.0,2022,82
Jeff Wilson,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Tevin Coleman,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
George Kittle,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Charlie Woerner,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,6.0,2022,82
Marcus Mariota,ATL,13,14,129,2,0,2,8,37,144.6,6.0,2022,82
Caleb Huntley,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Avery Williams,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Keith Smith,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Drake London,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
MyCole Pruitt,ATL,0,0,0,0,0,0,0,0,,6.0,2022,82
