Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving 1D,Receiving YBC,Receiving YBC/R,Receiving YAC,Receiving YAC/R,Receiving ADOT,Receiving BrkTkl,Receiving Rec/Br,Receiving Drop,Receiving Drop%,Receiving Int,Receiving Rat,Awards
371.0,Tyler Kroft,30.0,SFO,TE,11.0,4.0,5.0,4.0,57.0,2.0,43.0,10.8,14.0,3.5,14.0,0.0,,0.0,0.0,0.0,114.2,
372.0,Jake Kumerow,30.0,BUF,WR,6.0,1.0,7.0,4.0,64.0,4.0,47.0,11.8,17.0,4.3,12.9,0.0,,0.0,0.0,0.0,87.8,
373.0,Rashaad Penny,26.0,SEA,RB,5.0,5.0,5.0,4.0,16.0,2.0,-12.0,-3.0,28.0,7.0,-2.4,0.0,,0.0,0.0,0.0,80.0,
374.0,Anthony Schwartz,22.0,CLE,WR,11.0,1.0,10.0,4.0,51.0,2.0,24.0,6.0,27.0,6.8,14.2,0.0,,2.0,20.0,0.0,56.7,
375.0,Stone Smartt,24.0,LAC,TE,7.0,1.0,5.0,4.0,17.0,1.0,10.0,2.5,7.0,1.8,4.6,0.0,,0.0,0.0,0.0,80.8,
376.0,Freddie Swain,24.0,DEN,WR,3.0,1.0,6.0,4.0,74.0,3.0,47.0,11.8,27.0,6.8,10.3,0.0,,0.0,0.0,1.0,69.4,
377.0,Tylan Wallace,23.0,BAL,WR,9.0,0.0,7.0,4.0,33.0,1.0,24.0,6.0,9.0,2.3,13.4,1.0,4.0,1.0,14.3,0.0,69.3,
378.0,Montrell Washington,23.0,DEN,WR,15.0,1.0,9.0,4.0,2.0,0.0,-11.0,-2.8,13.0,3.3,17.0,0.0,,1.0,11.1,0.0,51.6,
379.0,Darrel Williams,27.0,ARI,RB,6.0,0.0,8.0,4.0,9.0,0.0,-6.0,-1.5,15.0,3.8,-3.0,0.0,,1.0,12.5,0.0,56.2,
380.0,Stephen Anderson,29.0,ARI,TE,16.0,0.0,7.0,3.0,9.0,0.0,3.0,1.0,6.0,2.0,5.1,0.0,,2.0,28.6,0.0,50.3,
381.0,Julius Chestnut,22.0,TEN,RB,6.0,0.0,3.0,3.0,41.0,1.0,2.0,0.7,39.0,13.0,0.7,1.0,3.0,0.0,0.0,0.0,118.7,
382.0,Tevin Coleman,29.0,SFO,RB,5.0,0.0,3.0,3.0,44.0,2.0,24.0,8.0,20.0,6.7,8.0,0.0,,0.0,0.0,0.0,158.3,
383.0,Ross Dwelley,27.0,SFO,TE,12.0,0.0,5.0,3.0,105.0,3.0,62.0,20.7,43.0,14.3,13.8,0.0,,0.0,0.0,0.0,143.7,
384.0,Bryan Edwards,24.0,ATL,WR,7.0,1.0,5.0,3.0,15.0,0.0,6.0,2.0,9.0,3.0,8.2,0.0,,0.0,0.0,1.0,25.0,
385.0,Ben Ellefson,26.0,MIN,TE,4.0,1.0,3.0,3.0,26.0,2.0,15.0,5.0,11.0,3.7,5.0,0.0,,0.0,0.0,0.0,102.8,
386.0,Chris Evans,25.0,CIN,RB,12.0,0.0,4.0,3.0,38.0,2.0,30.0,10.0,8.0,2.7,13.8,0.0,,0.0,0.0,0.0,143.7,
387.0,Simi Fehoko,25.0,DAL,WR,5.0,0.0,4.0,3.0,24.0,1.0,14.0,4.7,10.0,3.3,12.8,0.0,,0.0,0.0,0.0,89.6,
388.0,Penny Hart,26.0,SEA,WR,9.0,0.0,4.0,3.0,20.0,1.0,8.0,2.7,12.0,4.0,7.8,0.0,,0.0,0.0,0.0,85.4,
389.0,Cody Hollister,29.0,TEN,WR,11.0,3.0,5.0,3.0,54.0,2.0,46.0,15.3,8.0,2.7,15.6,0.0,,0.0,0.0,1.0,57.5,
390.0,Jesper Horsted,25.0,LVR,WR,15.0,0.0,4.0,3.0,19.0,0.0,13.0,4.3,6.0,2.0,6.5,0.0,,0.0,0.0,0.0,84.4,
391.0,D'Ernest Johnson,26.0,CLE,RB,15.0,0.0,3.0,3.0,7.0,0.0,-1.0,-0.3,8.0,2.7,-0.3,0.0,,0.0,0.0,0.0,79.2,
392.0,Tim Jones,24.0,JAX,WR,17.0,1.0,4.0,3.0,30.0,1.0,9.0,3.0,21.0,7.0,1.8,1.0,3.0,1.0,25.0,0.0,95.8,
393.0,Elijah Mitchell,24.0,SFO,RB,5.0,1.0,4.0,3.0,7.0,0.0,-9.0,-3.0,16.0,5.3,-1.8,0.0,,0.0,0.0,0.0,77.1,
394.0,Ty Montgomery,29.0,NWE,WR,1.0,0.0,4.0,3.0,15.0,1.0,8.0,2.7,7.0,2.3,3.3,0.0,,0.0,0.0,0.0,119.8,
395.0,Adam Prentice,25.0,NOR,FB,11.0,2.0,3.0,3.0,9.0,1.0,-9.0,-3.0,18.0,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,
396.0,Kyle Rudolph,33.0,TAM,TE,9.0,0.0,5.0,3.0,28.0,2.0,25.0,8.3,3.0,1.0,7.6,0.0,,0.0,0.0,0.0,115.0,
397.0,Isaiah Spiller,21.0,LAC,RB,6.0,0.0,3.0,3.0,13.0,0.0,-10.0,-3.3,23.0,7.7,-3.3,0.0,,0.0,0.0,0.0,84.7,
398.0,Mike Strachan,25.0,IND,WR,13.0,0.0,9.0,3.0,59.0,3.0,46.0,15.3,13.0,4.3,14.3,0.0,,0.0,0.0,0.0,57.2,
399.0,Ke'Shawn Vaughn,25.0,TAM,RB,15.0,0.0,4.0,3.0,19.0,1.0,-10.0,-3.3,29.0,9.7,-2.8,0.0,,0.0,0.0,0.0,84.4,
400.0,Maxx Williams,28.0,ARI,TE,11.0,1.0,3.0,3.0,18.0,0.0,12.0,4.0,6.0,2.0,4.0,0.0,,0.0,0.0,0.0,91.7,
401.0,Devin Asiasi,25.0,CIN,TE,12.0,0.0,4.0,2.0,5.0,0.0,5.0,2.5,0.0,0.0,14.8,0.0,,0.0,0.0,0.0,56.2,
402.0,Daylen Baldwin,23.0,CLE,WR,1.0,0.0,2.0,2.0,25.0,2.0,25.0,12.5,0.0,0.0,12.5,0.0,,0.0,0.0,0.0,118.7,
403.0,Blake Bell,31.0,KAN,TE,3.0,1.0,2.0,2.0,20.0,1.0,12.0,6.0,8.0,4.0,6.0,0.0,,0.0,0.0,0.0,147.9,
404.0,Giovani Bernard,31.0,TAM,RB,8.0,0.0,2.0,2.0,-1.0,0.0,-8.0,-4.0,7.0,3.5,-4.0,0.0,,0.0,0.0,0.0,79.2,
405.0,Kendall Blanton,27.0,LAR,TE,4.0,0.0,2.0,2.0,35.0,1.0,12.0,6.0,23.0,11.5,6.0,0.0,,0.0,0.0,0.0,118.7,
406.0,Miles Boykin,26.0,PIT,WR,16.0,1.0,3.0,2.0,11.0,1.0,11.0,5.5,0.0,0.0,15.3,0.0,,0.0,0.0,0.0,72.9,
407.0,Spencer Brown,24.0,CAR,RB,2.0,0.0,4.0,2.0,10.0,0.0,-2.0,-1.0,12.0,6.0,8.8,1.0,2.0,2.0,50.0,0.0,56.2,
408.0,Michael Burton,30.0,KAN,RB,17.0,0.0,3.0,2.0,11.0,0.0,3.0,1.5,8.0,4.0,-0.7,0.0,,1.0,33.3,0.0,72.9,
409.0,Quintez Cephus,24.0,DET,WR,4.0,1.0,3.0,2.0,15.0,1.0,11.0,5.5,4.0,2.0,4.7,0.0,,0.0,0.0,0.0,78.5,
410.0,Tyrie Cleveland,25.0,DEN,WR,6.0,0.0,7.0,2.0,28.0,1.0,11.0,5.5,17.0,8.5,14.1,1.0,2.0,0.0,0.0,1.0,4.2,
411.0,Pharoh Cooper,27.0,ARI,WR,5.0,1.0,2.0,2.0,6.0,0.0,-6.0,-3.0,12.0,6.0,-3.0,0.0,,0.0,0.0,0.0,79.2,
412.0,Jaelon Darden,23.0,TAM,WR,12.0,0.0,2.0,2.0,26.0,1.0,10.0,5.0,16.0,8.0,5.0,0.0,,0.0,0.0,0.0,118.7,
413.0,Mike Davis,29.0,BAL,RB,8.0,0.0,2.0,2.0,4.0,0.0,-7.0,-3.5,11.0,5.5,-3.5,0.0,,0.0,0.0,0.0,79.2,
414.0,Trestan Ebner,23.0,CHI,RB,17.0,0.0,8.0,2.0,8.0,0.0,24.0,12.0,-16.0,-8.0,0.6,0.0,,1.0,12.5,0.0,39.6,
415.0,Demetric Felton,24.0,CLE,WR,8.0,2.0,4.0,2.0,8.0,0.0,-3.0,-1.5,11.0,5.5,4.0,0.0,,0.0,0.0,0.0,56.2,
416.0,Jalen Guyton,25.0,LAC,WR,3.0,0.0,4.0,2.0,64.0,2.0,57.0,28.5,7.0,3.5,28.8,0.0,,0.0,0.0,0.0,95.8,
417.0,Deonte Harty,25.0,NOR,WR,4.0,0.0,2.0,2.0,13.0,0.0,5.0,2.5,8.0,4.0,2.5,0.0,,0.0,0.0,0.0,93.7,
418.0,Justin Herbert,24.0,LAC,QB,17.0,17.0,2.0,2.0,-10.0,0.0,-15.0,-7.5,5.0,2.5,-7.5,0.0,,0.0,0.0,0.0,79.2,AP MVP-9
419.0,Dennis Houston,23.0,DAL,WR,2.0,0.0,6.0,2.0,16.0,0.0,10.0,5.0,6.0,3.0,13.2,0.0,,0.0,0.0,0.0,42.4,
420.0,Lil'Jordan Humphrey,24.0,NWE,WR,6.0,2.0,4.0,2.0,20.0,0.0,5.0,2.5,15.0,7.5,6.8,0.0,,0.0,0.0,0.0,64.6,
421.0,Caleb Huntley,24.0,ATL,RB,12.0,0.0,2.0,2.0,3.0,0.0,-6.0,-3.0,9.0,4.5,-3.0,0.0,,0.0,0.0,0.0,79.2,
422.0,Andy Isabella,26.0,ARI,WR,3.0,0.0,5.0,2.0,21.0,2.0,16.0,8.0,5.0,2.5,14.0,0.0,,0.0,0.0,0.0,52.9,
423.0,Cade Johnson,24.0,SEA,WR,3.0,0.0,4.0,2.0,21.0,2.0,15.0,7.5,6.0,3.0,9.0,0.0,,0.0,0.0,0.0,65.6,
424.0,Keith Kirkwood,28.0,NOR,WR,5.0,1.0,4.0,2.0,18.0,1.0,14.0,7.0,4.0,2.0,13.8,0.0,,1.0,25.0,0.0,62.5,
425.0,Anthony McFarland Jr.,24.0,PIT,RB,1.0,0.0,2.0,2.0,11.0,1.0,-4.0,-2.0,15.0,7.5,-2.0,0.0,,0.0,0.0,0.0,89.6,
426.0,Sean McKeon,25.0,DAL,TE,13.0,0.0,3.0,2.0,11.0,1.0,4.0,2.0,7.0,3.5,0.3,0.0,,0.0,0.0,0.0,72.9,
427.0,Racey McMath,23.0,TEN,WR,5.0,0.0,8.0,2.0,40.0,1.0,33.0,16.5,7.0,3.5,22.0,0.0,,0.0,0.0,1.0,8.3,
428.0,Kene Nwangwu,24.0,MIN,RB,17.0,0.0,2.0,2.0,21.0,1.0,0.0,0.0,21.0,10.5,0.0,0.0,,0.0,0.0,0.0,110.4,AP-2
429.0,Dezmon Patmon,24.0,IND,WR,1.0,0.0,6.0,2.0,24.0,1.0,17.0,8.5,7.0,3.5,12.2,0.0,,1.0,16.7,1.0,6.9,
430.0,Larry Rountree,23.0,LAC,RB,4.0,0.0,2.0,2.0,14.0,1.0,-17.0,-8.5,31.0,15.5,-8.5,0.0,,0.0,0.0,0.0,95.8,
431.0,Drew Sample,26.0,CIN,TE,2.0,2.0,2.0,2.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,79.2,
432.0,Braylon Sanders,23.0,MIA,WR,3.0,0.0,3.0,2.0,17.0,0.0,14.0,7.0,3.0,1.5,14.0,0.0,,0.0,0.0,0.0,81.2,
433.0,Mason Schreck,29.0,HOU,TE,3.0,1.0,2.0,2.0,6.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,
434.0,Benny Snell Jr.,24.0,PIT,RB,17.0,0.0,2.0,2.0,17.0,1.0,-1.0,-0.5,18.0,9.0,-0.5,1.0,2.0,0.0,0.0,0.0,102.1,
435.0,Stephen Sullivan,26.0,CAR,TE,14.0,0.0,6.0,2.0,46.0,2.0,25.0,12.5,21.0,10.5,14.5,0.0,,0.0,0.0,1.0,22.2,
436.0,Mike Thomas,28.0,CIN,WR,10.0,2.0,10.0,2.0,38.0,1.0,14.0,7.0,24.0,12.0,12.2,0.0,,1.0,10.0,1.0,3.3,
437.0,Jalen Tolbert,23.0,DAL,WR,8.0,1.0,3.0,2.0,12.0,0.0,10.0,5.0,2.0,1.0,15.0,0.0,,0.0,0.0,0.0,74.3,
438.0,Austin Trammell,24.0,LAR,WR,6.0,0.0,4.0,2.0,13.0,1.0,13.0,6.5,0.0,0.0,7.5,0.0,,0.0,0.0,0.0,57.3,
439.0,Cole Turner,22.0,WAS,TE,10.0,2.0,9.0,2.0,23.0,1.0,16.0,8.0,7.0,3.5,7.6,0.0,,0.0,0.0,0.0,39.6,
440.0,Jalen Virgil,24.0,DEN,WR,9.0,1.0,5.0,2.0,75.0,2.0,32.0,16.0,43.0,21.5,14.0,0.0,,0.0,0.0,0.0,127.1,
441.0,Jonathan Ward,25.0,TEN,RB,3.0,0.0,3.0,2.0,7.0,1.0,3.0,1.5,4.0,2.0,1.3,0.0,,0.0,0.0,0.0,70.1,
442.0,Nsimba Webster,26.0,CHI,WR,2.0,0.0,3.0,2.0,14.0,1.0,10.0,5.0,4.0,2.0,7.3,0.0,,0.0,0.0,0.0,77.1,
443.0,Trevon Wesco,27.0,CHI,TE,14.0,1.0,4.0,2.0,26.0,1.0,14.0,7.0,12.0,6.0,5.8,0.0,,1.0,25.0,0.0,70.8,
444.0,Kevin White,30.0,NOR,WR,7.0,2.0,5.0,2.0,74.0,2.0,6.0,3.0,68.0,34.0,18.2,0.0,,1.0,20.0,1.0,47.9,
445.0,Trayveon Williams,25.0,CIN,RB,8.0,0.0,3.0,2.0,30.0,1.0,22.0,11.0,8.0,4.0,6.7,0.0,,0.0,0.0,0.0,99.3,
446.0,Dareke Young,23.0,SEA,WR,13.0,0.0,2.0,2.0,24.0,2.0,1.0,0.5,23.0,11.5,0.5,1.0,2.0,0.0,0.0,0.0,116.7,
447.0,Salvon Ahmed,24.0,MIA,RB,12.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,7.0,7.0,1.0,0.0,,0.0,0.0,0.0,100.0,
448.0,Maurice Alexander,25.0,DET,WR,4.0,0.0,1.0,1.0,7.0,0.0,3.0,3.0,4.0,4.0,3.0,0.0,,0.0,0.0,0.0,95.8,
449.0,Tyler Badie,22.0,DEN,RB,1.0,0.0,1.0,1.0,24.0,1.0,-7.0,-7.0,31.0,31.0,-7.0,0.0,,0.0,0.0,0.0,158.3,
450.0,C.J. Board,29.0,TEN,WR,4.0,0.0,1.0,1.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,91.7,
451.0,John Brown,32.0,BUF,WR,3.0,0.0,2.0,1.0,42.0,1.0,42.0,42.0,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,135.4,
452.0,Jason Cabinda,26.0,DET,LB,8.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,3.3,0.0,,2.0,50.0,0.0,39.6,
453.0,Jalen Camp,24.0,HOU,WR,2.0,0.0,1.0,1.0,7.0,1.0,7.0,7.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,95.8,
454.0,Keke Coutee,25.0,IND,WR,8.0,0.0,1.0,1.0,20.0,0.0,12.0,12.0,8.0,8.0,12.0,0.0,,0.0,0.0,0.0,118.7,
455.0,Frank Darby,25.0,ATL,WR,5.0,0.0,1.0,1.0,15.0,1.0,14.0,14.0,1.0,1.0,14.0,0.0,,0.0,0.0,0.0,118.7,
456.0,Jeff Driskel,29.0,HOU,QB,7.0,2.0,1.0,1.0,4.0,0.0,-3.0,-3.0,7.0,7.0,-3.0,0.0,,0.0,0.0,0.0,83.3,
457.0,Darrynton Evans,24.0,CHI,RB,6.0,0.0,1.0,1.0,33.0,1.0,2.0,2.0,31.0,31.0,2.0,1.0,1.0,0.0,0.0,0.0,118.7,
458.0,Erik Ezukanma,22.0,MIA,WR,1.0,0.0,1.0,1.0,3.0,0.0,-4.0,-4.0,7.0,7.0,-4.0,0.0,,0.0,0.0,0.0,79.2,
459.0,Jake Gervase,27.0,LAR,LB,14.0,0.0,1.0,1.0,12.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,,0.0,0.0,0.0,116.7,
460.0,Jared Goff,28.0,DET,QB,17.0,17.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,87.5,"PB,AP CPoY-6"
461.0,Danny Gray,23.0,SFO,WR,13.0,0.0,7.0,1.0,10.0,1.0,6.0,6.0,4.0,4.0,22.9,0.0,,1.0,14.3,0.0,39.6,
462.0,Kamu Grugier-Hill,28.0,ARI,LB,9.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,83.3,
463.0,Jacob Harris,25.0,LAR,WR,7.0,0.0,1.0,1.0,6.0,1.0,4.0,4.0,2.0,2.0,4.0,0.0,,0.0,0.0,0.0,91.7,
464.0,Godwin Igwebuike,28.0,SEA,RB,5.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,
465.0,Tyron Johnson,26.0,HOU,WR,2.0,1.0,1.0,1.0,8.0,0.0,-2.0,-2.0,10.0,10.0,-2.0,0.0,,0.0,0.0,0.0,100.0,
466.0,Ronald Jones II,25.0,KAN,RB,6.0,0.0,1.0,1.0,22.0,1.0,-1.0,-1.0,23.0,23.0,-1.0,0.0,,0.0,0.0,0.0,118.7,
467.0,Mason Kinsey,24.0,TEN,WR,2.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,79.2,
468.0,Tyler Mabry,26.0,SEA,TE,2.0,0.0,1.0,1.0,7.0,1.0,6.0,6.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,135.4,
469.0,Patrick Mahomes,27.0,KAN,QB,17.0,17.0,1.0,1.0,6.0,0.0,-9.0,-9.0,15.0,15.0,-9.0,0.0,,0.0,0.0,0.0,91.7,"PB,AP-1,AP MVP-1,AP OPoY-2"
470.0,Jason Moore,27.0,LAC,WR,6.0,0.0,2.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,56.2,
471.0,Devine Ozigbo,26.0,DEN,RB,4.0,0.0,1.0,1.0,3.0,0.0,-4.0,-4.0,7.0,7.0,-4.0,0.0,,0.0,0.0,0.0,79.2,
472.0,Richard Rodgers,30.0,LAC,TE,10.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,3.0,3.0,-1.0,1.0,1.0,0.0,0.0,0.0,39.6,
473.0,Jeremy Ruckert,22.0,NYJ,TE,9.0,0.0,2.0,1.0,8.0,0.0,7.0,7.0,1.0,1.0,3.5,0.0,,1.0,50.0,0.0,60.4,
474.0,Penei Sewell,22.0,DET,RT,17.0,17.0,1.0,1.0,9.0,1.0,3.0,3.0,6.0,6.0,3.0,0.0,,0.0,0.0,0.0,104.2,PB
475.0,Keith Smith,30.0,ATL,WR,17.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,,0.0,0.0,0.0,60.4,
476.0,Ihmir Smith-Marsette,23.0,CHI,WR,6.0,0.0,4.0,1.0,15.0,0.0,10.0,10.0,5.0,5.0,7.0,0.0,,1.0,25.0,0.0,42.7,
477.0,Tommy Sweeney,27.0,BUF,TE,5.0,0.0,1.0,1.0,7.0,1.0,-1.0,-1.0,8.0,8.0,-1.0,0.0,,0.0,0.0,0.0,95.8,
478.0,J.J. Taylor,24.0,NWE,RB,1.0,0.0,1.0,1.0,8.0,0.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,100.0,
479.0,Patrick Taylor,24.0,GNB,RB,14.0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,118.7,
480.0,KaVontae Turpin,26.0,DAL,WR,17.0,0.0,2.0,1.0,9.0,0.0,4.0,4.0,5.0,5.0,6.5,0.0,,0.0,0.0,0.0,62.5,PB
481.0,Dwayne Washington,28.0,NOR,RB,12.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,,0.0,0.0,0.0,95.8,
482.0,Cody White,24.0,PIT,WR,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,79.2,
483.0,Jameson Williams,21.0,DET,WR,6.0,0.0,9.0,1.0,41.0,1.0,36.0,36.0,5.0,5.0,16.4,0.0,,2.0,22.2,0.0,83.1,
484.0,Ty'Son Williams,26.0,ARI,RB,1.0,0.0,1.0,1.0,5.0,0.0,-1.0,-1.0,6.0,6.0,-1.0,0.0,,0.0,0.0,0.0,87.5,
485.0,Russell Wilson,34.0,DEN,QB,15.0,15.0,1.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,-1.0,0.0,,0.0,0.0,0.0,79.2,
486.0,Zach Wilson,23.0,NYJ,QB,9.0,9.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,118.7,
487.0,Juwann Winfree,26.0,GNB,WR,3.0,0.0,4.0,1.0,17.0,1.0,12.0,12.0,5.0,5.0,13.0,0.0,,1.0,25.0,0.0,44.8,
488.0,Bailey Zappe,23.0,NWE,QB,4.0,2.0,1.0,1.0,-6.0,0.0,-8.0,-8.0,2.0,2.0,-8.0,0.0,,0.0,0.0,0.0,79.2,
489.0,Josh Ali,23.0,ATL,WR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,45.0,0.0,,0.0,0.0,0.0,39.6,
490.0,David Bakhtiari,31.0,GNB,LT,11.0,11.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,
491.0,Khari Blasingame,26.0,CHI,FB,16.0,6.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-4.0,0.0,,0.0,0.0,0.0,39.6,
492.0,Tom Brady,45.0,TAM,QB,17.0,17.0,1.0,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,,0.0,0.0,1.0,0.0,
493.0,Jack Conklin,28.0,CLE,RT,14.0,14.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-9.0,0.0,,1.0,100.0,0.0,39.6,
494.0,Tanner Conner,24.0,MIA,TE,13.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,6.7,0.0,,2.0,66.7,0.0,39.6,
495.0,Tyrion Davis-Price,22.0,SFO,RB,6.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,39.6,
496.0,Gus Edwards,27.0,BAL,RB,9.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,,0.0,0.0,0.0,39.6,
497.0,Joe Flacco,37.0,NYJ,QB,5.0,4.0,0.0,0.0,-3.0,0.0,-3.0,,0.0,,,0.0,,0.0,,0.0,,
498.0,Miller Forristall,24.0,CLE,TE,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,5.0,0.0,,0.0,0.0,0.0,39.6,
499.0,Feleipe Franks,25.0,ATL,QB,11.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,28.0,0.0,,0.0,0.0,0.0,39.6,
500.0,Tanner Gentry,28.0,BUF,WR,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,7.0,0.0,,0.0,0.0,0.0,39.6,
501.0,Josh Gordon,31.0,TEN,WR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,12.0,0.0,,0.0,0.0,0.0,39.6,
502.0,Lance McCutcheon,23.0,LAR,WR,10.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,,14.2,0.0,,0.0,0.0,0.0,39.6,
503.0,Stanley Morgan Jr.,26.0,CIN,WR,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,39.6,
504.0,Jaret Patterson,23.0,WAS,RB,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,4.0,0.0,,0.0,0.0,0.0,39.6,
505.0,Noah Togiai,25.0,PHI,TE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,4.0,0.0,,1.0,100.0,0.0,39.6,
506.0,Jake Tonges,23.0,CHI,TE,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,13.0,0.0,,0.0,0.0,0.0,39.6,
507.0,DJ Turner,25.0,LVR,WR,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,-3.0,0.0,,1.0,100.0,0.0,39.6,
508.0,James Washington,26.0,DAL,WR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,,1.0,100.0,0.0,39.6,
509.0,Charlie Woerner,25.0,SFO,TE,17.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,,21.5,0.0,,2.0,100.0,0.0,39.6,
,League Average,,,,,,,,,,,5.8,,5.1,7.8,,17.1,,5.5,,,
