Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving 1D,Receiving YBC,Receiving YBC/R,Receiving YAC,Receiving YAC/R,Receiving ADOT,Receiving BrkTkl,Receiving Rec/Br,Receiving Drop,Receiving Drop%,Receiving Int,Receiving Rat,Awards
1.0,Justin Jefferson,23.0,MIN,WR,17.0,17.0,184.0,128.0,1809.0,80.0,1185.0,9.3,624.0,4.9,10.1,6.0,21.3,5.0,2.7,5.0,104.2,"PB,AP-1,AP MVP-5,AP OPoY-1"
2.0,Tyreek Hill,28.0,MIA,WR,17.0,17.0,170.0,119.0,1710.0,77.0,1228.0,10.3,482.0,4.1,12.2,5.0,23.8,8.0,4.7,6.0,101.3,"PB,AP-1,AP MVP-9,AP OPoY-4"
3.0,Travis Kelce,33.0,KAN,TE,17.0,17.0,152.0,110.0,1338.0,78.0,690.0,6.3,648.0,5.9,7.1,13.0,8.5,8.0,5.3,3.0,117.2,"PB,AP-1,AP OPoY-6"
4.0,Stefon Diggs,29.0,BUF,WR,16.0,16.0,154.0,108.0,1429.0,74.0,1010.0,9.4,419.0,3.9,11.2,2.0,54.0,8.0,5.2,1.0,120.3,"PB,AP-2"
5.0,Austin Ekeler,27.0,LAC,RB,17.0,17.0,127.0,107.0,722.0,36.0,-121.0,-1.1,843.0,7.9,-0.8,11.0,9.7,9.0,7.1,0.0,103.5,AP OPoY-9
6.0,CeeDee Lamb,23.0,DAL,WR,17.0,17.0,156.0,107.0,1359.0,67.0,873.0,8.2,486.0,4.5,10.1,10.0,10.7,6.0,3.8,4.0,104.1,"PB,AP-2"
7.0,Amon-Ra St. Brown,23.0,DET,WR,16.0,16.0,146.0,106.0,1161.0,68.0,645.0,6.1,516.0,4.9,6.3,7.0,15.1,4.0,2.7,1.0,106.6,PB
8.0,Chris Godwin,26.0,TAM,WR,15.0,13.0,142.0,104.0,1023.0,53.0,496.0,4.8,527.0,5.1,5.7,4.0,26.0,3.0,2.1,1.0,97.2,AP CPoY-7
9.0,Davante Adams,30.0,LVR,WR,17.0,17.0,180.0,100.0,1516.0,65.0,1023.0,10.2,493.0,4.9,11.8,9.0,11.1,7.0,3.9,6.0,95.5,"PB,AP-1"
10.0,Michael Pittman Jr.,25.0,IND,WR,16.0,16.0,141.0,99.0,925.0,51.0,568.0,5.7,357.0,3.6,6.9,4.0,24.8,6.0,4.3,3.0,88.5,
11.0,DeVonta Smith,24.0,PHI,WR,17.0,17.0,136.0,95.0,1196.0,57.0,706.0,7.4,490.0,5.2,9.6,5.0,19.0,8.0,5.9,1.0,111.0,
12.0,D.K. Metcalf,25.0,SEA,WR,17.0,17.0,141.0,90.0,1048.0,47.0,831.0,9.2,217.0,2.4,11.2,1.0,90.0,7.0,5.0,4.0,88.6,
13.0,A.J. Brown,25.0,PHI,WR,17.0,16.0,145.0,88.0,1496.0,59.0,948.0,10.8,548.0,6.2,12.1,7.0,12.6,5.0,3.4,3.0,112.3,"PB,AP-2,AP MVP-9,AP OPoY-11"
14.0,Ja'Marr Chase,22.0,CIN,WR,12.0,12.0,134.0,87.0,1046.0,58.0,608.0,7.0,438.0,5.0,9.0,10.0,8.7,11.0,8.2,4.0,98.7,PB
15.0,Diontae Johnson,26.0,PIT,WR,17.0,17.0,147.0,86.0,882.0,45.0,647.0,7.5,235.0,2.7,10.2,8.0,10.8,7.0,4.8,6.0,58.8,
16.0,T.J. Hockenson,25.0,2TM,TE,17.0,14.0,129.0,86.0,914.0,44.0,511.0,5.9,403.0,4.7,7.5,7.0,12.3,7.0,5.4,4.0,89.7,PB
16.0,T.J. Hockenson,25.0,DET,TE,7.0,7.0,43.0,26.0,395.0,17.0,186.0,7.2,209.0,8.0,7.9,3.0,8.7,3.0,7.0,3.0,84.9,
16.0,T.J. Hockenson,25.0,MIN,TE,10.0,7.0,86.0,60.0,519.0,27.0,325.0,5.4,194.0,3.2,7.3,4.0,15.0,4.0,4.7,1.0,92.2,
17.0,Christian McCaffrey,26.0,2TM,RB,17.0,16.0,108.0,85.0,741.0,36.0,46.0,0.5,695.0,8.2,1.2,8.0,10.6,6.0,5.6,1.0,106.8,"PB,AP OPoY-7,AP CPoY-2"
17.0,Christian McCaffrey,26.0,CAR,RB,6.0,6.0,43.0,33.0,277.0,10.0,-17.0,-0.5,294.0,8.9,0.0,3.0,11.0,2.0,4.7,1.0,90.9,
17.0,Christian McCaffrey,26.0,SFO,RB,11.0,10.0,65.0,52.0,464.0,26.0,63.0,1.2,401.0,7.7,2.0,5.0,10.4,4.0,6.2,0.0,116.9,
18.0,Christian Kirk,26.0,JAX,WR,17.0,17.0,133.0,84.0,1108.0,55.0,737.0,8.8,371.0,4.4,9.1,5.0,16.8,7.0,5.3,4.0,96.9,
19.0,Tyler Lockett,30.0,SEA,WR,16.0,16.0,117.0,84.0,1033.0,50.0,759.0,9.0,274.0,3.3,10.6,1.0,84.0,2.0,1.7,5.0,106.5,
20.0,Garrett Wilson,22.0,NYJ,WR,17.0,12.0,147.0,83.0,1103.0,56.0,719.0,8.7,384.0,4.6,10.5,10.0,8.3,5.0,3.4,1.0,86.6,AP ORoY-1
21.0,Zay Jones,27.0,JAX,WR,16.0,15.0,121.0,82.0,823.0,44.0,541.0,6.6,282.0,3.4,8.6,2.0,41.0,13.0,10.7,2.0,93.8,
22.0,Brandon Aiyuk,24.0,SFO,WR,17.0,17.0,114.0,78.0,1015.0,47.0,627.0,8.0,388.0,5.0,9.9,4.0,19.5,7.0,6.1,1.0,115.9,
23.0,Amari Cooper,28.0,CLE,WR,17.0,17.0,132.0,78.0,1160.0,61.0,835.0,10.7,325.0,4.2,12.1,4.0,19.5,12.0,9.1,3.0,101.2,
24.0,JuJu Smith-Schuster,26.0,KAN,WR,16.0,14.0,101.0,78.0,933.0,47.0,468.0,6.0,465.0,6.0,7.3,3.0,26.0,6.0,5.9,3.0,102.5,
25.0,Mike Evans,29.0,TAM,WR,15.0,15.0,127.0,77.0,1124.0,53.0,908.0,11.8,216.0,2.8,12.6,2.0,38.5,4.0,3.1,6.0,85.5,
26.0,Terry McLaurin,27.0,WAS,WR,17.0,17.0,120.0,77.0,1191.0,56.0,797.0,10.4,394.0,5.1,12.8,7.0,11.0,3.0,2.5,2.0,103.9,PB
27.0,Cooper Kupp,29.0,LAR,WR,9.0,9.0,98.0,75.0,812.0,42.0,390.0,5.2,422.0,5.6,7.2,3.0,25.0,2.0,2.0,4.0,103.8,
28.0,Jaylen Waddle,24.0,MIA,WR,17.0,17.0,117.0,75.0,1356.0,60.0,846.0,11.3,510.0,6.8,11.8,4.0,18.8,7.0,6.0,2.0,119.5,
29.0,Tee Higgins,23.0,CIN,WR,16.0,14.0,109.0,74.0,1029.0,47.0,743.0,10.0,286.0,3.9,10.9,2.0,37.0,8.0,7.3,1.0,115.6,
30.0,Mark Andrews,27.0,BAL,TE,15.0,15.0,113.0,73.0,847.0,48.0,604.0,8.3,243.0,3.3,9.7,1.0,73.0,8.0,7.1,3.0,90.8,PB
31.0,Evan Engram,28.0,JAX,TE,17.0,14.0,98.0,73.0,766.0,33.0,301.0,4.1,465.0,6.4,6.3,5.0,14.6,5.0,5.1,0.0,110.3,
32.0,Leonard Fournette,27.0,TAM,RB,16.0,9.0,83.0,73.0,523.0,26.0,-40.0,-0.5,563.0,7.7,-0.6,13.0,5.6,4.0,4.8,0.0,105.0,
33.0,Tyler Higbee,29.0,LAR,TE,17.0,17.0,108.0,72.0,620.0,32.0,216.0,3.0,404.0,5.6,3.0,3.0,24.0,7.0,6.5,3.0,79.2,
34.0,Drake London,21.0,ATL,WR,17.0,15.0,117.0,72.0,866.0,48.0,635.0,8.8,231.0,3.2,10.4,1.0,72.0,3.0,2.6,3.0,84.9,
35.0,Chris Olave,22.0,NOR,WR,15.0,9.0,119.0,72.0,1042.0,48.0,832.0,11.6,210.0,2.9,14.2,2.0,36.0,7.0,5.9,5.0,82.7,AP ORoY-4
36.0,Josh Palmer,23.0,LAC,WR,16.0,11.0,107.0,72.0,769.0,39.0,514.0,7.1,255.0,3.5,8.7,1.0,72.0,6.0,5.6,2.0,89.7,
37.0,Adam Thielen,32.0,MIN,WR,17.0,17.0,107.0,70.0,716.0,45.0,564.0,8.1,152.0,2.2,9.7,1.0,70.0,2.0,1.9,3.0,91.5,
38.0,Rhamondre Stevenson,24.0,NWE,RB,17.0,7.0,88.0,69.0,421.0,13.0,-53.0,-0.8,474.0,6.9,0.0,11.0,6.3,7.0,8.0,0.0,90.4,
39.0,Marquise Brown,25.0,ARI,WR,12.0,10.0,107.0,67.0,709.0,33.0,473.0,7.1,236.0,3.5,11.3,1.0,67.0,4.0,3.7,7.0,64.0,
40.0,Jerry Jeudy,23.0,DEN,WR,15.0,14.0,100.0,67.0,972.0,41.0,580.0,8.7,392.0,5.9,11.5,3.0,22.3,5.0,5.0,2.0,110.1,
41.0,Jakobi Meyers,26.0,NWE,WR,14.0,13.0,96.0,67.0,804.0,38.0,568.0,8.5,236.0,3.5,9.9,1.0,67.0,4.0,4.2,0.0,116.0,
42.0,Keenan Allen,30.0,LAC,WR,10.0,10.0,89.0,66.0,752.0,39.0,489.0,7.4,263.0,4.0,8.6,1.0,66.0,2.0,2.2,2.0,104.7,
43.0,DeAndre Hopkins,30.0,ARI,WR,9.0,9.0,96.0,64.0,717.0,35.0,552.0,8.6,165.0,2.6,10.2,1.0,64.0,5.0,5.2,3.0,86.2,
44.0,Curtis Samuel,26.0,WAS,WR,17.0,12.0,92.0,64.0,656.0,36.0,367.0,5.7,289.0,4.5,6.7,8.0,8.0,5.0,5.4,2.0,95.2,
45.0,Courtland Sutton,27.0,DEN,WR,15.0,15.0,109.0,64.0,829.0,38.0,677.0,10.6,152.0,2.4,12.3,1.0,64.0,9.0,8.3,4.0,73.5,
46.0,Parris Campbell,25.0,IND,WR,17.0,16.0,91.0,63.0,623.0,32.0,346.0,5.5,277.0,4.4,6.4,5.0,12.6,5.0,5.5,6.0,71.8,
47.0,Pat Freiermuth,24.0,PIT,TE,16.0,8.0,98.0,63.0,732.0,37.0,441.0,7.0,291.0,4.6,8.3,6.0,10.5,4.0,4.1,4.0,76.6,
48.0,D.J. Moore,25.0,CAR,WR,17.0,17.0,118.0,63.0,888.0,44.0,706.0,11.2,182.0,2.9,13.0,4.0,15.8,7.0,5.9,5.0,80.0,
49.0,Mike Williams,28.0,LAC,WR,13.0,13.0,93.0,63.0,895.0,39.0,576.0,9.1,319.0,5.1,12.0,0.0,,1.0,1.1,2.0,104.0,
50.0,Donovan Peoples-Jones,23.0,CLE,WR,17.0,14.0,96.0,61.0,839.0,33.0,648.0,10.6,191.0,3.1,11.7,1.0,61.0,2.0,2.1,1.0,97.5,
51.0,George Kittle,29.0,SFO,TE,15.0,15.0,86.0,60.0,765.0,36.0,383.0,6.4,382.0,6.4,6.5,4.0,15.0,3.0,3.5,2.0,127.2,"PB,AP-2"
52.0,Allen Lazard,27.0,GNB,WR,15.0,15.0,100.0,60.0,788.0,45.0,540.0,9.0,248.0,4.1,12.5,1.0,60.0,6.0,6.0,5.0,84.1,
53.0,Joe Mixon,26.0,CIN,RB,14.0,14.0,75.0,60.0,441.0,17.0,-27.0,-0.5,468.0,7.8,-0.2,6.0,10.0,3.0,4.0,0.0,100.1,
54.0,K.J. Osborn,25.0,MIN,WR,17.0,9.0,90.0,60.0,650.0,32.0,350.0,5.8,300.0,5.0,8.3,3.0,20.0,2.0,2.2,2.0,97.0,
55.0,Aaron Jones,28.0,GNB,RB,17.0,17.0,72.0,59.0,395.0,19.0,-52.0,-0.9,447.0,7.6,0.2,1.0,59.0,6.0,8.3,0.0,112.7,
56.0,Tyler Boyd,28.0,CIN,WR,16.0,14.0,82.0,58.0,762.0,42.0,513.0,8.8,249.0,4.3,9.2,2.0,29.0,3.0,3.7,5.0,94.7,
57.0,Tyler Conklin,27.0,NYJ,TE,17.0,16.0,87.0,58.0,552.0,25.0,259.0,4.5,293.0,5.1,6.8,2.0,29.0,4.0,4.6,2.0,86.0,
58.0,Gerald Everett,28.0,LAC,TE,16.0,11.0,87.0,58.0,555.0,29.0,229.0,3.9,326.0,5.6,5.6,5.0,11.6,9.0,10.3,2.0,90.0,
59.0,David Njoku,26.0,CLE,TE,14.0,14.0,80.0,58.0,628.0,36.0,290.0,5.0,338.0,5.8,6.5,3.0,19.3,3.0,3.8,1.0,106.7,
60.0,Saquon Barkley,25.0,NYG,RB,16.0,16.0,76.0,57.0,338.0,10.0,-96.0,-1.7,434.0,7.6,-0.2,3.0,19.0,6.0,7.9,1.0,77.6,"PB,AP CPoY-3"
61.0,Brandin Cooks,29.0,HOU,WR,13.0,13.0,93.0,57.0,699.0,29.0,494.0,8.7,205.0,3.6,10.7,1.0,57.0,5.0,5.4,4.0,77.3,
62.0,Mack Hollins,29.0,LVR,WR,17.0,16.0,94.0,57.0,690.0,34.0,494.0,8.7,196.0,3.4,12.7,2.0,28.5,5.0,5.3,3.0,84.1,
63.0,Richie James,27.0,NYG,WR,17.0,4.0,70.0,57.0,569.0,29.0,393.0,6.9,176.0,3.1,7.2,1.0,57.0,3.0,4.3,0.0,119.6,
64.0,Alvin Kamara,27.0,NOR,RB,15.0,13.0,77.0,57.0,490.0,17.0,25.0,0.4,465.0,8.2,0.9,4.0,14.3,5.0,6.5,0.0,98.9,
65.0,Dalton Schultz,26.0,DAL,TE,15.0,15.0,89.0,57.0,577.0,27.0,373.0,6.5,204.0,3.6,7.2,5.0,11.4,6.0,6.7,5.0,77.8,
66.0,Jerick McKinnon,30.0,KAN,RB,17.0,0.0,71.0,56.0,512.0,28.0,-29.0,-0.5,541.0,9.7,0.7,4.0,14.0,4.0,5.6,1.0,130.4,AP CPoY-12
67.0,Deebo Samuel,26.0,SFO,WR,13.0,12.0,94.0,56.0,632.0,25.0,139.0,2.5,493.0,8.8,4.3,12.0,4.7,9.0,9.6,3.0,73.5,
68.0,Dallas Goedert,27.0,PHI,TE,12.0,12.0,69.0,55.0,702.0,40.0,282.0,5.1,420.0,7.6,6.1,2.0,27.5,1.0,1.4,0.0,123.6,
69.0,Josh Jacobs,24.0,LVR,RB,17.0,17.0,64.0,53.0,400.0,16.0,26.0,0.5,374.0,7.1,0.5,2.0,26.5,4.0,6.3,0.0,92.7,"PB,AP-1,AP OPoY-5"
70.0,Robert Tonyan,28.0,GNB,TE,17.0,3.0,67.0,53.0,470.0,20.0,242.0,4.6,228.0,4.3,5.8,2.0,26.5,1.0,1.5,2.0,93.4,
71.0,Robert Woods,30.0,TEN,WR,17.0,15.0,91.0,53.0,527.0,31.0,371.0,7.0,156.0,2.9,7.8,0.0,,4.0,4.4,3.0,68.3,
72.0,Greg Dortch,24.0,ARI,WR,16.0,4.0,64.0,52.0,467.0,19.0,174.0,3.3,293.0,5.6,4.9,3.0,17.3,0.0,0.0,0.0,107.5,
73.0,Hayden Hurst,29.0,CIN,TE,13.0,13.0,68.0,52.0,414.0,26.0,222.0,4.3,192.0,3.7,4.9,5.0,10.4,2.0,2.9,1.0,94.9,
74.0,George Pickens,21.0,PIT,WR,17.0,12.0,84.0,52.0,801.0,38.0,697.0,13.4,104.0,2.0,14.5,5.0,10.4,3.0,3.6,0.0,109.3,
75.0,Russell Gage,26.0,TAM,WR,13.0,4.0,70.0,51.0,426.0,31.0,255.0,5.0,171.0,3.4,5.5,2.0,25.5,3.0,4.3,0.0,112.0,
76.0,Noah Fant,25.0,SEA,TE,17.0,16.0,63.0,50.0,486.0,24.0,265.0,5.3,221.0,4.4,6.4,0.0,,1.0,1.6,0.0,120.0,
77.0,Cole Kmet,23.0,CHI,TE,17.0,17.0,69.0,50.0,544.0,27.0,258.0,5.2,286.0,5.7,6.7,3.0,16.7,2.0,2.9,4.0,105.0,
78.0,Rachaad White,23.0,TAM,RB,17.0,8.0,58.0,50.0,290.0,13.0,-19.0,-0.4,309.0,6.2,-0.3,3.0,16.7,2.0,3.4,0.0,99.0,
79.0,Gabriel Davis,23.0,BUF,WR,15.0,15.0,93.0,48.0,836.0,35.0,690.0,14.4,146.0,3.0,15.3,0.0,,9.0,9.7,6.0,80.8,
80.0,Dawson Knox,26.0,BUF,TE,15.0,15.0,65.0,48.0,517.0,25.0,324.0,6.8,193.0,4.0,7.9,3.0,16.0,4.0,6.2,3.0,108.3,PB
81.0,Chris Moore,29.0,HOU,WR,16.0,7.0,74.0,48.0,548.0,24.0,285.0,5.9,263.0,5.5,8.8,2.0,24.0,2.0,2.7,3.0,79.1,
82.0,Demarcus Robinson,28.0,BAL,WR,17.0,5.0,75.0,48.0,458.0,23.0,312.0,6.5,146.0,3.0,9.0,1.0,48.0,3.0,4.0,4.0,67.5,
83.0,D'Andre Swift,23.0,DET,RB,14.0,8.0,70.0,48.0,389.0,17.0,-51.0,-1.1,440.0,9.2,0.5,3.0,16.0,3.0,4.3,0.0,96.7,
84.0,Zach Ertz,32.0,ARI,TE,10.0,10.0,69.0,47.0,406.0,24.0,276.0,5.9,130.0,2.8,7.9,2.0,23.5,3.0,4.3,1.0,96.6,
85.0,Kalif Raymond,28.0,DET,WR,17.0,7.0,64.0,47.0,616.0,24.0,398.0,8.5,218.0,4.6,10.0,2.0,23.5,0.0,0.0,0.0,103.4,AP-2
86.0,DeAndre Carter,29.0,LAC,WR,17.0,7.0,65.0,46.0,538.0,29.0,332.0,7.2,206.0,4.5,8.9,0.0,,2.0,3.1,1.0,104.5,
87.0,James Conner,27.0,ARI,RB,13.0,13.0,58.0,46.0,300.0,13.0,-76.0,-1.7,376.0,8.2,-0.8,6.0,7.7,7.0,12.1,1.0,86.8,
88.0,Antonio Gibson,24.0,WAS,RB,15.0,6.0,58.0,46.0,353.0,18.0,56.0,1.2,297.0,6.5,1.2,5.0,9.2,3.0,5.2,1.0,96.3,
89.0,Marvin Jones,32.0,JAX,WR,16.0,10.0,81.0,46.0,529.0,29.0,434.0,9.4,95.0,2.1,13.2,0.0,,5.0,6.2,2.0,78.7,
90.0,Darius Slayton,25.0,NYG,WR,16.0,11.0,71.0,46.0,724.0,30.0,462.0,10.0,262.0,5.7,12.5,2.0,23.0,7.0,9.9,2.0,96.2,
91.0,Chase Claypool,24.0,2TM,WR,15.0,11.0,79.0,46.0,451.0,24.0,302.0,6.6,149.0,3.2,10.3,2.0,23.0,4.0,5.1,4.0,57.5,
91.0,Chase Claypool,24.0,PIT,WR,8.0,8.0,50.0,32.0,311.0,17.0,206.0,6.4,105.0,3.3,9.5,2.0,16.0,1.0,2.0,2.0,71.3,
91.0,Chase Claypool,24.0,CHI,WR,7.0,3.0,29.0,14.0,140.0,7.0,96.0,6.9,44.0,3.1,11.9,0.0,,3.0,10.3,2.0,33.7,
92.0,Noah Brown,26.0,DAL,WR,16.0,13.0,74.0,43.0,555.0,25.0,427.0,9.9,128.0,3.0,10.8,4.0,10.8,6.0,8.1,4.0,72.7,
93.0,Romeo Doubs,22.0,GNB,WR,13.0,7.0,67.0,42.0,425.0,20.0,229.0,5.5,196.0,4.7,9.4,0.0,,9.0,13.4,0.0,95.7,
94.0,Juwan Johnson,26.0,NOR,TE,16.0,12.0,65.0,42.0,508.0,25.0,326.0,7.8,182.0,4.3,9.0,1.0,42.0,3.0,4.6,2.0,111.6,
95.0,Isaiah McKenzie,27.0,BUF,WR,15.0,8.0,65.0,42.0,423.0,27.0,295.0,7.0,128.0,3.0,8.3,0.0,,6.0,9.2,2.0,90.7,
96.0,Cade Otton,23.0,TAM,TE,16.0,11.0,65.0,42.0,391.0,19.0,217.0,5.2,174.0,4.1,4.9,2.0,21.0,5.0,7.7,0.0,91.2,
97.0,Marquez Valdes-Scantling,28.0,KAN,WR,17.0,11.0,81.0,42.0,687.0,32.0,538.0,12.8,149.0,3.5,13.9,0.0,,5.0,6.2,1.0,83.7,
98.0,Michael Carter,23.0,NYJ,RB,16.0,10.0,54.0,41.0,288.0,12.0,14.0,0.3,274.0,6.7,0.6,3.0,13.7,2.0,3.7,0.0,87.6,
99.0,Najee Harris,24.0,PIT,RB,17.0,17.0,53.0,41.0,229.0,16.0,18.0,0.4,211.0,5.1,1.7,4.0,10.3,3.0,5.7,0.0,103.4,
100.0,Hunter Henry,28.0,NWE,TE,17.0,14.0,59.0,41.0,509.0,23.0,306.0,7.5,203.0,5.0,7.7,0.0,,3.0,5.1,1.0,100.2,
101.0,Austin Hooper,28.0,TEN,TE,17.0,2.0,60.0,41.0,444.0,28.0,310.0,7.6,134.0,3.3,7.8,1.0,41.0,1.0,1.7,0.0,101.0,
102.0,Rondale Moore,22.0,ARI,WR,8.0,8.0,56.0,41.0,414.0,16.0,133.0,3.2,281.0,6.9,5.5,5.0,8.2,6.0,10.7,0.0,99.9,
103.0,Alec Pierce,22.0,IND,WR,16.0,12.0,78.0,41.0,593.0,28.0,480.0,11.7,113.0,2.8,11.7,0.0,,3.0,3.8,2.0,75.4,
104.0,Christian Watson,23.0,GNB,WR,14.0,11.0,66.0,41.0,611.0,28.0,335.0,8.2,276.0,6.7,13.8,3.0,13.7,4.0,6.1,1.0,121.5,AP ORoY-7
105.0,Darnell Mooney,25.0,CHI,WR,12.0,12.0,61.0,40.0,493.0,20.0,329.0,8.2,164.0,4.1,12.0,2.0,20.0,2.0,3.3,2.0,87.7,
106.0,Olamide Zaccheaus,25.0,ATL,WR,17.0,13.0,61.0,40.0,533.0,25.0,344.0,8.6,189.0,4.7,11.5,3.0,13.3,0.0,0.0,0.0,109.5,
107.0,Dalvin Cook,27.0,MIN,RB,17.0,17.0,56.0,39.0,295.0,16.0,-36.0,-0.9,331.0,8.5,-0.5,4.0,9.8,5.0,8.9,0.0,94.0,PB
108.0,Michael Gallup,26.0,DAL,WR,14.0,11.0,74.0,39.0,424.0,25.0,317.0,8.1,107.0,2.7,11.1,0.0,,6.0,8.1,4.0,65.4,
109.0,Tony Pollard,25.0,DAL,RB,16.0,4.0,55.0,39.0,371.0,18.0,24.0,0.6,347.0,8.9,1.4,2.0,19.5,3.0,5.5,0.0,107.5,PB
110.0,Ben Skowronek,25.0,LAR,WR,14.0,11.0,61.0,39.0,376.0,16.0,239.0,6.1,137.0,3.5,7.9,0.0,,2.0,3.3,2.0,67.4,
111.0,Logan Thomas,31.0,WAS,TE,14.0,13.0,61.0,39.0,323.0,15.0,197.0,5.1,126.0,3.2,7.0,0.0,,1.0,1.6,2.0,69.2,
112.0,Samaje Perine,27.0,CIN,RB,16.0,2.0,51.0,38.0,287.0,11.0,-34.0,-0.9,321.0,8.4,0.2,5.0,7.6,5.0,9.8,0.0,113.8,
113.0,Josh Reynolds,27.0,DET,WR,14.0,11.0,59.0,38.0,479.0,25.0,364.0,9.6,115.0,3.0,11.9,0.0,,4.0,6.8,1.0,99.5,
114.0,Devin Singletary,25.0,BUF,RB,16.0,16.0,52.0,38.0,280.0,15.0,23.0,0.6,257.0,6.8,0.2,2.0,19.0,6.0,11.5,0.0,91.8,
115.0,Jordan Akins,30.0,HOU,TE,15.0,3.0,54.0,37.0,495.0,23.0,225.0,6.1,270.0,7.3,6.1,1.0,37.0,3.0,5.6,1.0,120.5,
116.0,Rex Burkhead,32.0,HOU,RB,16.0,0.0,51.0,37.0,204.0,8.0,0.0,0.0,204.0,5.5,1.3,1.0,37.0,1.0,2.0,1.0,77.6,
117.0,Nico Collins,23.0,HOU,WR,10.0,7.0,66.0,37.0,481.0,21.0,318.0,8.6,163.0,4.4,11.3,3.0,12.3,1.0,1.5,1.0,83.0,
118.0,Devin Duvernay,25.0,BAL,WR,14.0,13.0,49.0,37.0,407.0,19.0,251.0,6.8,156.0,4.2,9.0,0.0,,1.0,2.0,1.0,111.5,PB
119.0,Elijah Moore,22.0,NYJ,WR,16.0,9.0,65.0,37.0,446.0,22.0,331.0,8.9,115.0,3.1,11.7,2.0,18.5,2.0,3.1,1.0,76.8,
120.0,Isaiah Hodgins,24.0,2TM,WR,10.0,5.0,48.0,37.0,392.0,24.0,304.0,8.2,88.0,2.4,9.1,2.0,18.5,0.0,0.0,1.0,119.4,
120.0,Isaiah Hodgins,24.0,BUF,WR,2.0,0.0,6.0,4.0,41.0,2.0,22.0,5.5,19.0,4.8,7.3,0.0,,0.0,0.0,0.0,86.1,
120.0,Isaiah Hodgins,24.0,NYG,WR,8.0,5.0,42.0,33.0,351.0,22.0,282.0,8.5,69.0,2.1,9.3,2.0,16.5,0.0,0.0,1.0,123.3,
121.0,Isaiah Likely,22.0,BAL,TE,16.0,2.0,60.0,36.0,373.0,18.0,222.0,6.2,151.0,4.2,6.8,5.0,7.2,6.0,10.0,1.0,87.7,
122.0,Hunter Renfrow,27.0,LVR,WR,10.0,1.0,50.0,36.0,330.0,18.0,181.0,5.0,149.0,4.1,6.8,2.0,18.0,1.0,2.0,4.0,69.6,
123.0,Kendrick Bourne,27.0,NWE,WR,16.0,2.0,48.0,35.0,434.0,22.0,289.0,8.3,145.0,4.1,10.3,2.0,17.5,4.0,8.3,2.0,90.1,
124.0,Jahan Dotson,22.0,WAS,WR,12.0,10.0,61.0,35.0,523.0,26.0,386.0,11.0,137.0,3.9,13.5,1.0,35.0,6.0,9.8,4.0,96.6,
125.0,Travis Etienne,23.0,JAX,RB,17.0,12.0,45.0,35.0,316.0,16.0,-36.0,-1.0,352.0,10.1,0.3,0.0,,3.0,6.7,0.0,95.9,
126.0,Kareem Hunt,27.0,CLE,RB,17.0,0.0,44.0,35.0,210.0,11.0,-33.0,-0.9,243.0,6.9,-0.5,7.0,5.0,4.0,9.1,0.0,94.1,
127.0,Jauan Jennings,25.0,SFO,WR,16.0,4.0,56.0,35.0,416.0,23.0,240.0,6.9,176.0,5.0,8.4,3.0,11.7,7.0,12.5,3.0,68.7,
128.0,Randall Cobb,32.0,GNB,WR,13.0,3.0,50.0,34.0,417.0,19.0,232.0,6.8,185.0,5.4,9.5,1.0,34.0,2.0,4.0,1.0,91.8,
129.0,Will Dissly,26.0,SEA,TE,15.0,15.0,38.0,34.0,349.0,20.0,165.0,4.9,184.0,5.4,5.4,2.0,17.0,2.0,5.3,0.0,131.2,
130.0,David Montgomery,25.0,CHI,RB,16.0,16.0,40.0,34.0,316.0,10.0,33.0,1.0,283.0,8.3,1.3,6.0,5.7,1.0,2.5,1.0,97.5,
131.0,Treylon Burks,22.0,TEN,WR,11.0,6.0,54.0,33.0,444.0,19.0,283.0,8.6,161.0,4.9,11.6,2.0,16.5,3.0,5.6,3.0,70.3,
132.0,Greg Dulcich,22.0,DEN,TE,10.0,6.0,55.0,33.0,411.0,18.0,256.0,7.8,155.0,4.7,11.5,1.0,33.0,2.0,3.6,3.0,72.6,
133.0,Derrick Henry,28.0,TEN,RB,16.0,16.0,41.0,33.0,398.0,11.0,12.0,0.4,386.0,11.7,0.1,2.0,16.5,5.0,12.2,0.0,107.1,"PB,AP MVP-9,AP OPoY-12,AP CPoY-9"
134.0,Foster Moreau,25.0,LVR,TE,15.0,14.0,54.0,33.0,420.0,24.0,183.0,5.5,237.0,7.2,8.1,2.0,16.5,6.0,11.1,2.0,82.3,
135.0,Allen Robinson,29.0,LAR,WR,10.0,10.0,52.0,33.0,339.0,23.0,268.0,8.1,71.0,2.2,9.7,0.0,,1.0,1.9,1.0,93.3,
136.0,Quez Watkins,24.0,PHI,WR,17.0,8.0,51.0,33.0,354.0,13.0,208.0,6.3,146.0,4.4,9.0,1.0,33.0,3.0,5.9,3.0,80.0,
137.0,Corey Davis,27.0,NYJ,WR,13.0,10.0,64.0,32.0,536.0,28.0,427.0,13.3,109.0,3.4,13.4,1.0,32.0,2.0,3.1,2.0,76.0,
138.0,Mike Gesicki,27.0,MIA,TE,17.0,1.0,52.0,32.0,362.0,19.0,265.0,8.3,97.0,3.0,9.4,1.0,32.0,3.0,5.8,2.0,98.4,
