Rk,Player,Age,Team,Pos,G,GS,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Coverage Yds/Tgt,Pass Coverage TD,Pass Coverage Rat,Pass Coverage DADOT,Pass Coverage Air,Pass Coverage YAC,Pass Rush Bltz,Pass Rush Hrry,Pass Rush QBKD,Pass Rush Bats,Pass Rush Sk,Pass Rush Prss,Tackles Comb,Tackles MTkl,Tackles MTkl%,Awards
219.0,Micah Hyde,32.0,BUF,S,14.0,14.0,2.0,37.0,26.0,70.3,316.0,12.2,8.5,3.0,100.7,11.3,234.0,82.0,16.0,0.0,1.0,1.0,0.0,1.0,54.0,6.0,10.0,
220.0,Jarran Reed,31.0,SEA,DE,16.0,16.0,0.0,3.0,3.0,100.0,10.0,3.3,3.3,0.0,80.6,-4.0,-12.0,22.0,0.0,9.0,5.0,3.0,7.0,21.0,54.0,9.0,14.3,
221.0,Juan Thornhill,28.0,CLE,S,11.0,11.0,0.0,30.0,19.0,63.3,208.0,10.9,6.9,3.0,117.1,10.6,144.0,64.0,4.0,0.0,2.0,1.0,0.0,2.0,54.0,2.0,3.6,
222.0,Deatrich Wise Jr.,29.0,NWE,DL,16.0,13.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,-3.0,-3.0,9.0,1.0,7.0,1.0,1.0,4.5,13.0,54.0,0.0,0.0,
223.0,Jonathan Allen,28.0,WAS,DT,16.0,16.0,0.0,4.0,3.0,75.0,-1.0,-0.3,-0.3,1.0,116.7,-1.0,-10.0,9.0,0.0,5.0,11.0,1.0,5.5,22.0,53.0,6.0,10.2,
224.0,Nick Bosa,26.0,SFO,DL,17.0,17.0,0.0,5.0,4.0,80.0,48.0,12.0,9.6,0.0,106.7,-2.8,-8.0,56.0,5.0,9.0,21.0,3.0,10.5,44.0,53.0,4.0,7.0,PB
225.0,Aaron Donald,32.0,LAR,DT,16.0,16.0,0.0,1.0,1.0,100.0,-1.0,-1.0,-1.0,0.0,79.2,-6.0,-6.0,5.0,0.0,8.0,14.0,2.0,8.0,31.0,53.0,5.0,8.6,"PB,AP-1,AP CPoY-9"
226.0,Quentin Lake,24.0,LAR,DB,14.0,4.0,0.0,51.0,32.0,62.7,238.0,7.4,4.7,3.0,93.4,5.8,160.0,78.0,14.0,1.0,0.0,0.0,0.0,1.0,53.0,3.0,5.4,
227.0,Dexter Lawrence,26.0,NYG,DL,16.0,16.0,0.0,1.0,1.0,100.0,21.0,21.0,21.0,0.0,118.7,-3.0,-3.0,24.0,0.0,5.0,14.0,2.0,4.5,25.0,53.0,3.0,5.4,"PB,AP-2,AP DPoY-9"
228.0,P.J. Locke,26.0,DEN,S,12.0,8.0,1.0,35.0,21.0,60.0,302.0,14.4,8.6,2.0,95.2,9.4,149.0,153.0,9.0,0.0,0.0,0.0,3.0,3.0,53.0,9.0,14.5,
229.0,Daron Payne,26.0,WAS,DT,17.0,17.0,0.0,2.0,2.0,100.0,1.0,0.5,0.5,0.0,79.2,-6.5,-13.0,14.0,1.0,4.0,4.0,4.0,4.0,13.0,53.0,7.0,11.7,
230.0,Tuli Tuipulotu,21.0,LAC,OLB,17.0,11.0,0.0,10.0,7.0,70.0,52.0,7.4,5.2,1.0,115.4,1.2,3.0,49.0,28.0,11.0,6.0,1.0,4.5,22.0,53.0,8.0,13.1,
231.0,Darious Williams,30.0,JAX,LCB,17.0,17.0,4.0,100.0,55.0,55.0,624.0,11.3,6.2,2.0,63.9,10.8,427.0,197.0,1.0,0.0,1.0,0.0,0.0,1.0,53.0,10.0,15.9,
232.0,Riq Woolen,24.0,SEA,CB,16.0,15.0,2.0,71.0,41.0,57.7,384.0,9.4,5.4,4.0,79.8,9.2,258.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,9.0,14.5,
233.0,Marco Wilson,24.0,2TM,RCB,16.0,11.0,0.0,65.0,47.0,72.3,727.0,15.5,11.2,5.0,134.6,11.9,547.0,180.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,10.2,
233.0,Marco Wilson,24.0,ARI,RCB,15.0,11.0,0.0,64.0,47.0,73.4,727.0,15.5,11.4,5.0,136.7,11.7,547.0,180.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,10.3,
233.0,Marco Wilson,24.0,NWE,CB,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
234.0,Kareem Jackson,35.0,2TM,SS,10.0,8.0,2.0,25.0,16.0,64.0,233.0,14.6,9.3,2.0,87.6,8.6,176.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,5.0,8.6,
234.0,Kareem Jackson,35.0,DEN,SS,8.0,8.0,2.0,24.0,16.0,66.7,215.0,13.4,9.0,2.0,88.0,8.3,160.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,7.3,
234.0,Kareem Jackson,35.0,HOU,CB,2.0,0.0,0.0,1.0,0.0,0.0,18.0,,18.0,0.0,79.2,16.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.3,
235.0,Shaquil Barrett,31.0,TAM,LOLB,16.0,16.0,1.0,18.0,14.0,77.8,106.0,7.6,5.9,0.0,68.1,3.3,38.0,68.0,34.0,6.0,8.0,1.0,4.5,19.0,52.0,4.0,7.1,
236.0,Carlton Davis,26.0,TAM,RCB,12.0,12.0,2.0,83.0,51.0,61.4,732.0,14.4,8.8,4.0,96.1,9.8,506.0,226.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,4.0,7.1,
237.0,Jonathan Greenard,26.0,HOU,RDE,15.0,15.0,0.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,70.1,-4.3,-9.0,9.0,18.0,9.0,9.0,2.0,12.5,32.0,52.0,5.0,8.8,
238.0,Talanoa Hufanga,24.0,SFO,S,10.0,10.0,3.0,19.0,13.0,68.4,105.0,8.1,5.5,1.0,60.1,6.5,71.0,34.0,9.0,1.0,1.0,0.0,0.0,2.0,52.0,3.0,5.5,
239.0,Jourdan Lewis,28.0,DAL,CB,16.0,8.0,1.0,71.0,44.0,62.0,464.0,10.5,6.5,4.0,93.9,6.6,225.0,239.0,7.0,0.0,0.0,0.0,0.0,0.0,52.0,5.0,8.8,
240.0,Boye Mafe,25.0,SEA,LB,16.0,16.0,0.0,8.0,6.0,75.0,111.0,18.5,13.9,1.0,156.2,2.6,12.0,99.0,14.0,8.0,8.0,5.0,9.0,25.0,52.0,3.0,5.5,
241.0,Kwity Paye,25.0,IND,DE,16.0,16.0,0.0,4.0,2.0,50.0,21.0,10.5,5.3,0.0,65.6,-3.3,-7.0,28.0,4.0,6.0,2.0,0.0,8.5,17.0,52.0,0.0,0.0,
242.0,Travon Walker,23.0,JAX,OLB,17.0,17.0,0.0,10.0,9.0,90.0,54.0,6.0,5.4,0.0,89.2,1.8,8.0,46.0,49.0,11.0,7.0,1.0,10.0,30.0,52.0,8.0,13.3,
243.0,Ahkello Witherspoon,28.0,LAR,DB,17.0,17.0,3.0,106.0,51.0,48.1,753.0,14.8,7.1,5.0,75.7,14.8,566.0,187.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,9.0,14.8,
244.0,Mike Edwards,27.0,KAN,S,17.0,5.0,1.0,31.0,15.0,48.4,199.0,13.3,6.4,2.0,77.2,11.9,130.0,69.0,6.0,0.0,0.0,0.0,1.0,1.0,51.0,5.0,8.9,
245.0,B.J. Hill,28.0,CIN,DT,17.0,17.0,2.0,1.0,1.0,100.0,1.0,1.0,1.0,0.0,39.6,-7.0,-7.0,8.0,0.0,3.0,14.0,3.0,4.5,23.0,51.0,2.0,3.8,
246.0,Aidan Hutchinson,23.0,DET,DL,17.0,17.0,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,-2.3,0.0,0.0,1.0,29.0,21.0,5.0,11.5,62.0,51.0,9.0,15.0,PB
247.0,Ja'Quan McMillian,23.0,DEN,CB,16.0,3.0,2.0,66.0,37.0,56.1,400.0,10.8,6.1,7.0,96.8,7.2,185.0,215.0,19.0,0.0,1.0,1.0,2.0,3.0,51.0,8.0,13.6,
248.0,Ed Oliver,26.0,BUF,DT,16.0,16.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,3.0,5.0,2.0,9.5,19.0,51.0,7.0,12.1,
249.0,Darnell Savage Jr.,26.0,GNB,SS,10.0,10.0,0.0,23.0,18.0,78.3,222.0,12.3,9.7,0.0,106.9,8.6,150.0,72.0,3.0,1.0,0.0,0.0,0.0,1.0,51.0,8.0,13.6,
250.0,Tavierre Thomas,27.0,HOU,CB,9.0,5.0,0.0,33.0,26.0,78.8,276.0,10.6,8.4,1.0,111.6,6.5,155.0,121.0,12.0,0.0,0.0,0.0,0.0,0.0,51.0,5.0,8.9,
251.0,Denico Autry,33.0,TEN,LDE,17.0,14.0,0.0,2.0,2.0,100.0,12.0,6.0,6.0,0.0,91.7,2.5,5.0,7.0,0.0,8.0,3.0,3.0,11.5,24.0,50.0,7.0,12.3,
252.0,Brian Burns,25.0,CAR,LOLB,16.0,16.0,0.0,15.0,12.0,80.0,70.0,5.8,4.7,0.0,86.1,1.4,31.0,39.0,35.0,2.0,11.0,1.0,8.0,21.0,50.0,4.0,7.4,
253.0,Michael Carter II,24.0,NYJ,CB,15.0,7.0,0.0,62.0,32.0,51.6,299.0,9.3,4.8,1.0,70.6,7.8,116.0,183.0,13.0,3.0,1.0,0.0,0.0,4.0,50.0,5.0,9.1,
254.0,Michael Danna,26.0,KAN,DE,16.0,16.0,0.0,4.0,3.0,75.0,8.0,2.7,2.0,1.0,116.7,-4.5,-17.0,25.0,1.0,9.0,5.0,3.0,6.5,21.0,50.0,2.0,3.8,
255.0,Malik Hooker,27.0,DAL,S,16.0,15.0,1.0,23.0,13.0,56.5,213.0,16.4,9.3,1.0,84.1,13.0,113.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,7.4,
256.0,DeMarcus Lawrence,31.0,DAL,DE,17.0,17.0,0.0,5.0,2.0,40.0,29.0,14.5,5.8,0.0,59.6,-5.6,-11.0,40.0,2.0,6.0,4.0,6.0,4.0,14.0,50.0,3.0,5.7,PB
257.0,Keanu Neal,28.0,PIT,SS,9.0,8.0,1.0,34.0,21.0,61.8,282.0,13.4,8.3,1.0,85.7,7.0,160.0,122.0,10.0,0.0,1.0,0.0,0.0,1.0,50.0,8.0,13.8,
258.0,David Onyemata,31.0,ATL,DL,14.0,14.0,0.0,2.0,1.0,50.0,4.0,4.0,2.0,0.0,56.2,-3.5,-5.0,9.0,0.0,5.0,11.0,1.0,4.0,21.0,50.0,1.0,2.0,
259.0,Taylor Rapp,26.0,BUF,S,16.0,4.0,1.0,18.0,11.0,61.1,161.0,14.6,8.9,1.0,85.6,14.2,141.0,20.0,4.0,0.0,0.0,0.0,0.5,1.0,50.0,3.0,5.7,
260.0,Amik Robertson,25.0,LVR,CB,17.0,12.0,2.0,66.0,39.0,59.1,531.0,13.6,8.0,3.0,87.4,9.9,244.0,287.0,4.0,0.0,0.0,0.0,1.0,1.0,50.0,5.0,9.1,
261.0,Nathan Shepherd,30.0,NOR,DT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,3.0,0.0,3.5,11.0,50.0,3.0,5.7,
262.0,Isaiah Simmons,25.0,NYG,S,17.0,4.0,1.0,27.0,22.0,81.5,199.0,9.0,7.4,0.0,81.9,1.9,37.0,162.0,54.0,4.0,0.0,1.0,1.0,5.0,50.0,8.0,13.8,
263.0,Tedarrell Slaton,26.0,GNB,DL,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,50.0,3.0,5.7,
264.0,Cam Taylor-Britt,24.0,CIN,CB,12.0,12.0,4.0,67.0,38.0,56.7,620.0,16.3,9.3,3.0,78.0,15.2,452.0,168.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,4.0,7.4,
265.0,Kayvon Thibodeaux,23.0,NYG,OLB,17.0,17.0,0.0,11.0,8.0,72.7,47.0,5.9,4.3,0.0,80.5,-2.5,-28.0,75.0,98.0,18.0,4.0,4.0,11.5,35.0,50.0,5.0,9.1,
266.0,DJ Turner,23.0,CIN,CB,17.0,12.0,0.0,69.0,40.0,58.0,693.0,17.3,10.0,4.0,111.6,12.6,356.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,4.0,7.4,
267.0,Jimmie Ward,32.0,HOU,S,10.0,10.0,1.0,34.0,28.0,82.4,351.0,12.5,10.3,0.0,97.4,8.8,214.0,137.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,5.7,
268.0,Dre'Mont Jones,26.0,SEA,DE,17.0,16.0,0.0,3.0,3.0,100.0,66.0,22.0,22.0,0.0,118.7,5.3,16.0,50.0,4.0,8.0,7.0,0.0,4.5,20.0,49.0,3.0,5.8,
269.0,Justin Jones,27.0,CHI,RDT,17.0,17.0,0.0,4.0,4.0,100.0,22.0,5.5,5.5,0.0,89.6,-1.5,-6.0,28.0,0.0,5.0,12.0,4.0,4.5,22.0,49.0,4.0,7.5,
270.0,Derion Kendrick,23.0,LAR,DB,17.0,12.0,1.0,77.0,44.0,57.1,600.0,13.6,7.8,3.0,89.7,13.9,423.0,177.0,1.0,0.0,0.0,1.0,0.0,0.0,49.0,11.0,18.3,
271.0,Greg Newsome II,23.0,CLE,CB,14.0,13.0,2.0,67.0,38.0,56.7,450.0,11.8,6.7,2.0,74.8,7.5,161.0,289.0,14.0,1.0,0.0,1.0,0.5,2.0,49.0,10.0,16.9,
272.0,Terell Smith,24.0,CHI,DB,12.0,4.0,0.0,46.0,29.0,63.0,354.0,12.2,7.7,1.0,93.9,11.8,276.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,5.8,
273.0,Jonah Williams,28.0,LAR,DE,17.0,16.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,2.0,1.0,2.0,7.0,49.0,1.0,2.0,
274.0,Jamal Adams,28.0,SEA,SS,9.0,9.0,0.0,31.0,25.0,80.6,175.0,7.0,5.6,2.0,111.7,4.7,67.0,108.0,22.0,3.0,3.0,1.0,0.0,6.0,48.0,9.0,15.8,
275.0,Troy Hill,32.0,CAR,CB,16.0,3.0,1.0,55.0,34.0,61.8,344.0,10.1,6.3,4.0,96.3,6.2,136.0,208.0,13.0,1.0,1.0,0.0,0.0,2.0,48.0,9.0,15.8,
276.0,Brandon Jones,25.0,MIA,SS,16.0,6.0,2.0,16.0,11.0,68.8,133.0,12.1,8.3,1.0,75.3,10.3,70.0,63.0,4.0,0.0,1.0,0.0,0.0,1.0,48.0,7.0,12.7,
277.0,Jonathan Jones,30.0,NWE,DB,14.0,14.0,0.0,56.0,32.0,57.1,436.0,13.6,7.8,2.0,94.0,13.7,285.0,151.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,4.0,
278.0,Marshon Lattimore,27.0,NOR,CB,10.0,10.0,1.0,47.0,27.0,57.4,299.0,11.1,6.4,1.0,74.7,8.8,147.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,9.4,
279.0,Bilal Nichols,27.0,LVR,LDT,17.0,17.0,0.0,4.0,3.0,75.0,33.0,11.0,8.3,0.0,99.0,-3.0,-12.0,45.0,0.0,0.0,1.0,0.0,1.5,3.0,48.0,3.0,5.9,
280.0,Preston Smith,31.0,GNB,LB,17.0,17.0,0.0,4.0,1.0,25.0,15.0,15.0,3.8,0.0,42.7,3.3,8.0,7.0,56.0,4.0,10.0,3.0,8.0,23.0,48.0,1.0,2.0,
281.0,Terrell Edmunds,26.0,2TM,S,16.0,4.0,1.0,30.0,18.0,60.0,225.0,12.5,7.5,1.0,80.6,11.4,174.0,51.0,15.0,1.0,0.0,0.0,2.5,4.0,48.0,3.0,5.9,
281.0,Terrell Edmunds,26.0,PHI,S,7.0,3.0,0.0,19.0,12.0,63.2,155.0,12.9,8.2,1.0,106.2,12.8,119.0,36.0,2.0,1.0,0.0,0.0,0.0,1.0,28.0,2.0,6.7,
281.0,Terrell Edmunds,26.0,TEN,S,9.0,1.0,1.0,11.0,6.0,54.5,70.0,11.7,6.4,0.0,36.2,8.8,55.0,15.0,13.0,0.0,0.0,0.0,2.5,3.0,20.0,1.0,4.8,
282.0,George Karlaftis III,22.0,KAN,DE,16.0,16.0,0.0,7.0,6.0,85.7,55.0,9.2,7.9,0.0,99.4,1.3,4.0,51.0,1.0,18.0,4.0,3.0,10.5,35.0,47.0,4.0,7.8,
283.0,Desmond King,29.0,HOU,CB,7.0,3.0,0.0,24.0,20.0,83.3,186.0,9.3,7.8,0.0,99.0,4.5,78.0,108.0,9.0,0.0,1.0,0.0,1.0,2.0,47.0,4.0,7.8,
284.0,Dante Stills,24.0,ARI,DT,15.0,8.0,0.0,3.0,3.0,100.0,7.0,2.3,2.3,0.0,79.2,-3.7,-11.0,18.0,0.0,2.0,1.0,0.0,3.5,7.0,47.0,1.0,2.1,
285.0,Eli Apple,28.0,MIA,CB,10.0,4.0,1.0,66.0,43.0,65.2,494.0,11.5,7.5,2.0,91.4,11.2,335.0,159.0,0.0,0.0,0.0,0.0,0.5,1.0,46.0,6.0,11.5,
286.0,Oren Burks,28.0,SFO,LB,15.0,5.0,1.0,22.0,15.0,68.2,113.0,7.5,5.1,0.0,61.4,1.0,5.0,108.0,8.0,2.0,0.0,0.0,1.0,3.0,46.0,1.0,2.1,
287.0,Kristian Fulton,25.0,TEN,CB,12.0,11.0,0.0,49.0,37.0,75.5,497.0,13.4,10.1,1.0,114.1,11.0,359.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,9.8,
288.0,Dennis Gardeck,29.0,ARI,OLB,17.0,8.0,0.0,13.0,10.0,76.9,72.0,7.2,5.5,2.0,128.8,2.5,18.0,54.0,31.0,8.0,6.0,2.0,6.0,20.0,46.0,4.0,8.0,
289.0,Tre Herndon,27.0,JAX,CB,16.0,4.0,0.0,62.0,47.0,75.8,500.0,10.6,8.1,3.0,115.0,7.0,224.0,276.0,18.0,3.0,2.0,1.0,0.0,5.0,46.0,6.0,11.5,
290.0,Austin Johnson,29.0,LAC,DL,17.0,17.0,0.0,3.0,3.0,100.0,15.0,5.0,5.0,1.0,127.1,-4.0,-12.0,27.0,1.0,1.0,1.0,2.0,0.0,2.0,46.0,2.0,4.2,
291.0,D.J. Jones,28.0,DEN,DT,16.0,16.0,0.0,4.0,3.0,75.0,-13.0,-4.3,-3.3,0.0,77.1,-6.5,-26.0,13.0,0.0,0.0,2.0,0.0,2.0,4.0,46.0,2.0,4.2,
292.0,Jonathan Ledbetter,26.0,ARI,DL,12.0,12.0,0.0,2.0,2.0,100.0,-1.0,-0.5,-0.5,0.0,79.2,-5.0,-10.0,9.0,0.0,1.0,2.0,0.0,1.5,5.0,46.0,3.0,6.1,
293.0,Quan Martin,23.0,WAS,DB,16.0,5.0,2.0,30.0,20.0,66.7,247.0,12.4,8.2,2.0,86.4,5.6,87.0,160.0,14.0,0.0,0.0,0.0,1.0,1.0,46.0,5.0,9.8,
294.0,Fabian Moreau,29.0,DEN,CB,16.0,11.0,1.0,60.0,39.0,65.0,628.0,16.1,10.5,1.0,98.5,11.1,411.0,217.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,8.0,
295.0,Osa Odighizuwa,25.0,DAL,DT,17.0,17.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,56.2,12.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,14.0,46.0,5.0,9.8,
296.0,Jamien Sherwood,23.0,NYJ,LB,17.0,3.0,0.0,5.0,5.0,100.0,34.0,6.8,6.8,1.0,134.6,4.0,20.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,
297.0,Kevin Strong,27.0,ARI,LDE,14.0,11.0,0.0,1.0,1.0,100.0,2.0,2.0,2.0,0.0,79.2,-3.0,-3.0,5.0,0.0,3.0,0.0,0.0,2.5,6.0,46.0,3.0,6.1,
298.0,Will Anderson,22.0,HOU,DE,15.0,13.0,0.0,2.0,2.0,100.0,15.0,7.5,7.5,0.0,97.9,1.0,2.0,13.0,12.0,10.0,15.0,1.0,7.0,32.0,45.0,9.0,16.7,"PB,AP DRoY-1"
299.0,Sydney Brown,23.0,PHI,S,14.0,6.0,1.0,24.0,19.0,79.2,200.0,10.5,8.3,2.0,111.8,8.8,120.0,80.0,6.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,6.3,
300.0,Jordan Davis,23.0,PHI,DT,17.0,17.0,0.0,1.0,1.0,100.0,-3.0,-3.0,-3.0,0.0,79.2,-6.0,-6.0,3.0,1.0,5.0,1.0,1.0,2.5,10.0,45.0,3.0,6.3,
301.0,Xavien Howard,30.0,MIA,LCB,13.0,13.0,1.0,62.0,39.0,62.9,419.0,10.7,6.8,1.0,81.3,11.3,299.0,120.0,3.0,0.0,1.0,0.0,0.0,1.0,45.0,6.0,11.8,
302.0,Jalen Mills,29.0,NWE,DB,17.0,8.0,0.0,30.0,18.0,60.0,225.0,12.5,7.5,1.0,94.4,9.1,94.0,131.0,10.0,2.0,1.0,0.0,0.0,3.0,45.0,7.0,13.5,
303.0,AJ Terrell,25.0,ATL,CB,17.0,17.0,0.0,81.0,45.0,55.6,552.0,12.3,6.8,4.0,93.2,11.0,397.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.0,16.7,
304.0,Joe Tryon-Shoyinka,24.0,TAM,OLB,17.0,12.0,0.0,8.0,8.0,100.0,54.0,6.8,6.8,0.0,94.8,1.0,8.0,46.0,17.0,4.0,4.0,1.0,5.0,13.0,45.0,3.0,6.3,
305.0,Andrew Wingard,27.0,JAX,S,17.0,2.0,1.0,18.0,11.0,61.1,135.0,12.3,7.5,1.0,79.6,10.2,103.0,32.0,3.0,0.0,1.0,0.0,0.0,1.0,45.0,3.0,6.3,
306.0,Jonathan Bullard,30.0,MIN,DL,17.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,44.0,0.0,0.0,
307.0,Kenny Clark,28.0,GNB,DL,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,9.0,7.0,1.0,7.5,25.0,44.0,7.0,13.7,PB
308.0,Rashan Gary,26.0,GNB,LB,17.0,13.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-6.0,0.0,0.0,57.0,10.0,10.0,1.0,9.0,30.0,44.0,4.0,8.3,
309.0,Javon Hargrave,30.0,SFO,DL,16.0,16.0,0.0,1.0,1.0,100.0,11.0,11.0,11.0,0.0,112.5,-2.0,-2.0,13.0,0.0,1.0,5.0,1.0,7.0,14.0,44.0,2.0,4.3,PB
310.0,Jaylon Jones,21.0,IND,CB,17.0,10.0,0.0,62.0,35.0,56.5,354.0,10.1,5.7,5.0,99.8,9.5,288.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,4.3,
311.0,Jeff Okudah,24.0,ATL,RCB,13.0,9.0,0.0,58.0,38.0,65.5,528.0,13.9,9.1,0.0,94.6,10.2,322.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,2.2,
312.0,Jeffery Simmons,26.0,TEN,DT,12.0,12.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,6.0,5.0,1.0,5.5,17.0,44.0,3.0,6.4,
313.0,Carrington Valentine,22.0,GNB,CB,17.0,12.0,0.0,59.0,34.0,57.6,411.0,12.1,7.0,1.0,84.8,10.9,312.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,8.3,
314.0,Anthony Walker,28.0,CLE,MLB,12.0,12.0,0.0,21.0,14.0,66.7,136.0,9.7,6.5,1.0,100.5,4.6,41.0,95.0,25.0,0.0,2.0,0.0,0.0,2.0,44.0,3.0,6.4,
315.0,Corey Ballentine,27.0,GNB,CB,14.0,6.0,1.0,48.0,27.0,56.3,312.0,11.6,6.5,2.0,81.2,11.1,191.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,6.0,12.2,
316.0,Julius Brents,23.0,IND,CB,9.0,8.0,1.0,52.0,34.0,65.4,471.0,13.9,9.1,2.0,99.1,11.5,368.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,10.4,
317.0,Kei'Trel Clark,22.0,ARI,CB,14.0,7.0,0.0,41.0,30.0,73.2,332.0,11.1,8.1,2.0,113.1,11.8,263.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,2.3,
318.0,Jadeveon Clowney,30.0,BAL,OLB,17.0,15.0,0.0,2.0,2.0,100.0,1.0,0.5,0.5,0.0,79.2,-4.0,-8.0,9.0,7.0,4.0,9.0,3.0,9.5,23.0,43.0,5.0,10.4,
319.0,Jonathan Harris,27.0,DEN,DL,17.0,5.0,0.0,1.0,1.0,100.0,21.0,21.0,21.0,0.0,118.7,-6.0,-6.0,27.0,0.0,0.0,2.0,0.0,1.0,3.0,43.0,0.0,0.0,
320.0,Trey Hendrickson,29.0,CIN,DE,17.0,17.0,0.0,2.0,2.0,100.0,23.0,11.5,11.5,0.0,114.6,5.0,10.0,13.0,3.0,8.0,7.0,2.0,17.5,35.0,43.0,7.0,14.0,PB
321.0,Jordan Howden,23.0,NOR,DB,16.0,7.0,0.0,27.0,16.0,59.3,230.0,14.4,8.5,1.0,99.3,12.4,169.0,61.0,12.0,0.0,1.0,0.0,1.0,2.0,43.0,5.0,10.4,
322.0,Cameron Jordan,34.0,NOR,DE,17.0,17.0,0.0,5.0,4.0,80.0,42.0,10.5,8.4,0.0,101.7,-2.0,-13.0,55.0,2.0,12.0,3.0,3.0,2.0,18.0,43.0,4.0,8.5,
323.0,Malcolm Koonce,25.0,LVR,DE,17.0,11.0,0.0,2.0,2.0,100.0,9.0,4.5,4.5,0.0,85.4,-1.5,-3.0,12.0,3.0,7.0,8.0,0.0,8.0,23.0,43.0,2.0,4.4,
324.0,Larry Ogunjobi,29.0,PIT,DT,17.0,17.0,0.0,5.0,4.0,80.0,49.0,12.3,9.8,0.0,107.5,-2.2,-9.0,58.0,0.0,3.0,5.0,2.0,3.0,11.0,43.0,1.0,2.3,
325.0,Marcus Peters,30.0,LVR,RCB,12.0,12.0,1.0,65.0,42.0,64.6,562.0,13.4,8.6,3.0,100.9,6.7,252.0,310.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,21.8,
326.0,Jaelan Phillips,24.0,MIA,LB,8.0,6.0,1.0,4.0,4.0,100.0,29.0,7.3,7.3,0.0,57.3,-2.5,-10.0,39.0,8.0,6.0,4.0,1.0,6.5,17.0,43.0,1.0,2.3,
327.0,Joey Porter Jr.,23.0,PIT,CB,17.0,11.0,1.0,63.0,30.0,47.6,449.0,15.0,7.1,1.0,70.1,11.6,316.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,6.5,AP DRoY-5
328.0,Josh Sweat,26.0,PHI,DE,17.0,17.0,0.0,4.0,4.0,100.0,9.0,2.3,2.3,0.0,79.2,-2.3,-9.0,18.0,15.0,14.0,16.0,1.0,6.5,37.0,43.0,4.0,8.5,
329.0,Ambry Thomas,24.0,SFO,CB,15.0,6.0,1.0,57.0,40.0,70.2,371.0,9.3,6.5,3.0,97.9,10.3,283.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,6.5,
