Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jayden Daniels,WAS,0,0,0,0,0,9.0,2024,132
Chris Rodriguez,WAS,0,0,0,0,0,9.0,2024,132
Austin Ekeler,WAS,4,3,41,0,28,9.0,2024,132
Jeremy McNichols,WAS,1,0,0,0,0,9.0,2024,132
Noah Brown,WAS,6,5,60,0,31,9.0,2024,132
Olamide Zaccheaus,WAS,2,2,48,0,42,9.0,2024,132
Dyami Brown,WAS,1,1,24,0,24,9.0,2024,132
Terry McLaurin,WAS,3,2,19,2,18,9.0,2024,132
Ben Sinnott,WAS,1,1,12,0,12,9.0,2024,132
Zach Ertz,WAS,1,1,5,0,5,9.0,2024,132
Daniel Jones,NYG,0,0,0,0,0,9.0,2024,132
Tyrone Tracy Jr.,NYG,1,1,3,0,3,9.0,2024,132
Devin Singletary,NYG,0,0,0,0,0,9.0,2024,132
Darius Slayton,NYG,3,3,49,0,23,9.0,2024,132
Malik Nabers,NYG,11,9,59,0,16,9.0,2024,132
Theo Johnson,NYG,6,3,51,1,35,9.0,2024,132
Wan'Dale Robinson,NYG,4,3,10,0,10,9.0,2024,132
Chris Manhertz,NYG,1,1,2,1,2,9.0,2024,132
