Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA,week,year,game_id
2.0,7:26,1.0,10.0,JAX 39,0.0,10.0,Jalen Hurts pass complete short left to Grant Calcaterra for 10 yards (tackle by Foyesade Oluokun),2.98,3.64,9.0,2024,134
2.0,7:02,1.0,10.0,JAX 29,0.0,10.0,Saquon Barkley right guard for 2 yards (tackle by DaVon Hamilton and Travon Walker),3.64,3.37,9.0,2024,134
2.0,6:21,2.0,8.0,JAX 27,0.0,10.0,Ainias Smith right end for 2 yards (tackle by Devin Lloyd),3.37,2.94,9.0,2024,134
2.0,5:40,3.0,6.0,JAX 25,0.0,10.0,Jalen Hurts pass complete short left to Grant Calcaterra for 3 yards (tackle by Tyson Campbell),2.94,2.09,9.0,2024,134
2.0,4:54,4.0,3.0,JAX 22,0.0,10.0,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Darnell Savage),2.09,-0.41,9.0,2024,134
2.0,4:49,1.0,10.0,JAX 22,0.0,10.0,Tank Bigsby right guard for 1 yard (tackle by Jalen Carter),0.41,0.0,9.0,2024,134
2.0,4:12,2.0,9.0,JAX 23,0.0,10.0,Trevor Lawrence scrambles up the middle for 4 yards (tackle by Zack Baun),0.0,-0.16,9.0,2024,134
2.0,3:29,3.0,5.0,JAX 27,0.0,10.0,Trevor Lawrence pass incomplete short left intended for Austin Trammell (defended by Cooper DeJean),-0.16,-1.57,9.0,2024,134
2.0,3:21,4.0,5.0,JAX 27,0.0,10.0,"Logan Cooke punts 49 yards, fair catch by Cooper DeJean at PHI-24",-1.57,-0.54,9.0,2024,134
2.0,3:14,1.0,10.0,PHI 24,0.0,10.0,"Saquon Barkley left guard for no gain (tackle by Darnell Savage). Penalty on Cam Jurgens: Offensive Holding, 10 yards (accepted) (no play)",0.54,-0.5,9.0,2024,134
2.0,2:50,1.0,20.0,PHI 14,0.0,10.0,Saquon Barkley left guard for -2 yards (tackle by Jeremiah Ledbetter),-0.5,-1.66,9.0,2024,134
2.0,2:05,2.0,22.0,PHI 12,0.0,10.0,Jalen Hurts pass complete short middle to A.J. Brown for 16 yards (tackle by Foyesade Oluokun and Ventrell Miller),-1.66,-0.16,9.0,2024,134
2.0,1:58,3.0,6.0,PHI 28,0.0,10.0,Jalen Hurts sacked by Josh Hines-Allen for -7 yards,-0.16,-1.96,9.0,2024,134
2.0,1:53,,,,,,Timeout #1 by Jacksonville Jaguars,,,9.0,2024,134
2.0,1:53,4.0,13.0,PHI 21,0.0,10.0,"Braden Mann punts 50 yards, returned by Parker Washington for 4 yards (tackle by Kelee Ringo)",-1.96,-1.14,9.0,2024,134
2.0,1:42,1.0,10.0,JAX 33,0.0,10.0,"Trevor Lawrence pass short middle intended for Travis Etienne is intercepted by Zack Baun at JAC-42 and returned for no gain (tackle by Evan Engram) Replay Assistant challenged the pass interception ruling, and the play was upheld.",1.14,-2.79,9.0,2024,134
2.0,1:38,1.0,10.0,JAX 42,0.0,10.0,Saquon Barkley left end for 8 yards (tackle by Tyson Campbell),2.79,3.32,9.0,2024,134
2.0,1:16,2.0,2.0,JAX 34,0.0,10.0,Jalen Hurts pass complete short left to DeVonta Smith for 9 yards (tackle by Ventrell Miller),3.32,3.91,9.0,2024,134
2.0,0:57,1.0,10.0,JAX 25,0.0,10.0,Jalen Hurts scrambles left end for 7 yards (tackle by Ventrell Miller),3.91,4.37,9.0,2024,134
2.0,0:48,2.0,3.0,JAX 18,0.0,10.0,Jalen Hurts pass complete short left to Saquon Barkley for 6 yards,4.37,4.78,9.0,2024,134
2.0,0:43,1.0,10.0,JAX 12,0.0,10.0,Jalen Hurts pass incomplete short middle intended for Saquon Barkley,4.78,4.1,9.0,2024,134
2.0,0:38,2.0,10.0,JAX 12,0.0,10.0,Jalen Hurts scrambles left end for 3 yards (tackle by Ventrell Miller),4.1,3.7,9.0,2024,134
2.0,0:32,3.0,7.0,JAX 9,0.0,10.0,"Jalen Hurts pass complete short middle to Johnny Wilson for no gain, touchdown. Penalty on Johnny Wilson: Offensive Pass Interference, 10 yards (accepted) (no play)",3.7,2.61,9.0,2024,134
2.0,0:28,3.0,17.0,JAX 19,0.0,16.0,"Saquon Barkley right tackle for 19 yards, touchdown",2.61,7.0,9.0,2024,134
2.0,0:22,,,,,,Timeout #1 by Philadelphia Eagles,,,9.0,2024,134
2.0,0:22,,,JAX 15,0.0,16.0,"Jake Elliott kicks extra point good. Penalty on DaVon Hamilton: Defensive Offside, 1 yard (accepted) (no play)",0.0,1.0,9.0,2024,134
2.0,0:22,,,,,,Timeout #2 by Jacksonville Jaguars,,,9.0,2024,134
2.0,0:22,,,JAX 1,0.0,16.0,"Two Point Attempt: Jalen Hurts rushes, conversion fails. Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",1.0,-1.0,9.0,2024,134
2.0,0:22,,,PHI 35,0.0,16.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,134
2.0,0:22,1.0,10.0,JAX 30,0.0,16.0,Trevor Lawrence kneels for -1 yards,0.94,0.26,9.0,2024,134
3.0,15:00,,,PHI 35,0.0,16.0,"Braden Mann kicks off 66 yards, returned by Tank Bigsby for 28 yards (tackle by Jeremiah Trotter and Nolan Smith). Penalty on Yasir Abdullah: Offensive Holding, 10 yards (accepted)",0.0,-0.06,9.0,2024,134
3.0,14:54,1.0,10.0,JAX 17,0.0,16.0,Tank Bigsby up the middle for 5 yards (tackle by Jordan Davis and Nakobe Dean),-0.06,0.21,9.0,2024,134
3.0,14:18,2.0,5.0,JAX 22,0.0,16.0,Tank Bigsby left tackle for no gain (tackle by Reed Blankenship),0.21,-0.62,9.0,2024,134
3.0,13:38,3.0,5.0,JAX 22,0.0,16.0,Trevor Lawrence pass incomplete short left intended for Brian Thomas (defended by Josh Sweat),-0.62,-1.9,9.0,2024,134
3.0,13:28,4.0,5.0,JAX 22,0.0,16.0,"Logan Cooke punts 56 yards, fair catch by Cooper DeJean at PHI-22",-1.9,-0.41,9.0,2024,134
3.0,13:21,1.0,10.0,PHI 22,0.0,16.0,"Penalty on Mekhi Becton: False Start, 5 yards (accepted) (no play)",0.41,-0.12,9.0,2024,134
3.0,13:21,1.0,15.0,PHI 17,0.0,16.0,Saquon Barkley left tackle for 13 yards (tackle by Devin Lloyd),-0.12,0.95,9.0,2024,134
3.0,12:44,2.0,2.0,PHI 30,0.0,16.0,Kenneth Gainwell right tackle for 1 yard (tackle by Travon Walker),0.95,0.37,9.0,2024,134
3.0,12:11,3.0,1.0,PHI 31,0.0,16.0,Jalen Hurts left end for 1 yard (tackle by Devin Lloyd),0.37,1.07,9.0,2024,134
3.0,11:25,1.0,10.0,PHI 32,0.0,16.0,Jalen Hurts pass complete deep left to Jahan Dotson for 36 yards (tackle by Tyson Campbell),1.07,3.45,9.0,2024,134
3.0,10:46,1.0,10.0,JAX 32,0.0,16.0,Kenneth Gainwell left guard for 3 yards (tackle by Travon Walker),3.45,3.31,9.0,2024,134
3.0,10:02,2.0,7.0,JAX 29,0.0,16.0,"Jalen Hurts scrambles right end for 6 yards (tackle by Devin Lloyd). Penalty on Myles Cole: Defensive Holding, 5 yards (accepted)",3.31,4.37,9.0,2024,134
3.0,9:31,1.0,10.0,JAX 18,0.0,22.0,"Jalen Hurts right end for 18 yards, touchdown",4.37,7.0,9.0,2024,134
3.0,9:25,,,JAX 2,0.0,22.0,"Penalty on Andre Cisco: Unnecessary Roughness / Defense, 1 yard (accepted) (no play)",0.0,1.0,9.0,2024,134
3.0,9:25,,,JAX 1,0.0,22.0,"Two Point Attempt: Jalen Hurts rushes, conversion fails.",1.0,-1.0,9.0,2024,134
3.0,9:25,,,PHI 35,0.0,22.0,"Braden Mann kicks off 67 yards, returned by Tank Bigsby for 41 yards (tackle by Oren Burks and Eli Ricks)",0.0,1.53,9.0,2024,134
3.0,9:17,1.0,10.0,JAX 39,0.0,22.0,Trevor Lawrence pass incomplete short right intended for Tim Jones,1.53,0.99,9.0,2024,134
3.0,9:14,2.0,10.0,JAX 39,0.0,22.0,Travis Etienne up the middle for 16 yards (tackle by Cooper DeJean),0.99,2.59,9.0,2024,134
3.0,8:50,1.0,10.0,PHI 45,0.0,22.0,Trevor Lawrence pass complete short right to Evan Engram for 2 yards (tackle by Zack Baun),2.59,2.31,9.0,2024,134
3.0,8:20,2.0,8.0,PHI 43,0.0,22.0,Trevor Lawrence pass complete deep right to Austin Trammell for 18 yards (tackle by Cooper DeJean),2.31,3.91,9.0,2024,134
3.0,7:53,1.0,10.0,PHI 25,0.0,22.0,Tank Bigsby up the middle for -2 yards (tackle by Zack Baun),3.91,3.09,9.0,2024,134
3.0,7:15,2.0,12.0,PHI 27,0.0,22.0,Trevor Lawrence pass incomplete deep right,3.09,2.41,9.0,2024,134
3.0,7:09,3.0,12.0,PHI 27,0.0,22.0,"Trevor Lawrence pass complete short left to Parker Washington for 12 yards (tackle by C.J. Gardner-Johnson) PHI challenged the first down ruling, and the play was upheld.",2.41,4.58,9.0,2024,134
3.0,6:40,1.0,10.0,PHI 15,0.0,22.0,Trevor Lawrence pass complete short left to Evan Engram for 14 yards (tackle by C.J. Gardner-Johnson),4.58,6.97,9.0,2024,134
3.0,6:19,1.0,1.0,PHI 1,0.0,22.0,D'Ernest Johnson up the middle for no gain (tackle by Josh Sweat and Jalen Carter),6.97,5.91,9.0,2024,134
3.0,5:30,2.0,1.0,PHI 1,6.0,22.0,"Trevor Lawrence up the middle for 1 yard, touchdown",5.91,7.0,9.0,2024,134
3.0,5:26,,,PHI 2,8.0,22.0,Two Point Attempt: Trevor Lawrence pass complete to to Brian Thomas for no gain,1.0,1.0,9.0,2024,134
3.0,5:26,,,JAX 35,8.0,22.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,134
3.0,5:26,1.0,10.0,PHI 30,14.0,22.0,"Saquon Barkley left end for 4 yards. Saquon Barkley fumbles, recovered by Travon Walker at PHI-35 and returned for 35 yards, touchdown Replay Assistant challenged the fumble ruling, and the play was upheld.",0.94,-7.0,9.0,2024,134
3.0,5:12,,,PHI 2,16.0,22.0,Two Point Attempt: Trevor Lawrence pass complete to to Evan Engram for no gain,1.0,1.0,9.0,2024,134
3.0,5:12,,,JAX 35,16.0,22.0,"Cam Little kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,134
3.0,5:12,1.0,10.0,PHI 30,16.0,22.0,Saquon Barkley left guard for 1 yard (tackle by Jeremiah Ledbetter and Ventrell Miller),0.94,0.53,9.0,2024,134
3.0,4:37,2.0,9.0,PHI 31,16.0,22.0,"Jalen Hurts pass deep middle intended for DeVonta Smith is intercepted by Andre Cisco at PHI-48 and returned for no gain (tackle by Fred Johnson and DeVonta Smith) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jalen Hurts pass incomplete deep middle intended for DeVonta Smith",0.53,-0.16,9.0,2024,134
3.0,4:34,3.0,9.0,PHI 31,16.0,22.0,Jalen Hurts scrambles left end for 21 yards (tackle by Antonio Johnson),-0.16,2.39,9.0,2024,134
3.0,3:51,1.0,10.0,JAX 48,16.0,22.0,Saquon Barkley right end for 4 yards (tackle by Arik Armstead),2.39,2.39,9.0,2024,134
3.0,3:19,2.0,6.0,JAX 44,16.0,22.0,Saquon Barkley up the middle for 10 yards (tackle by Foyesade Oluokun),2.39,3.31,9.0,2024,134
3.0,2:54,1.0,10.0,JAX 34,16.0,22.0,Saquon Barkley left end for 9 yards (tackle by Ventrell Miller),3.31,3.99,9.0,2024,134
3.0,2:16,2.0,1.0,JAX 25,16.0,22.0,Jalen Hurts pass incomplete short left intended for DeVonta Smith,3.99,3.27,9.0,2024,134
3.0,2:11,3.0,1.0,JAX 25,16.0,22.0,Saquon Barkley left guard for no gain (tackle by Josh Hines-Allen and Jeremiah Ledbetter),3.27,1.95,9.0,2024,134
3.0,1:18,4.0,1.0,JAX 25,16.0,22.0,Jalen Hurts pass incomplete short right,1.95,-0.61,9.0,2024,134
3.0,1:15,1.0,10.0,JAX 25,16.0,22.0,Tank Bigsby left guard for 3 yards (tackle by Reed Blankenship),0.61,0.47,9.0,2024,134
3.0,0:32,2.0,7.0,JAX 28,16.0,22.0,D'Ernest Johnson right end for 6 yards (tackle by Nolan Smith),0.47,0.56,9.0,2024,134
4.0,15:00,3.0,1.0,JAX 34,16.0,22.0,Trevor Lawrence pass complete short right to Tim Jones for 10 yards (tackle by Cooper DeJean),0.56,1.86,9.0,2024,134
4.0,14:30,1.0,10.0,JAX 44,16.0,22.0,Tank Bigsby right tackle for 2 yards (tackle by Josh Sweat and Jalen Carter),1.86,1.59,9.0,2024,134
4.0,13:49,2.0,8.0,JAX 46,16.0,22.0,Trevor Lawrence pass complete short right to Luke Farrell for 5 yards (tackle by Zack Baun),1.59,1.55,9.0,2024,134
4.0,13:04,3.0,3.0,PHI 49,16.0,22.0,Trevor Lawrence pass incomplete deep left intended for Parker Washington,1.55,0.0,9.0,2024,134
4.0,12:57,4.0,3.0,PHI 49,16.0,22.0,"Logan Cooke punts 40 yards, fair catch by Cooper DeJean at PHI-9",0.0,0.38,9.0,2024,134
4.0,12:51,1.0,10.0,PHI 9,16.0,22.0,Saquon Barkley right tackle for 21 yards (tackle by Andre Cisco),-0.38,0.94,9.0,2024,134
4.0,12:11,1.0,10.0,PHI 30,16.0,22.0,Saquon Barkley left guard for 2 yards (tackle by Ventrell Miller and Tyler Lacy),0.94,0.66,9.0,2024,134
4.0,11:26,2.0,8.0,PHI 32,16.0,22.0,Kenneth Gainwell left guard for 2 yards (tackle by Josh Hines-Allen and Jeremiah Ledbetter),0.66,0.23,9.0,2024,134
4.0,10:49,3.0,6.0,PHI 34,16.0,22.0,Jalen Hurts pass complete short middle to DeVonta Smith for 7 yards (tackle by Tyson Campbell),0.23,1.66,9.0,2024,134
4.0,10:12,1.0,10.0,PHI 41,16.0,22.0,Jalen Hurts pass complete deep left to DeVonta Smith for 46 yards (tackle by Ronald Darby),1.66,4.71,9.0,2024,134
4.0,9:23,1.0,10.0,JAX 13,16.0,22.0,Jalen Hurts right end for -2 yards (tackle by Travon Walker),4.71,3.76,9.0,2024,134
4.0,8:40,2.0,12.0,JAX 15,16.0,22.0,"Jalen Hurts pass incomplete short right. Penalty on Fred Johnson: Offensive Holding, 10 yards (accepted) (no play)",3.76,2.54,9.0,2024,134
4.0,8:31,2.0,22.0,JAX 25,16.0,22.0,Jalen Hurts pass complete short right to Ainias Smith for no gain (tackle by Travon Walker),2.54,1.88,9.0,2024,134
4.0,7:49,3.0,22.0,JAX 25,16.0,28.0,"Jalen Hurts pass complete deep right to DeVonta Smith for 25 yards, touchdown",1.88,7.0,9.0,2024,134
4.0,7:43,,,JAX 2,16.0,28.0,"Two Point Attempt: Jalen Hurts pass incomplete intended for intended for DeVonta Smith. Penalty on Cam Jurgens: Ineligible Downfield Pass, 5 yards (declined)",1.0,-1.0,9.0,2024,134
4.0,7:43,,,PHI 35,16.0,28.0,"Braden Mann kicks off 65 yards, touchback.",0.0,0.94,9.0,2024,134
4.0,7:43,1.0,10.0,JAX 30,16.0,28.0,Trevor Lawrence pass complete deep middle to Parker Washington for 18 yards (tackle by Isaiah Rodgers and Reed Blankenship),0.94,2.13,9.0,2024,134
4.0,7:22,1.0,10.0,JAX 48,16.0,28.0,Tank Bigsby right tackle for 10 yards (tackle by Nakobe Dean and Reed Blankenship),2.13,2.79,9.0,2024,134
4.0,7:00,1.0,10.0,PHI 42,16.0,28.0,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Zack Baun),2.79,2.71,9.0,2024,134
4.0,6:37,2.0,7.0,PHI 38,16.0,28.0,Trevor Lawrence pass complete short left to Evan Engram for 1 yard (tackle by Reed Blankenship and Josh Sweat),2.71,2.15,9.0,2024,134
4.0,6:03,3.0,6.0,PHI 37,16.0,28.0,Trevor Lawrence sacked by Josh Sweat for -7 yards,2.15,0.33,9.0,2024,134
4.0,5:18,4.0,13.0,PHI 44,16.0,28.0,Trevor Lawrence pass complete deep right to Brian Thomas for 16 yards (tackle by Isaiah Rodgers),0.33,3.71,9.0,2024,134
4.0,4:48,1.0,10.0,PHI 28,16.0,28.0,Trevor Lawrence pass complete short middle to Evan Engram for 24 yards (tackle by C.J. Gardner-Johnson),3.71,6.28,9.0,2024,134
4.0,4:14,1.0,4.0,PHI 4,16.0,28.0,Trevor Lawrence pass incomplete short right intended for Brian Thomas,6.28,5.34,9.0,2024,134
4.0,4:09,2.0,4.0,PHI 4,22.0,28.0,"Trevor Lawrence scrambles left guard for 4 yards, touchdown",5.34,7.0,9.0,2024,134
4.0,4:04,,,PHI 15,23.0,28.0,Cam Little kicks extra point good,0.0,0.0,9.0,2024,134
4.0,4:04,,,JAX 35,23.0,28.0,"Cam Little kicks off 67 yards, returned by Kenneth Gainwell for 34 yards (tackle by Caleb Johnson)",0.0,1.07,9.0,2024,134
4.0,3:57,1.0,10.0,PHI 32,23.0,28.0,Saquon Barkley left guard for 8 yards (tackle by Darnell Savage),1.07,1.61,9.0,2024,134
4.0,3:15,2.0,2.0,PHI 40,23.0,28.0,Saquon Barkley right guard for 15 yards (tackle by Foyesade Oluokun and Darnell Savage),1.61,2.59,9.0,2024,134
4.0,2:31,1.0,10.0,JAX 45,23.0,28.0,Saquon Barkley up the middle for 2 yards (tackle by DaVon Hamilton and Ventrell Miller),2.59,2.31,9.0,2024,134
4.0,2:25,,,,,,Timeout #1 by Jacksonville Jaguars,,,9.0,2024,134
4.0,2:25,2.0,8.0,JAX 43,23.0,28.0,"Penalty on Lane Johnson: False Start, 5 yards (accepted) (no play)",2.31,1.64,9.0,2024,134
4.0,2:25,2.0,13.0,JAX 48,23.0,28.0,Saquon Barkley right end for 9 yards (tackle by Darnell Savage),1.64,2.15,9.0,2024,134
4.0,2:19,,,,,,Timeout #2 by Jacksonville Jaguars,,,9.0,2024,134
4.0,2:19,3.0,4.0,JAX 39,23.0,28.0,Saquon Barkley up the middle for no gain (tackle by DaVon Hamilton),2.15,0.66,9.0,2024,134
4.0,2:16,,,,,,Timeout #3 by Jacksonville Jaguars,,,9.0,2024,134
4.0,2:16,4.0,4.0,JAX 39,23.0,28.0,Jake Elliott 57 yard field goal no good,0.66,-2.06,9.0,2024,134
4.0,2:11,1.0,10.0,JAX 47,23.0,28.0,Trevor Lawrence pass incomplete deep right intended for Parker Washington (defended by Isaiah Rodgers),2.06,1.52,9.0,2024,134
4.0,2:05,2.0,10.0,JAX 47,23.0,28.0,Trevor Lawrence pass incomplete short middle intended for Evan Engram,1.52,0.83,9.0,2024,134
4.0,2:00,3.0,10.0,JAX 47,23.0,28.0,"Trevor Lawrence pass incomplete deep right intended for Evan Engram. Penalty on Avonte Maddox: Defensive Pass Interference, 18 yards (accepted) (no play)",0.83,3.25,9.0,2024,134
4.0,1:54,1.0,10.0,PHI 35,23.0,28.0,Trevor Lawrence pass incomplete deep right intended for Parker Washington,3.25,2.7,9.0,2024,134
4.0,1:49,2.0,10.0,PHI 35,23.0,28.0,Trevor Lawrence pass complete short left to Austin Trammell for 22 yards (tackle by C.J. Gardner-Johnson),2.7,4.71,9.0,2024,134
4.0,1:42,1.0,10.0,PHI 13,23.0,28.0,Trevor Lawrence pass short left intended for D'Ernest Johnson is intercepted by Nakobe Dean in end zone and returned for no gain,4.71,-0.28,9.0,2024,134
4.0,1:38,1.0,10.0,PHI 20,23.0,28.0,Jalen Hurts kneels for -1 yards,0.28,-0.46,9.0,2024,134
