Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Christian Elliss,NWE,0,4,4,100.0%,45.0,11.3,11.3,0.0,113.5,8.8,35.0,10.0,1,0,0,0.0,0,6,0,0.0%,9.0,2024,131
Christian Gonzalez,NWE,0,8,4,50.0%,67.0,16.8,8.4,0.0,78.6,16.0,58.0,9.0,0,0,0,0.0,0,3,0,0.0%,9.0,2024,131
Marco Wilson,NWE,0,3,3,100.0%,30.0,10.0,10.0,1.0,147.9,6.0,18.0,12.0,0,0,0,0.0,0,2,2,50.0%,9.0,2024,131
Jahlani Tavai,NWE,1,2,2,100.0%,33.0,16.5,16.5,0.0,79.2,9.0,18.0,15.0,4,1,0,0.0,1,11,1,8.3%,9.0,2024,131
Jonathan Jones,NWE,0,3,2,66.7%,16.0,8.0,5.3,1.0,119.4,9.7,16.0,0.0,0,0,0,0.0,0,3,0,0.0%,9.0,2024,131
Keion White,NWE,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,-2.0,-2.0,14.0,4,1,0,0.0,1,4,1,20.0%,9.0,2024,131
Jaylinn Hawkins,NWE,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,13.0,13.0,1.0,0,0,0,0.0,0,4,2,33.3%,9.0,2024,131
Marte Mapu,NWE,0,1,1,100.0%,13.0,13.0,13.0,0.0,118.7,4.0,4.0,9.0,0,0,0,0.0,0,6,0,0.0%,9.0,2024,131
Raekwon McMillan,NWE,0,1,1,100.0%,21.0,21.0,21.0,0.0,118.7,19.0,19.0,2.0,1,0,0,0.0,0,3,0,0.0%,9.0,2024,131
Dell Pettus,NWE,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-2.0,-2.0,8.0,2,0,0,0.0,0,6,0,0.0%,9.0,2024,131
Marcus Jones,NWE,0,2,1,50.0%,8.0,8.0,4.0,0.0,60.4,18.5,6.0,2.0,0,0,0,0.0,0,2,0,0.0%,9.0,2024,131
Sione Takitaki,NWE,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,4.0,4.0,1.0,0,0,0,0.0,0,1,0,0.0%,9.0,2024,131
Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,0,1,1,1.0,3,3,0,0.0%,9.0,2024,131
Anfernee Jennings,NWE,0,1,0,0.0%,,,0.0,,39.6,-3.0,,,5,2,0,0.0,2,5,0,0.0%,9.0,2024,131
Jeremiah Pharms,NWE,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,9.0,2024,131
Daniel Ekuale,NWE,0,0,0,,,,,,,,,,0,0,1,0.0,1,7,0,0.0%,9.0,2024,131
Jarvis Brownlee,TEN,0,9,7,77.8%,49.0,7.0,5.4,0.0,89.4,7.3,29.0,20.0,0,0,0,0.0,0,7,0,0.0%,9.0,2024,131
Jack Gibbens,TEN,0,6,6,100.0%,47.0,7.8,7.8,0.0,99.3,1.5,9.0,38.0,2,0,0,0.5,1,14,0,0.0%,9.0,2024,131
Roger McCreary,TEN,0,6,4,66.7%,22.0,5.5,3.7,0.0,72.9,1.3,-1.0,23.0,2,0,0,0.0,0,3,1,25.0%,9.0,2024,131
Mike Brown,TEN,0,5,3,60.0%,30.0,10.0,6.0,0.0,77.1,16.8,14.0,16.0,0,0,0,0.0,0,7,0,0.0%,9.0,2024,131
Darrell Baker,TEN,0,6,3,50.0%,13.0,4.3,2.2,1.0,95.8,12.3,13.0,0.0,0,0,0,0.0,0,4,0,0.0%,9.0,2024,131
Harold Landry,TEN,0,2,2,100.0%,19.0,9.5,9.5,0.0,106.2,3.0,6.0,13.0,1,0,1,1.0,2,5,0,0.0%,9.0,2024,131
Kenneth Murray,TEN,0,2,2,100.0%,13.0,6.5,6.5,0.0,93.7,-2.0,-4.0,17.0,5,0,1,0.0,1,6,0,0.0%,9.0,2024,131
Amani Hooker,TEN,2,2,1,50.0%,12.0,12.0,6.0,0.0,29.2,28.5,9.0,3.0,1,0,1,0.0,1,5,0,0.0%,9.0,2024,131
Quandre Diggs,TEN,0,2,1,50.0%,1.0,1.0,0.5,0.0,56.2,17.0,-3.0,4.0,0,0,0,0.0,0,3,0,0.0%,9.0,2024,131
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,5,0,1.0,6,5,1,16.7%,9.0,2024,131
Arden Key,TEN,0,0,0,,,,,,,,,,3,2,0,1.0,3,2,1,33.3%,9.0,2024,131
Sebastian Joseph-Day,TEN,0,0,0,,,,,,,,,,0,1,0,0.5,2,2,0,0.0%,9.0,2024,131
James Lynch,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,9.0,2024,131
