Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
C.J. Stroud,HOU,8,59,0,25,9.0,2024,124
Joe Mixon,HOU,24,106,1,29,9.0,2024,124
J.J. Taylor,HOU,3,23,0,9,9.0,2024,124
Tank Dell,HOU,0,0,0,0,9.0,2024,124
Robert Woods,HOU,0,0,0,0,9.0,2024,124
Dalton Schultz,HOU,0,0,0,0,9.0,2024,124
Xavier Hutchinson,HOU,0,0,0,0,9.0,2024,124
John Metchie,HOU,0,0,0,0,9.0,2024,124
Cade Stover,HOU,0,0,0,0,9.0,2024,124
Dare Ogunbowale,HOU,1,-1,0,-1,9.0,2024,124
Aaron Rodgers,NYJ,1,-1,0,0,9.0,2024,124
Breece Hall,NYJ,15,74,0,16,9.0,2024,124
Malachi Corley,NYJ,1,18,0,18,9.0,2024,124
Braelon Allen,NYJ,4,9,0,5,9.0,2024,124
Davante Adams,NYJ,0,0,0,0,9.0,2024,124
Garrett Wilson,NYJ,0,0,0,0,9.0,2024,124
Kenny Yeboah,NYJ,0,0,0,0,9.0,2024,124
Mike Williams,NYJ,0,0,0,0,9.0,2024,124
Jeremy Ruckert,NYJ,0,0,0,0,9.0,2024,124
Tyler Conklin,NYJ,0,0,0,0,9.0,2024,124
